attack_process_id,outer_weeks,spearman_a4,block4_95_lower,block4_one_sided_p,block4_se,top_mean_a4,rest_mean_a4,auc_b4,top_b4_rate,rest_b4_rate,top_median_w4,rest_median_w4,top_severe_w4_rate,rest_severe_w4_rate,w4_median_not_worse,w4_severe_not_worse,model_mae,train_mean_baseline_mae,mae_skill_vs_train_mean,minimum_leaveout_spearman,attack_qualified
AX01_RAW_RSP_RECOVERY,404,0.181280659083278,0.0459805064777646,0.016,0.0790191106784464,0.0245736493608406,0.007769049787519,0.6268842403726529,0.8666666666666667,0.6740947075208914,-0.0108551454563869,-0.0150061964314428,0.0222222222222222,0.1197771587743732,True,True,0.0329304297989596,0.0278931043174372,-0.1805939354829463,0.13747019652929418,False
AX02_RSP_A4_MONOTONE,404,0.1899364220443162,0.0591359472869359,0.0105,0.0753017696499121,0.0194663872510827,0.0043155576538299,0.6128518936434917,0.8028169014084507,0.6374045801526718,-0.0085761540031977,-0.0159280727907744,0.0845070422535211,0.1221374045801526,True,True,0.0281954221972328,0.0278931043174372,-0.0108384450993712,0.16442208864765456,False
