attack_arm_id,cost_bps,common_start,mean_daily_target_weight,dynamic_cagr,dynamic_sharpe,dynamic_mdd,dynamic_ann_vol,dynamic_beta,dynamic_turnover,dynamic_cost,static_cagr,static_mdd,active_terminal_wealth
A4__KURT126_LVL,10,2009-01-05,0.5424816625916871,0.07608284653811337,0.8081369775149099,-0.18128961659821685,0.09653343911443828,0.5281586712926332,12.00752017370522,0.020004635401500215,0.08794103143451681,-0.1955532640044616,-0.1326385264541543
A4__KURT126_LVL,20,2009-01-05,0.5424816625916871,0.07508756778273717,0.7981445370621728,-0.18136829899818363,0.09658932184854263,0.5283485212830911,12.007520173705222,0.039735608577853035,0.08766609787717594,-0.1956303132871422,-0.1401802674313336
A4__VIX_LEVEL_LVL,0,2009-01-05,0.6415036674816625,0.08265361393092374,0.8510845547003313,-0.18377291460590095,0.09910937495874499,0.5382956981325375,46.500700324729344,0.0,0.10325055621948565,-0.22796328885405015,-0.21705764525193272
A4__VIX_LEVEL_LVL,5,2009-01-05,0.6415036674816625,0.08071643791186833,0.8329078539614821,-0.18402020009150655,0.09912316571615604,0.5383502155101964,46.500700324729344,0.03928581947373649,0.10311550621702459,-0.22799785843218057,-0.2338366063320121
A4__VIX_LEVEL_LVL,10,2009-01-05,0.6415036674816625,0.07878226849315029,0.8147019971475594,-0.1842674621205148,0.0991411196958234,0.5384046689483747,46.50070032472934,0.0775966433621237,0.10298046357955615,-0.22803242682735725,-0.2502600495086571
A4__VIX_LEVEL_LVL,20,2009-01-05,0.6415036674816625,0.07492293360895896,0.7782121307493052,-0.1847619158144984,0.09918950775484575,0.538513383212105,46.500700324729344,0.15138471542633702,0.10271040038248724,-0.22810156006896676,-0.2820700144199916
A4__VIX_RV_GAP_LVL,0,2009-01-05,0.6181234718826406,0.10331720515954945,0.8865387373669066,-0.2290492360742964,0.118878938843872,0.6294892853991408,61.41758090104464,0.0,0.09971019105040146,-0.22038824825723902,0.04343465962292581
A4__VIX_RV_GAP_LVL,5,2009-01-05,0.6181234718826406,0.10071051553606192,0.8665741064253801,-0.2294629612794319,0.11888868332612597,0.6295471002781536,61.41758090104464,0.05434462308721973,0.09957372656477692,-0.22042400167989096,0.01350704963788929
A4__VIX_RV_GAP_LVL,10,2009-01-05,0.6181234718826406,0.09810935615326777,0.8465798272946765,-0.22987656753198227,0.11890305136889846,0.6296047350628988,61.41758090104464,0.10678997120923035,0.09943727047772133,-0.2204597538492421,-0.015569396148200854
A4__VIX_RV_GAP_LVL,20,2009-01-05,0.6181234718826406,0.09292358649621368,0.8065117498753354,-0.23070342320513115,0.1189456508947919,0.6297194635066085,61.41758090104463,0.20622477012850332,0.09916438348357204,-0.22053125442816635,-0.07126413378022678
A4__DOWN_VOLUME21_LVL,0,2009-01-05,0.6375305623471883,0.09722009374793839,0.9329365474946927,-0.18377291460590184,0.10543962390000207,0.5655360344981909,65.30047490538081,0.0,0.10264935089203364,-0.22668015838873057,-0.06207898306036341
A4__DOWN_VOLUME21_LVL,5,2009-01-05,0.6375305623471883,0.09446412258428993,0.9090937467831889,-0.18402020009150644,0.10543741846554591,0.5655400511797535,65.30047490538081,0.06041408072447806,0.10251402353460759,-0.22671493965533962,-0.09076360079352142
A4__DOWN_VOLUME21_LVL,10,2009-01-05,0.6375305623471883,0.09171439939119064,0.8852027063233672,-0.1842674621205148,0.1054408399915997,0.5655445712112218,65.30047490538081,0.11854319784056927,0.10237870372811453,-0.22674971972641222,-0.11857792726427008
A4__DOWN_VOLUME21_LVL,20,2009-01-05,0.6375305623471883,0.08623364633856778,0.8372912611258464,-0.1847619158144972,0.1054645608339467,0.5655551212687676,65.30047490538081,0.2282576453797023,0.10210808675106064,-0.22681927628206466,-0.17169969608089652
A4__VOLUME_SHOCK_LVL,0,2009-01-05,0.7156173594132029,0.10135255850563363,0.8283439647489912,-0.2713169972047099,0.12619047522260726,0.6656309047683302,42.04083651799973,0.0,0.11443241849869423,-0.2515910669620016,-0.14212196181706205
A4__VOLUME_SHOCK_LVL,5,2009-01-05,0.7156173594132029,0.09957076678077303,0.8154075515923267,-0.2713169972047095,0.1262089828365999,0.6657130525689177,42.04083651799973,0.044374949584283285,0.11430535420431687,-0.2516209252138255,-0.1587242999663102
A4__VOLUME_SHOCK_LVL,10,2009-01-05,0.7156173594132029,0.09779141949267767,0.8024554086263143,-0.2713169972047097,0.12623056149804857,0.6657955912808018,42.04083651799973,0.08770097226657317,0.11417829306982963,-0.25165078255584883,-0.17500950318049002
A4__VOLUME_SHOCK_LVL,20,2009-01-05,0.7156173594132029,0.09424004716762835,0.7765077876789346,-0.2713169972047095,0.12628292544206007,0.6659618402450329,42.04083651799973,0.17129691824010787,0.11392418025790318,-0.2517104945105738,-0.20665230653728928
A4__YC_10Y3M_LVL,0,2009-01-05,0.589242053789731,0.08964154779773592,0.818747675218415,-0.18121092841261055,0.11263753692634014,0.5992274777845675,10.5774561997821,0.0,0.09532860138755539,-0.21094964237907232,-0.06535685155341664
A4__YC_10Y3M_LVL,5,2009-01-05,0.589242053789731,0.08919775794582252,0.8150439616108367,-0.18125027322863774,0.11265151998887409,0.5992950896401764,10.5774561997821,0.007195079703630871,0.0951911089363866,-0.2109866489386768,-0.06877075002298783
A4__YC_10Y3M_LVL,10,2009-01-05,0.589242053789731,0.08875405959675509,0.8113360277370651,-0.18137959726211483,0.11266621675930735,0.5993625769914156,10.577456199782102,0.01434672869849724,0.09505362595606703,-0.21102365417134272,-0.07217308061533989
A4__YC_10Y3M_LVL,20,2009-01-05,0.589242053789731,0.08786693737125817,0.8039077958048109,-0.1830628748702765,0.11269775029342712,0.5994971771955406,10.5774561997821,0.028520667455689687,0.09477868839373738,-0.21109766065599656,-0.07894318248590415
A4__YC_10Y2Y_LVL,0,2009-01-05,0.6463936430317848,0.10294766620679252,0.8413790248036932,-0.2290162869072202,0.1259138787704652,0.6642252798728131,7.332952244992673,0.0,0.10399025997817635,-0.22954020973034028,-0.012192888093570997
A4__YC_10Y2Y_LVL,5,2009-01-05,0.6463936430317848,0.10263622896751423,0.8391319713015681,-0.22921892516727083,0.12591449551882347,0.6642298936146229,7.332952244992673,0.006314612856167783,0.10385557220280228,-0.22957451291804787,-0.014248003348150351
A4__YC_10Y2Y_LVL,10,2009-01-05,0.6463936430317848,0.1023248210873906,0.8368821483591244,-0.22942155877648762,0.12591553226194957,0.6642343048756831,7.332952244992672,0.012603066101887097,0.10372089155784359,-0.2296088149386255,-0.016299414099566922
A4__YC_10Y2Y_LVL,20,2009-01-05,0.6463936430317848,0.10170209338735425,0.8323742848341399,-0.22982681204258115,0.12591886568680646,0.6642425198870214,7.332952244992673,0.025101872456748803,0.10345155164175845,-0.22967741547850196,-0.020391144486289203
A4__RSP_SPY63_LVL,0,2009-01-05,0.5780867970660146,0.0979550534310687,0.9178043298914152,-0.21250538492177762,0.1082301667395819,0.5781036523033684,24.672794657350465,0.0,0.09363386585759681,-0.2072798871940812,0.05253553484953044
A4__RSP_SPY63_LVL,5,2009-01-05,0.5780867970660146,0.09691224802318499,0.9090015762263551,-0.2129258928196328,0.10823292009723963,0.5781527833854343,24.672794657350465,0.022175853077601712,0.09349618739404586,-0.20731731448969482,0.04133019738540966
A4__RSP_SPY63_LVL,10,2009-01-05,0.5780867970660146,0.09587019588805346,0.9001829122065399,-0.21334627875504186,0.10823764032429037,0.5782018102730444,24.672794657350465,0.044022702007244,0.09335851875421808,-0.20735474043419155,0.03024134945716006
A4__RSP_SPY63_LVL,20,2009-01-05,0.5780867970660146,0.09378834990427887,0.8824997951622245,-0.21418668476994696,0.10825298025020869,0.5782995507488633,24.67279465735046,0.08674659578290736,0.09308321093203231,-0.20742958826996993,0.008408406589138995
