attack_process_id,outer_weeks,spearman_a4,block4_95_lower,block4_one_sided_p,block4_se,top_mean_a4,rest_mean_a4,auc_b4,top_b4_rate,rest_b4_rate,top_median_w4,rest_median_w4,top_severe_w4_rate,rest_severe_w4_rate,w4_median_not_worse,w4_severe_not_worse,model_mae,train_mean_baseline_mae,mae_skill_vs_train_mean
AX01_RAW_RSP_RECOVERY,404,0.18128065908327803,0.0459805064777646,0.016,0.07901911067844646,0.024573649360840673,0.007769049787519098,0.6268842403726529,0.8666666666666667,0.6740947075208914,-0.010855145456386934,-0.015006196431442876,0.022222222222222223,0.11977715877437325,True,True,0.03293042979895963,0.027893104317437273,-0.18059393548294633
AX02_RSP_A4_MONOTONE,404,0.18993642204431624,0.05913594728693592,0.0105,0.07530176964991214,0.01946638725108275,0.004315557653829908,0.6128518936434917,0.8028169014084507,0.6374045801526718,-0.008576154003197792,-0.01592807279077442,0.08450704225352113,0.12213740458015267,True,True,0.028195422197232853,0.027893104317437273,-0.010838445099371284
