group_id,strategy_id,portfolio_mode,signal,top_n,frequency,variant_id,cost_bps,borrow_fee_annual,valid_scenario,invalid_reason,is_primary_scenario,collateralized_total_return,signed_skipped_rebalance_count,terminal_last_close_count,observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,relative_observations,annualized_excess_return,geometric_excess_return,beta,annualized_alpha_zero_rf,annualized_alpha_excess_rf,tracking_error,information_ratio,base_target_gross_exposure,base_target_net_exposure,high_vol_rebalance_count,high_vol_rebalance_fraction,delta_vs_g00_cagr,delta_vs_g00_sharpe_excess_rf,delta_vs_g00_max_drawdown,delta_vs_g00_annualized_volatility,delta_vs_g00_annualized_l1_turnover
G22,G22__mom_12_1__top10__monthly__long_only__rev20,long_only,mom_12_1,10,monthly,rev20,0.0,0.0,True,,False,True,0,0,2134.0,2.9429381378310207,0.17586982552821318,0.3508442799090003,0.6374641255996286,0.5579970883438263,0.800086660948483,-0.4303442394975494,405.0,0.4086724286899968,1.2931039720526816,15.575419164780754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2134.0,0.06869677946047852,0.02587638577607901,1.3722684291842322,0.011012348414488962,0.021368131451033872,0.2425978713266908,0.2831714024727324,1.0,1.0,40,0.39215686274509803,-0.052042657898576816,-0.13181176781165582,0.018518457707356717,0.007583674320551792,6.66705533595429
G22,G22__mom_12_1__top10__monthly__long_only__rev20,long_only,mom_12_1,10,monthly,rev20,5.0,0.0,True,,True,True,0,0,2134.0,2.691199404748492,0.16674441820749952,0.35084667666466135,0.6152492270806961,0.5357843384219225,0.7674775390179858,-0.43058066879994705,407.0,0.38725477080108067,1.2931039720526816,15.575419164780754,0.13120871409637636,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2134.0,0.06090428398842012,0.017915011415015968,1.3721183042737455,0.0032431153771909638,0.013594928100166317,0.24262412259294494,0.25102320139288203,1.0,1.0,40,0.39215686274509803,-0.05570976403421807,-0.14104237532138442,0.023131869181569065,0.007590421835349526,6.66705533595429
G22,G22__mom_12_1__top10__monthly__long_only__rev20,long_only,mom_12_1,10,monthly,rev20,10.0,0.0,True,,False,True,0,0,2134.0,2.455350273827574,0.1576825979439993,0.35086620179552835,0.5930056816671045,0.5135468012210921,0.7349016133555477,-0.43081709810234514,408.0,0.3660082170335313,1.2931039720526816,15.575419164780754,0.25242313840218633,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2134.0,0.05311178851636145,0.010009112974008368,1.371968179363259,-0.00452611766010728,0.00582172474929849,0.24267513636497995,0.2188596215991492,1.0,1.0,40,0.39215686274509803,-0.059335318356910305,-0.15028754869127847,0.027704771896086833,0.00760918344790118,6.6670553359542915
G22,G22__mom_12_1__top10__monthly__long_only__rev20,long_only,mom_12_1,10,monthly,rev20,20.0,0.0,True,,False,True,0,0,2134.0,2.02741627991773,0.13974814489124254,0.35095662323999227,0.5484457265648056,0.4690104291906197,0.6698601232670921,-0.43352261664918257,416.0,0.32235491188763116,1.2931039720526816,15.575419164780754,0.46755418463163906,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2134.0,0.03752679757224462,-0.005637629105088707,1.371667929542286,-0.020064583734703385,-0.009724681952436566,0.24285138143177928,0.1545257735451115,1.0,1.0,40,0.39215686274509803,-0.06646302507368745,-0.16881085354367958,0.034497670176169615,0.0076827353884674765,6.66705533595429
G22,G22__mom_12_1__top10__monthly__long_only__rev5,long_only,mom_12_1,10,monthly,rev5,0.0,0.0,True,,False,True,0,0,2134.0,4.4887965228462985,0.22270995332896204,0.3403336840547475,0.7611186254873532,0.6791826834756585,0.9857172587341113,-0.5100861852902383,424.0,0.4366123995344834,1.286933518309515,15.501096136189211,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9990380026756347,0.9990380026756347,0.0,0.9990380026756347,0.9990380026756347,0.0,2134.0,0.10408044316145289,0.06674160739696611,1.3406176582148444,0.05130042133312632,0.06077042140807345,0.23220669181720122,0.4482232718916971,1.0,1.0,40,0.39215686274509803,-0.005202530097827951,-0.010626172679823687,-0.06122348808533218,-0.002926921533700999,6.592732307362747
G22,G22__mom_12_1__top10__monthly__long_only__rev5,long_only,mom_12_1,10,monthly,rev5,5.0,0.0,True,,True,True,0,0,2134.0,4.139980298948927,0.21326616264593423,0.3403734817227224,0.7382773399062466,0.6563530575555723,0.9516054698443237,-0.5159806346443493,424.0,0.41332202863181583,1.286933518309515,15.501096136189211,0.12065709262564701,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9990380026756347,0.9990380026756347,0.0,0.9990380026756347,0.9990380026756347,0.0,2134.0,0.0963361660075353,0.058502462515789305,1.340460321714718,0.043580524077639654,0.05304639266754987,0.23228995950769343,0.4147237625410351,1.0,1.0,40,0.39215686274509803,-0.009188019595783359,-0.020473656187734668,-0.06226809666283317,-0.002882773106589409,6.592732307362747
G22,G22__mom_12_1__top10__monthly__long_only__rev5,long_only,mom_12_1,10,monthly,rev5,10.0,0.0,True,,False,True,0,0,2134.0,3.81307939558734,0.2038878647977873,0.3404306978519667,0.7154047888268428,0.6334963292503614,0.9175200783349989,-0.5218087127649771,424.0,0.3907329636514109,1.286933518309515,15.501096136189211,0.23159346391150398,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9990380026756347,0.9990380026756347,0.0,0.9990380026756347,0.9990380026756347,0.0,2134.0,0.08859188885361731,0.050320456232171004,1.340302985214591,0.03586062682215274,0.04532236392702579,0.23239872046472188,0.38120643984812974,1.0,1.0,40,0.39215686274509803,-0.013130051503122298,-0.03033802066200919,-0.06328684276654511,-0.0028263204956604504,6.592732307362748
G22,G22__mom_12_1__top10__monthly__long_only__rev5,long_only,mom_12_1,10,monthly,rev5,20.0,0.0,True,,False,True,0,0,2134.0,3.2196628324759216,0.18532613439282097,0.34059734770885264,0.6695800737534577,0.5877157182014756,0.849439432623188,-0.5332685353538709,424.0,0.34752872541006136,1.286933518309515,15.501096136189211,0.4270321377389044,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9990380026756347,0.9990380026756347,0.0,0.9990380026756347,0.9990380026756347,0.0,2134.0,0.07310333454578195,0.034126452025078344,1.339988312214337,0.020420832311179443,0.029874306445978483,0.23269257081226039,0.31416273536623884,1.0,1.0,40,0.39215686274509803,-0.020885035572109023,-0.050105564532823665,-0.06524824852851868,-0.002676540142672157,6.592732307362747
G22,G22__mom_12_1__top10__monthly__long_short__rev20,long_short,mom_12_1,10,monthly,rev20,0.0,0.0,True,,False,True,0,0,2134.0,0.21996636219013288,0.023756457259264563,0.1909694277432964,0.21869621488964375,0.07276829943192815,0.09935654003396169,-0.41906177601931427,1255.0,0.056689630547859,1.0309864620678904,12.418217441889903,0.0,3.0,23.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.001409418404738936,0.5032884297933977,0.5046978481981366,1.0079862779915343,-0.001409418404738936,0.0,2134.0,-0.11318957164624342,-0.10683346788299901,0.03539076491203297,0.036280355281724304,0.009403567287405833,0.26586716344144923,-0.4257373125025674,1.0,0.0,21,0.20588235294117646,-0.04406156121826374,-0.20696129672670366,0.018067710736387133,-0.0414482849679185,2.9781311097839342
G22,G22__mom_12_1__top10__monthly__long_short__rev20,long_short,mom_12_1,10,monthly,rev20,0.0,0.01,True,,False,True,0,0,2134.0,0.16915181602238172,0.0186259749081632,0.1910105519131358,0.19238789154901045,0.04648946740907666,0.0634032870724667,-0.4217678090177721,1500.0,0.044161679743980546,1.0312264285320198,12.421107834576869,0.0,3.0,23.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0014104315252614847,0.5033988167204463,0.5048092482457078,1.0082080649661542,-0.0014104315252614847,0.040556756939979226,2134.0,-0.11820574530716269,-0.11130950815324703,0.03537789399941709,0.031266176018430764,0.00438903859926811,0.26589848642098834,-0.4445521555922339,1.0,0.0,21,0.20588235294117646,-0.043857987735786697,-0.21168271924698956,0.021617055309631206,-0.0414575000338146,2.978622094113165
