group_id,strategy_id,portfolio_mode,variant_id,cost_bps,borrow_fee_annual,reference_strategy_id,comparison_type,metric,estimate
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.03536405015390737
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.11593044614896952
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.16685224064733561
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,0.05263760208255197
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,4.766682727359365
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.03803497683050988
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.12021649708796511
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.16238668493287323
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,0.05261326113262549
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,4.766682727359365
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.04067841783193327
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.12451155130251201
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.1579616379781052
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,0.05259606935412098
G21,G21__mom_12_1__top10__monthly__long_only__rev20,long_only,rev20,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,4.766682727359367
