group_id,strategy_id,portfolio_mode,variant_id,cost_bps,borrow_fee_annual,reference_strategy_id,comparison_type,metric,estimate
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.13408618655708743
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.2572398112930659
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.09471949137701807
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.16216136559723207
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-3.9403400202987555
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.1313419287772652
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.25797375523790533
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.09572903780879116
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.16216228147855505
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-3.9403400202987555
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.12861364603350522
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.2587056292630292
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.09671971624857939
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.16216502259403387
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-3.9403400202987537
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.12320473378097735
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.2601625014382528
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.09864528762756547
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.16217597991057567
G12,G12__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-3.9403400202987555
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,cagr,0.0007659479288409099
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,sharpe_excess_rf,0.04067113885364959
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,max_drawdown,0.12507864868155927
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,annualized_volatility,-0.07211913609934814
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,annualized_l1_turnover,-1.710423190973441
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.01,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,cagr,0.00186488661764167
G12,G12__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.01,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,sharpe_excess_rf,0.037419575316595455
