arm_id,execution_year,active_log_return,positive
R4B__VIX_RV_GAP,2010,-0.04802263067696369,False
R4B__VIX_RV_GAP,2011,-0.09320022241280095,False
R4B__VIX_RV_GAP,2012,-0.018732300588934048,False
R4B__VIX_RV_GAP,2013,0.020039747887093534,True
R4B__VIX_RV_GAP,2014,-0.02201992758568816,False
R4B__VIX_RV_GAP,2015,-0.04839640534530418,False
R4B__VIX_RV_GAP,2016,-0.000456147105134308,False
R4B__VIX_RV_GAP,2017,0.018314494881416177,True
R4B__VIX_RV_GAP,2018,-0.06661271041004285,False
R4B__VIX_RV_GAP,2019,0.013607057037586523,True
R4B__VIX_RV_GAP,2020,0.001672385167065582,True
R4B__VIX_RV_GAP,2021,-0.032273542016607204,False
R4B__DOWN_VOLUME21,2005,-0.02988700897007926,False
R4B__DOWN_VOLUME21,2006,-0.01751211016270242,False
R4B__DOWN_VOLUME21,2007,-0.07025497608547354,False
R4B__DOWN_VOLUME21,2008,0.04081062964176371,True
R4B__DOWN_VOLUME21,2009,-0.025720356880195874,False
R4B__DOWN_VOLUME21,2010,-0.012283678125654798,False
R4B__DOWN_VOLUME21,2011,-0.04736391792117399,False
R4B__DOWN_VOLUME21,2012,0.018102783473772893,True
R4B__DOWN_VOLUME21,2013,-0.012375712731738042,False
R4B__DOWN_VOLUME21,2014,-0.04136313448354845,False
R4B__DOWN_VOLUME21,2015,-0.01908036312614947,False
R4B__DOWN_VOLUME21,2016,-0.0359771343358585,False
R4B__DOWN_VOLUME21,2017,0.0043650240795443385,True
R4B__DOWN_VOLUME21,2018,-0.045741900867841495,False
R4B__DOWN_VOLUME21,2019,-0.02858700922621088,False
R4B__DOWN_VOLUME21,2020,0.011133000837824536,True
R4B__DOWN_VOLUME21,2021,-0.018359967259966636,False
R4B__VOLUME_SHOCK,2005,0.0004721310392994012,True
R4B__VOLUME_SHOCK,2006,0.007712667383837879,True
R4B__VOLUME_SHOCK,2007,-0.017962853475516946,False
R4B__VOLUME_SHOCK,2008,-0.027109277944225567,False
R4B__VOLUME_SHOCK,2009,0.010262383326504615,True
