transfer_id,frequency,top_k,p00_mean_actual_exposure_0bps,static_allocation,static_mean_actual_exposure_0bps,absolute_error
MONTHLY_TOP10,monthly,10,0.7452527002011716,0.744830199749059,0.7452527002011718,2.220446049250313e-16
MONTHLY_TOP20,monthly,20,0.7452672666715012,0.7448916093525191,0.745267266671501,2.220446049250313e-16
MONTHLY_TOP5,monthly,5,0.745118454837553,0.7447567820373826,0.7451184548375528,2.220446049250313e-16
MONTHLY_TOP50,monthly,50,0.7451320684480408,0.7449831018744004,0.7451320684480408,0.0
WEEKLY_TOP10,weekly,10,0.7452187679455148,0.744801250553738,0.745218767945515,2.220446049250313e-16
WEEKLY_TOP20,weekly,20,0.7452327013339253,0.7448630654261676,0.7452327013339254,1.1102230246251565e-16
WEEKLY_TOP5,weekly,5,0.74512973439369,0.7448019631531566,0.7451297343936897,3.3306690738754696e-16
WEEKLY_TOP50,weekly,50,0.7450896081135778,0.7449335341494909,0.745089608113578,2.220446049250313e-16
