matched_average_weight,matched_same_vol_weight,asymmetric_terminal_nav,symmetric_terminal_nav,matched_average_terminal_nav,matched_same_vol_terminal_nav,active_vs_symmetric,timing_value_vs_average,timing_value_vs_same_vol
0.9588896642922009,0.921957801802364,5.026366600617028,5.855794962950584,5.171847540874711,4.934024403919875,-0.14164231630057422,-0.02812939459407926,0.01871539115692067
