arm_id,cost_bps,native_start,mean_daily_target_weight,dynamic_cagr,dynamic_sharpe,dynamic_mdd,dynamic_turnover,static_cagr,static_mdd,always_spy_mdd,active_terminal_wealth
R4B__DOWN_VOLUME21,5,2005-01-03,0.8691588785046729,0.07563301730425143,0.5608061521606474,-0.48417265620809014,81.45780305292809,0.09419730996348386,-0.49636239203728194,-0.5520110457220238,-0.2522056934852529
R4B__DOWN_VOLUME21,10,2005-01-03,0.8691588785046729,0.07305571593010085,0.5448032624382645,-0.48768834895343016,81.45780305292809,0.09411513060257648,-0.49643596875464435,-0.5520110457220236,-0.28114515926947636
R4B__DOWN_VOLUME21,20,2005-01-03,0.8691588785046729,0.06791770709184686,0.5127659535093422,-0.4946505532275711,81.45780305292809,0.09395075349405646,-0.49658309070544415,-0.5520110457220231,-0.3357274585981972
R4B__VOLUME_SHOCK,0,2005-01-03,0.9489485981308411,0.09639740935360774,0.611574570971287,-0.5461455888162268,19.918550809528952,0.10087680328525117,-0.5308931855957132,-0.5520110457220234,-0.06690499269145078
R4B__VOLUME_SHOCK,5,2005-01-03,0.9489485981308411,0.09575460184730944,0.6082259770935269,-0.5463790046619272,19.918550809528952,0.1008228199053125,-0.5309224475276921,-0.5520110457220238,-0.0753832406840117
R4B__VOLUME_SHOCK,10,2005-01-03,0.9489485981308411,0.09511200622354377,0.604874638241547,-0.5466123580892739,19.918550809528952,0.10076882454746583,-0.5309517076775978,-0.5520110457220236,-0.08378659166750835
R4B__VOLUME_SHOCK,20,2005-01-03,0.9489485981308411,0.09382745053911434,0.5981639215097244,-0.5470788776962913,19.918550809528952,0.1006607978506211,-0.5310102226316118,-0.5520110457220231,-0.10037116823074077
R4B__YC_10Y3M,0,2005-01-03,0.8751168224299065,0.09396606799119511,0.6001371138310748,-0.5390497839850793,13.876307295034131,0.0947783482376312,-0.49894145650912525,-0.5520110457220234,-0.012527071591607597
R4B__YC_10Y3M,5,2005-01-03,0.8751168224299065,0.09351920871580344,0.5978026212488111,-0.5391617375874531,13.876307295034131,0.09469805734406522,-0.4990118138941517,-0.5520110457220238,-0.018133148852950365
R4B__YC_10Y3M,10,2005-01-03,0.8751168224299065,0.09307241891519435,0.5954661619475276,-0.5392786452350514,13.876307295034131,0.0946177598857123,-0.49908216163303665,-0.5520110457220236,-0.023708925694103655
R4B__YC_10Y3M,20,2005-01-03,0.8751168224299065,0.09217904773595476,0.5907874373585339,-0.539512460530246,13.876307295034133,0.09445714524059268,-0.4992228281775484,-0.5520110457220231,-0.03477019934124215
R4B__YC_10Y2Y,0,2005-01-03,0.893107476635514,0.10257217487681292,0.6219772161648497,-0.5520110457220232,7.647462943190705,0.09627864863141511,-0.5068835160238576,-0.5520110457220234,0.10210702209794653
R4B__YC_10Y2Y,5,2005-01-03,0.893107476635514,0.10232394184401117,0.6207502081724537,-0.5520110457220238,7.647462943190706,0.09620425889089024,-0.5069440328323426,-0.5520110457220238,0.09916643988480556
R4B__YC_10Y2Y,10,2005-01-03,0.893107476635514,0.1020756992165146,0.6195221571280533,-0.5520110457220234,7.647462943190703,0.09612986123816714,-0.5070045423894984,-0.5520110457220236,0.09623281745291123
R4B__YC_10Y2Y,20,2005-01-03,0.893107476635514,0.1015791851401171,0.6170629517779408,-0.5520110457220224,7.647462943190704,0.09598104215923287,-0.5071255397532101,-0.5520110457220231,0.09038639461958864
R4B__RSP_SPY63,0,2009-01-05,0.8117359413202934,0.15907265006783122,1.138231154419654,-0.2290162869072202,42.45550425839316,0.12883604801217752,-0.2813773173983948,-0.3369994047056153,0.4094673891365417
R4B__RSP_SPY63,5,2009-01-05,0.8117359413202934,0.15717899933829105,1.1263797540354488,-0.22921892516727083,42.455504258393155,0.1287274717308069,-0.2813990401672519,-0.3369994047056154,0.381583744485563
R4B__RSP_SPY63,10,2009-01-05,0.8117359413202934,0.15528798140501898,1.1145057943814793,-0.22942155877648762,42.455504258393155,0.1286188913715618,-0.2814207624349928,-0.3369994047056154,0.3542449349731791
R4B__RSP_SPY63,20,2009-01-05,0.8117359413202934,0.15151383183221623,1.090693120218779,-0.22982681204258115,42.45550425839316,0.12840171838560077,-0.28146420546716067,-0.3369994047056153,0.3011599695151441
