group_id,strategy_id,portfolio_mode,signal,top_n,frequency,variant_id,cost_bps,borrow_fee_annual,valid_scenario,invalid_reason,is_primary_scenario,collateralized_total_return,signed_skipped_rebalance_count,terminal_last_close_count,observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,relative_observations,annualized_excess_return,geometric_excess_return,beta,annualized_alpha_zero_rf,annualized_alpha_excess_rf,tracking_error,information_ratio,base_target_gross_exposure,base_target_net_exposure,high_vol_rebalance_count,high_vol_rebalance_fraction,average_q4_target_risk_allocation,minimum_q4_target_risk_allocation,delta_vs_g00_cagr,delta_vs_g00_sharpe_excess_rf,delta_vs_g00_max_drawdown,delta_vs_g00_annualized_volatility,delta_vs_g00_annualized_l1_turnover
G33,G33__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,0.0,0.0,True,,False,True,0,0,2134.0,3.307760591358294,0.18822192011960404,0.30326646611652863,0.7213743794294794,0.6294994345379883,0.8687415445969326,-0.39959345598054774,675.0,0.47103353997060127,0.7031429211401505,8.469346600274802,0.0,0.0,0.0,0.0,0.0,0.0,0.9219533872764717,0.2628837056197161,1.0,0.35294117647058826,0.0,0.9229010169533987,0.9229010169533987,0.0,0.9229010169533987,0.9229010169533987,0.0,2134.0,0.06381479614323837,0.03665285259330366,1.1054827603939483,0.04746983497685892,0.050424431218519666,0.21766931129559774,0.2931731430737935,1.0,1.0,36,0.35294117647058826,0.7788679306166699,0.2628837056197161,-0.039690563307185955,-0.060309421617493864,0.049269241224358384,-0.039994139471919876,-0.4390172285516627
G33,G33__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,5.0,0.0,True,,True,True,0,0,2134.0,3.1559912349059633,0.1831998588417294,0.30325142271035926,0.7074212405626622,0.6155412570045096,0.8489632475263017,-0.4045462373765567,679.0,0.4528527073438201,0.7031429211401505,8.469346600274802,0.04671922623985336,0.0,0.0,0.0,0.0,0.0,0.9219533872764717,0.2628837056197161,1.0,0.35294117647058826,0.0,0.9229010169533987,0.9229010169533987,0.0,0.9229010169533987,0.9229010169533987,0.0,2134.0,0.05957263500281098,0.032271403251684184,1.1053655560157187,0.04324583510755808,0.04619714937092604,0.2176681797390163,0.2736855477646684,1.0,1.0,36,0.35294117647058826,0.7788679306166699,0.2628837056197161,-0.03925432339998819,-0.06128545673879737,0.04916630060495941,-0.04000483211895256,-0.4390172285516627
G33,G33__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,10.0,0.0,True,,False,True,0,0,2134.0,3.0095133424141016,0.17819709362645053,0.30324156835246185,0.6934548507258437,0.6015714008684135,0.8291953699359741,-0.40946022804987037,679.0,0.435200005810447,0.7031429211401505,8.469346600274802,0.09152603290579436,0.0,0.0,0.0,0.0,0.0,0.9219533872764717,0.2628837056197161,1.0,0.35294117647058826,0.0,0.9229010169533987,0.9229010169533987,0.0,0.9229010169533987,0.9229010169533987,0.0,2134.0,0.055330473862383496,0.02790678857536852,1.1052483516374894,0.03902183523825712,0.04196986752333245,0.21767427812639684,0.2541893067873402,1.0,1.0,36,0.35294117647058826,0.7788679306166699,0.2628837056197161,-0.03882082267445908,-0.06226294904395702,0.04906164194856161,-0.04001544999516532,-0.4390172285516609
G33,G33__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,20.0,0.0,True,,False,True,0,0,2134.0,2.731707978286731,0.16824918424414803,0.3032374285386476,0.6654851784206877,0.5735995149605114,0.7896933657959034,-0.4191729862388336,960.0,0.40138365249587943,0.7031429211401505,8.469346600274802,0.1756919731298376,0.0,0.0,0.0,0.0,0.0,0.9219533872764717,0.2628837056197161,1.0,0.35294117647058826,0.0,0.9229010169533987,0.9229010169533987,0.0,0.9229010169533987,0.9229010169533987,0.0,2134.0,0.04684615158152877,0.019227830155324747,1.1050139428810302,0.030573835499655488,0.033515303828145264,0.21770816158245776,0.21517866505792724,1.0,1.0,36,0.35294117647058826,0.7788679306166699,0.2628837056197161,-0.037961985720781966,-0.06422176777378785,0.048847300586518594,-0.04003645931287719,-0.4390172285516627
G33,G33__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,0.0,0.0,True,,False,True,0,0,2134.0,0.6031334745025339,0.05731521015062824,0.1853548278314472,0.393904541022857,0.24360979032740637,0.3289551546651183,-0.4165542852640923,1462.0,0.13759361547388912,0.7426708821948265,8.945460335490075,0.0,4.0,27.0,3.0,0.0,0.0,0.9242323054865832,0.2251111566649079,1.0,0.23529411764705882,0.0,0.00028097076747327153,0.4646974000887386,0.4644164293212653,0.929113829410004,0.00028097076747327153,0.0,2134.0,-0.0819417542700268,-0.07755545480712182,0.021776348279316755,0.06963777910295224,0.04240093360118272,0.26377086388711896,-0.3106550627407198,1.0,0.0,24,0.23529411764705882,0.6779872983179791,0.2251111566649079,-0.010502808326900065,-0.03611980583122543,0.020575201491609074,-0.0470628848797677,-0.494625996615893
G33,G33__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,0.0,0.01,True,,False,True,0,0,2134.0,0.5416715511801276,0.05244546455583343,0.18539174051312202,0.36895890043553514,0.21868788444012277,0.2949957788958702,-0.42084581769837703,1476.0,0.1246191891430924,0.7428428601724005,8.94753180781227,0.0,4.0,27.0,3.0,0.0,0.0,0.9242323054865832,0.2251111566649079,1.0,0.23529411764705882,0.0,0.0002805568171391336,0.46479449906684644,0.4645139422497073,0.9293084413165537,0.0002805568171391336,0.036494234063846685,2134.0,-0.0865519299237921,-0.08180401778745872,0.02176656943634667,0.06502911871867742,0.03779192135448168,0.2637981691486187,-0.3280990546793009,1.0,0.0,24,0.23529411764705882,0.6779872983179791,0.2251111566649079,-0.010038498088116465,-0.039484302215943456,0.022539046629026283,-0.04707631143382837,-0.49495393265143406
G33,G33__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,0.0,0.03,True,,False,True,0,0,2134.0,0.42729208516611705,0.042908313362862494,0.1854646099732717,0.3197983616569123,0.16957429819968312,0.22827723543680187,-0.42932348326106406,1511.0,0.09994401665834501,0.7431822252514801,8.951619455418953,0.0,4.0,27.0,3.0,0.0,0.0,0.9242323054865832,0.2251111566649079,1.0,0.23529411764705882,0.0,0.00027973928815951604,0.46498601571501647,0.464706276426857,0.9296922921418734,0.00027973928815951604,0.1043340546980686,2134.0,-0.09564258423855315,-0.09012461415283499,0.021747305025845876,0.055941449498735224,0.02870355878300902,0.26385207384198545,-0.3624856263052575,1.0,0.0,24,0.23529411764705882,0.6779872983179791,0.2251111566649079,-0.009134910553047104,-0.046115577963800586,0.027758123052573858,-0.047102752825946004,-0.4956013742907981
G33,G33__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,5.0,0.0,True,,False,True,0,0,2134.0,0.5435365660567868,0.05259573190060629,0.18536158615143192,0.36975921985915666,0.2194640560334874,0.2960074926562579,-0.4210868333982589,1463.0,0.1249047173385777,0.7426708821948265,8.945460335490075,0.03521600011896044,4.0,27.0,3.0,0.0,0.0,0.9242323054865832,0.2251111566649079,1.0,0.23529411764705882,0.0,0.00028097076747327153,0.4646974000887386,0.4644164293212653,0.929113829410004,0.00028097076747327153,0.0,2134.0,-0.08641470716613436,-0.08167291847934803,0.021749692380878743,0.06516895664127016,0.037931343930539776,0.2637793341462008,-0.32760226439209467,1.0,0.0,24,0.23529411764705882,0.6779872983179791,0.2251111566649079,-0.010192960059973707,-0.03994733206330692,0.022243656169852688,-0.04705229809070158,-0.494625996615893
G33,G33__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,5.0,0.01,True,,True,True,0,0,2134.0,0.4843464813089118,0.047746637465669206,0.18539850180290832,0.3448141483273656,0.19454274353670148,0.26212211072267455,-0.425346161013183,1477.0,0.1122535991671719,0.7428428601724005,8.94753180781227,0.034566373952814915,4.0,27.0,3.0,0.0,0.0,0.9242323054865832,0.2251111566649079,1.0,0.23529411764705882,0.0,0.0002805568171391336,0.46479449906684644,0.4645139422497073,0.9293084413165537,0.0002805568171391336,0.03577966908648782,2134.0,-0.09102583615300427,-0.0859034645527338,0.021739962868593542,0.06055933527991056,0.0333213720568579,0.26380663467813453,-0.34504756206781223,1.0,0.0,24,0.23529411764705882,0.6779872983179791,0.2251111566649079,-0.009731852359650295,-0.043310511747842534,0.024975257944053197,-0.047065714331259195,-0.49495393265143406
G33,G33__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,5.0,0.03,True,,False,True,0,0,2134.0,0.3741962739953253,0.03824994365383971,0.1854713765835903,0.29565473591034697,0.14543033117609813,0.1955489552152928,-0.43376015623117137,1525.0,0.08818224335352393,0.7431822252514801,8.951619455418953,0.03333336884025917,4.0,27.0,3.0,0.0,0.0,0.9242323054865832,0.2251111566649079,1.0,0.23529411764705882,0.0,0.00027973928815951604,0.46498601571501647,0.464706276426857,0.9296922921418734,0.00027973928815951604,0.10231831693092786,2134.0,-0.10011837179059375,-0.09418876426278038,0.021720795826916033,0.05146976964946463,0.02423111573973706,0.2638605296611267,-0.37943671195981726,1.0,0.0,24,0.23529411764705882,0.6779872983179791,0.2251111566649079,-0.008834514733473187,-0.049939181355202866,0.03009156902633342,-0.047092135441972494,-0.4956013742907981
