group_id,strategy_id,portfolio_mode,signal,top_n,frequency,variant_id,cost_bps,borrow_fee_annual,valid_scenario,invalid_reason,is_primary_scenario,collateralized_total_return,signed_skipped_rebalance_count,terminal_last_close_count,observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,relative_observations,annualized_excess_return,geometric_excess_return,beta,annualized_alpha_zero_rf,annualized_alpha_excess_rf,tracking_error,information_ratio,base_target_gross_exposure,base_target_net_exposure,high_vol_rebalance_count,high_vol_rebalance_fraction,average_q4_target_risk_allocation,minimum_q4_target_risk_allocation,delta_vs_g00_cagr,delta_vs_g00_sharpe_excess_rf,delta_vs_g00_max_drawdown,delta_vs_g00_annualized_volatility,delta_vs_g00_annualized_l1_turnover
G31,G31__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,0.0,0.0,True,,False,True,0,0,2134.0,4.145961297246866,0.21343279207328103,0.30804550367152034,0.7829471045880227,0.6925037325131979,0.9652556842187979,-0.33471468275809324,655.0,0.63765589939039,0.7151362417785925,8.613805978761453,0.0,0.0,0.0,0.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.9246822819838006,0.9246822819838006,0.0,0.9246822819838006,0.9246822819838006,0.0,2134.0,0.08622947252763227,0.05864783676638848,1.0504505759914948,0.07841196090466411,0.0798346083297943,0.23313996407022977,0.36986139579937916,1.0,1.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,-0.014479691353508961,0.002694876357715703,0.11414801444681288,-0.03521510191692817,-0.29455785006501145
G31,G31__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,5.0,0.0,True,,True,True,0,0,2134.0,3.961623882620925,0.20821687104152176,0.3080302640278148,0.7689780595062055,0.6785296225730286,0.9451961657684397,-0.34033751273018964,661.0,0.6117952422323497,0.7151362417785925,8.613805978761453,0.05123455146529457,0.0,0.0,0.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.9246822819838006,0.9246822819838006,0.0,0.9246822819838006,0.9246822819838006,0.0,2134.0,0.08191465204794951,0.05409725633615277,1.0503094457953466,0.07411900909401146,0.07553769348059651,0.2331421188203821,0.35135072316580596,1.0,1.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,-0.014237311200195835,0.0017029088297216832,0.11337502525132648,-0.03522599080149702,-0.29455785006501145
G31,G31__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,10.0,0.0,True,,False,True,0,0,2134.0,3.7838211995290365,0.2030213345868186,0.3080203030873345,0.7549946931766812,0.6645427425203493,0.92514606821327,-0.3459152110171758,674.0,0.5869106882863787,0.7151362417785925,8.613805978761453,0.10030184435043615,0.0,0.0,0.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.9246822819838006,0.9246822819838006,0.0,0.9246822819838006,0.9246822819838006,0.0,2134.0,0.07759983156826679,0.04956446023525438,1.050168315599199,0.06982605728335887,0.07124077863139881,0.23315124838098078,0.33283043563834924,1.0,1.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,-0.013996581714091016,0.000708392607978725,0.11260665898125616,-0.03523671526029265,-0.2945578500650097
G31,G31__mom_12_1__top10__monthly__long_only,long_only,mom_12_1,10,monthly,base,20.0,0.0,True,,False,True,0,0,2134.0,3.4469110759537642,0.19269112832193036,0.3080162190931511,0.7269878642154408,0.6365335414483786,0.8850771108289006,-0.35693658279090956,675.0,0.5398469577292031,0.7151362417785925,8.613805978761453,0.1922700572224043,0.0,0.0,0.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.9246822819838006,0.9246822819838006,0.0,0.9246822819838006,0.9246822819838006,0.0,2134.0,0.06897019060890149,0.04055197055546844,1.049886055206903,0.06124015366205393,0.06264694893300343,0.23319042803083798,0.2957676744766754,1.0,1.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,-0.013520041642999636,-0.001287741285920685,0.11108370403444262,-0.03525766875837372,-0.29455785006501145
G31,G31__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,0.0,0.0,True,,False,True,0,0,2134.0,0.9502761777688775,0.08207384166863907,0.2112019724035872,0.4801935051119024,0.3482952871972828,0.4706301301248305,-0.42449021501169126,1308.0,0.1933468399651535,0.7381964812563038,8.891566239087174,0.0,4.0,27.0,3.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.00033865744501805894,0.4657187504131341,0.46538009296811605,0.9310988433812503,0.00033865744501805894,0.0,2134.0,-0.05353604723831784,-0.05595502347786999,0.014270815349825904,0.09920649745335768,0.07175604942564852,0.28350956351197176,-0.18883330274697127,1.0,0.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,0.014255823191110767,0.06856569103865101,0.012639271744010139,-0.021215740307627684,-0.5485200930187943
G31,G31__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,0.0,0.01,True,,False,True,0,0,2134.0,0.8755382591482179,0.07709229998746281,0.21124393729108804,0.4582927441085068,0.326417196383926,0.4406855021210742,-0.428227766537318,1309.0,0.18002639252199118,0.7383754748354936,8.893722214232206,0.0,4.0,27.0,3.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.00033821417664814266,0.4658159821361661,0.4654777679595179,0.931293750095684,0.00033821417664814266,0.03998942442751521,2134.0,-0.0581422989559256,-0.06030112188479374,0.01426215687541476,0.0946015873998046,0.06715086757467742,0.2835419513033654,-0.20505713065971806,1.0,0.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,0.014608337343512912,0.0682450097278598,0.015157097790085339,-0.021224114655862353,-0.5487635262314985
G31,G31__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,0.0,0.03,True,,False,True,0,0,2134.0,0.736449008398866,0.0673361862374462,0.21132675567681158,0.4151327698731778,0.2833019749578655,0.38182417321822465,-0.43552755474507443,1342.0,0.15460832616402378,0.7387286896195813,8.89797668134101,0.0,4.0,27.0,3.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.00033733855221924664,0.46600776064909066,0.46567042209687143,0.931678182745962,0.00033733855221924664,0.11424346896786337,2134.0,-0.06722520122091659,-0.06881275003937452,0.014245110363471085,0.08552132655768406,0.0580700715319339,0.2836058711619061,-0.23703741021122512,1.0,0.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,0.015292962321536596,0.06761209879438182,0.021554051568563493,-0.021240607122406108,-0.5492441483687411
G31,G31__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,5.0,0.0,True,,False,True,0,0,2134.0,0.8782031262001402,0.07727290787925001,0.21121916824248516,0.45911404654632343,0.3272232070793476,0.44177888851725045,-0.42790005584027213,1309.0,0.18058634679892324,0.7381964812563038,8.891566239087174,0.038177469135152346,4.0,27.0,3.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.00033865744501805894,0.4657187504131341,0.46538009296811605,0.9310988433812503,0.00033865744501805894,0.0,2134.0,-0.05798017561338762,-0.06014355225655308,0.014142993318859248,0.09478217559571836,0.06732815257308447,0.28353897423255914,-0.20448749865982158,1.0,0.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,0.01448421591867001,0.06781181898255328,0.015430433727839477,-0.02119471599964834,-0.5485200930187943
G31,G31__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,5.0,0.01,True,,True,True,0,0,2134.0,0.8062106750405615,0.07231231183583398,0.21126114393869092,0.4372145272285138,0.3053463684146478,0.41188621514053075,-0.43161685557471696,1328.0,0.16753820176820233,0.7383754748354936,8.893722214232206,0.03746299626587688,4.0,27.0,3.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.00033821417664814266,0.4658159821361661,0.4654777679595179,0.931293750095684,0.00033821417664814266,0.0391943385758341,2134.0,-0.06258742148443393,-0.06447137684209224,0.014134301635165662,0.09017627653463335,0.06272198080931257,0.28357137357440293,-0.22071135282635418,1.0,0.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,0.014833822010514475,0.06749311313010378,0.018704563382519246,-0.021203072195476597,-0.5487635262314985
G31,G31__mom_12_1__top10__monthly__long_short,long_short,mom_12_1,10,monthly,base,5.0,0.03,True,,False,True,0,0,2134.0,0.6722325971422609,0.06259723306081932,0.21134398323390574,0.3940570047898178,0.2622336191111746,0.35312707749780814,-0.43887608923138666,1357.0,0.14263076662583107,0.7387286896195813,8.89797668134101,0.03610750360404973,4.0,27.0,3.0,0.0,0.0,0.9244516726181876,0.16565288176384063,1.0,0.2549019607843137,0.0,0.00033733855221924664,0.46600776064909066,0.46567042209687143,0.931678182745962,0.00033733855221924664,0.1120007198668627,2134.0,-0.0716722856398413,-0.07294720442510344,0.014117189559626202,0.08109406396142882,0.05363923124825091,0.283635315918372,-0.25269168406542164,1.0,0.0,26,0.2549019607843137,0.7036181002713519,0.16565288176384063,0.015512774673506424,0.0668641065798736,0.02497563602611813,-0.02121952879165706,-0.5492441483687411
