observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,factor_id,frequency,top_k,cost_bps,path_type
2134.0,1.5202007778179132,0.11533341084779969,0.19945867899758954,0.6474842526008087,0.5076947527442164,0.7117994207086127,-0.40023753952624974,488.0,0.28816240221823447,0.030111071441466394,1.578757057845732,0.02045622189042241,57.0,76.0,31.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998703793863448,0.9998703793863448,0.0,0.9998703793863448,0.9998703793863448,0.0,XS004_HIGH_52W,weekly,0,10,eligible_ew
2134.0,1.4867263977757053,0.11357368205454144,0.19946320617680477,0.6395562550433284,0.499771070000015,0.7004489727721869,-0.4004410802015198,488.0,0.2836214556143593,0.030111071441466394,1.578757057845732,0.04059607682936757,57.0,76.0,31.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998703793863448,0.9998703793863448,0.0,0.9998703793863448,0.9998703793863448,0.0,XS004_HIGH_52W,weekly,0,20,eligible_ew
2134.0,1.472880832164042,0.11283971517548075,0.1977238624478622,0.6401127990379722,0.49909972766165894,0.6982485696426312,-0.39674455477954995,488.0,0.28441402362328533,0.0706697137358137,0.8512157084654897,0.0,58.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994533329855746,0.9994533329855746,0.0,0.9994533329855746,0.9994533329855746,0.0,XS007_ST_REV_21,monthly,0,0,eligible_ew
2134.0,1.4639837946685463,0.11236615956167806,0.19772453591720424,0.6379579150222376,0.49694562935416564,0.6951800761581408,-0.3967603605936939,488.0,0.2832091376102656,0.0706697137358137,0.8512157084654897,0.005301482388754423,58.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994533329855746,0.9994533329855746,0.0,0.9994533329855746,0.9994533329855746,0.0,XS007_ST_REV_21,monthly,0,5,eligible_ew
2134.0,1.455117904625086,0.11189275932637521,0.19772541605724442,0.635802381118582,0.4947910284625545,0.692111911825331,-0.39677616640783775,488.0,0.28200473919434726,0.0706697137358137,0.8512157084654897,0.010581119166317937,58.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994533329855746,0.9994533329855746,0.0,0.9994533329855746,0.9994533329855746,0.0,XS007_ST_REV_21,monthly,0,10,eligible_ew
2134.0,1.4374791413080095,0.11094642474855188,0.19772779633773174,0.6314893907599242,0.4904803460029186,0.6859765798111047,-0.396807778036126,488.0,0.27959740430907365,0.0706697137358137,0.8512157084654897,0.021075180016132934,58.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994533329855746,0.9994533329855746,0.0,0.9994533329855746,0.9994533329855746,0.0,XS007_ST_REV_21,monthly,0,20,eligible_ew
2134.0,1.5658459191871312,0.11770002284632652,0.19933894568648172,0.658389441292252,0.5185147222124922,0.7272298075025917,-0.3997914490445448,488.0,0.29440355247120953,0.030146726211965545,1.5806264772279293,0.0,58.0,76.0,31.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998700689649116,0.9998700689649116,0.0,0.9998700689649116,0.9998700689649116,0.0,XS007_ST_REV_21,weekly,0,0,eligible_ew
2134.0,1.5487306944457435,0.11681701550869517,0.1993405576258789,0.6544201490587248,0.5145471316376928,0.7215398024621203,-0.3998917915443353,488.0,0.2921215638299589,0.030146726211965545,1.5806264772279293,0.010290761796776723,58.0,76.0,31.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998700689649116,0.9998700689649116,0.0,0.9998700689649116,0.9998700689649116,0.0,XS007_ST_REV_21,weekly,0,5,eligible_ew
2134.0,1.5317287449092838,0.11593465942881043,0.19934236592124885,0.6504502803125549,0.5105791017261115,0.7158516968875008,-0.39999212084590596,488.0,0.28984235785352735,0.030146726211965545,1.5806264772279293,0.020501545128670688,58.0,76.0,31.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998700689649116,0.9998700689649116,0.0,0.9998700689649116,0.9998700689649116,0.0,XS007_ST_REV_21,weekly,0,10,eligible_ew
2134.0,1.4980616988952926,0.1141718991434455,0.1993465715579525,0.642508860342974,0.5026417708870669,0.704481196359969,-0.40019273985957415,488.0,0.28529227987371264,0.030146726211965545,1.5806264772279293,0.040685450518563815,58.0,76.0,31.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9998700689649116,0.9998700689649116,0.0,0.9998700689649116,0.9998700689649116,0.0,XS007_ST_REV_21,weekly,0,20,eligible_ew
2134.0,1.473206529017475,0.11285702225923822,0.19747355031428207,0.6407494983681259,0.49955679906402767,0.6990080302196472,-0.3965127807076535,488.0,0.2846239207165608,0.07107065371732942,0.8560450249063895,0.0,51.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994844195228969,0.9994844195228969,0.0,0.9994844195228969,0.9994844195228969,0.0,XS008_SAME_MONTH_5Y,monthly,0,0,eligible_ew
2134.0,1.4642579268600384,0.11238077307970729,0.19747408380642573,0.6385799550655026,0.49738795000019925,0.6959187075485097,-0.39652797528719863,488.0,0.2834119660745544,0.07107065371732942,0.8560450249063895,0.005363794242095567,51.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994844195228969,0.9994844195228969,0.0,0.9994844195228969,0.9994844195228969,0.0,XS008_SAME_MONTH_5Y,monthly,0,5,eligible_ew
2134.0,1.4553408332645965,0.11190468121750619,0.19747482567681252,0.6364097519359133,0.4952185899999256,0.6928297075106488,-0.39654316986674354,488.0,0.2822005010327406,0.07107065371732942,0.8560450249063895,0.010705356121514359,51.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994844195228969,0.9994844195228969,0.0,0.9994844195228969,0.9994844195228969,0.0,XS008_SAME_MONTH_5Y,monthly,0,10,eligible_ew
2134.0,1.4376007387478493,0.11095296919941555,0.19747693454226187,0.6320673937420005,0.4908783647027783,0.6866526006688357,-0.39657355902583313,491.0,0.2797790389050824,0.07107065371732942,0.8560450249063895,0.021322114446913638,51.0,76.0,31.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994844195228969,0.9994844195228969,0.0,0.9994844195228969,0.9994844195228969,0.0,XS008_SAME_MONTH_5Y,monthly,0,20,eligible_ew
2134.0,1.560525045999237,0.11742606661351451,0.19912238265744434,0.6576547354664258,0.5176273408615583,0.7260642722027227,-0.3997426997967638,488.0,0.29375412402331796,0.03017918394807931,1.5823282725317234,0.0,51.0,76.0,31.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999853347025236,0.999853347025236,0.0,0.999853347025236,0.999853347025236,0.0,XS008_SAME_MONTH_5Y,weekly,0,0,eligible_ew
2134.0,1.5434269833371128,0.11654232547472065,0.19912412162970056,0.6536765587203017,0.5136509661628199,0.7203625599710214,-0.3998424088535023,488.0,0.29147064667024963,0.03017918394807931,1.5823282725317234,0.010356678015701351,51.0,76.0,31.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999853347025236,0.999853347025236,0.0,0.999853347025236,0.999853347025236,0.0,XS008_SAME_MONTH_5Y,weekly,0,5,eligible_ew
2134.0,1.5264421991890433,0.11565923659877342,0.19912605847969472,0.6496978058317614,0.509674153835624,0.7146627464826909,-0.3999421048710332,488.0,0.2891899482203038,0.03017918394807931,1.5823282725317234,0.020632822527843073,51.0,76.0,31.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999853347025236,0.999853347025236,0.0,0.999853347025236,0.999853347025236,0.0,XS008_SAME_MONTH_5Y,weekly,0,10,eligible_ew
2134.0,1.4928094908552167,0.11389501373336941,0.19913052578921106,0.6417386192191092,0.5017192638170986,0.7032687424492966,-0.4001414577935737,488.0,0.2846368740729833,0.03017918394807931,1.5823282725317234,0.04094580170314556,51.0,76.0,31.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999853347025236,0.999853347025236,0.0,0.999853347025236,0.999853347025236,0.0,XS008_SAME_MONTH_5Y,weekly,0,20,eligible_ew
