factor_id,frequency,top_k,cost_bps,path_type,maximum_abs_diff,identity_passed
XS013_LOW_BETA_FP,weekly,50,5,factor_topk,2.6645352591003757e-14,True
XS013_LOW_BETA_FP,weekly,50,10,factor_topk,7.882583474838611e-15,True
XS013_LOW_BETA_FP,weekly,50,20,factor_topk,3.26405569239796e-14,True
XS015_MAX_21,monthly,5,0,factor_topk,5.551115123125783e-17,True
XS015_MAX_21,monthly,5,5,factor_topk,2.4868995751603507e-14,True
XS015_MAX_21,monthly,5,10,factor_topk,9.992007221626409e-15,True
XS015_MAX_21,monthly,5,20,factor_topk,2.0261570199409107e-14,True
XS015_MAX_21,monthly,10,0,factor_topk,3.552713678800501e-15,True
XS015_MAX_21,monthly,10,5,factor_topk,2.19824158875781e-14,True
XS015_MAX_21,monthly,10,10,factor_topk,1.9761969838327786e-14,True
XS015_MAX_21,monthly,10,20,factor_topk,2.4202861936828413e-14,True
XS015_MAX_21,monthly,20,0,factor_topk,5.551115123125783e-17,True
XS015_MAX_21,monthly,20,5,factor_topk,2.4202861936828413e-14,True
XS015_MAX_21,monthly,20,10,factor_topk,1.9095836023552692e-14,True
XS015_MAX_21,monthly,20,20,factor_topk,1.917910275039958e-14,True
XS015_MAX_21,monthly,50,0,factor_topk,5.551115123125783e-17,True
XS015_MAX_21,monthly,50,5,factor_topk,2.3314683517128287e-14,True
XS015_MAX_21,monthly,50,10,factor_topk,1.9761969838327786e-14,True
XS015_MAX_21,monthly,50,20,factor_topk,1.1601830607332886e-14,True
XS015_MAX_21,weekly,5,0,factor_topk,5.551115123125783e-17,True
XS015_MAX_21,weekly,5,5,factor_topk,2.9976021664879227e-14,True
XS015_MAX_21,weekly,5,10,factor_topk,2.403632848313464e-14,True
XS015_MAX_21,weekly,5,20,factor_topk,4.884981308350689e-15,True
XS015_MAX_21,weekly,10,0,factor_topk,5.551115123125783e-17,True
XS015_MAX_21,weekly,10,5,factor_topk,2.3314683517128287e-14,True
XS015_MAX_21,weekly,10,10,factor_topk,1.0658141036401503e-14,True
XS015_MAX_21,weekly,10,20,factor_topk,8.03523914072457e-15,True
XS015_MAX_21,weekly,20,0,factor_topk,4.163336342344337e-17,True
XS015_MAX_21,weekly,20,5,factor_topk,1.354472090042691e-14,True
XS015_MAX_21,weekly,20,10,factor_topk,8.604228440844963e-15,True
XS015_MAX_21,weekly,20,20,factor_topk,1.4349632593280148e-14,True
XS015_MAX_21,weekly,50,0,factor_topk,2.220446049250313e-16,True
XS015_MAX_21,weekly,50,5,factor_topk,2.0650148258027912e-14,True
XS015_MAX_21,weekly,50,10,factor_topk,2.5757174171303632e-14,True
XS015_MAX_21,weekly,50,20,factor_topk,1.8623991238087e-14,True
XS018_AMIHUD_252,monthly,5,0,factor_topk,4.440892098500626e-16,True
XS018_AMIHUD_252,monthly,5,5,factor_topk,1.4988010832439613e-15,True
XS018_AMIHUD_252,monthly,5,10,factor_topk,7.16093850883226e-15,True
XS018_AMIHUD_252,monthly,5,20,factor_topk,6.38378239159465e-15,True
XS018_AMIHUD_252,monthly,10,0,factor_topk,9.020562075079397e-17,True
XS018_AMIHUD_252,monthly,10,5,factor_topk,2.1538326677728037e-14,True
XS018_AMIHUD_252,monthly,10,10,factor_topk,1.709743457922741e-14,True
XS018_AMIHUD_252,monthly,10,20,factor_topk,1.6708856520608606e-14,True
XS018_AMIHUD_252,monthly,20,0,factor_topk,6.938893903907228e-17,True
XS018_AMIHUD_252,monthly,20,5,factor_topk,1.6209256159527285e-14,True
XS018_AMIHUD_252,monthly,20,10,factor_topk,1.3322676295501878e-14,True
XS018_AMIHUD_252,monthly,20,20,factor_topk,1.970645868709653e-14,True
XS018_AMIHUD_252,monthly,50,0,factor_topk,2.7755575615628914e-17,True
XS018_AMIHUD_252,monthly,50,5,factor_topk,2.0872192862952943e-14,True
XS018_AMIHUD_252,monthly,50,10,factor_topk,1.3988810110276972e-14,True
XS018_AMIHUD_252,monthly,50,20,factor_topk,2.0650148258027912e-14,True
XS018_AMIHUD_252,weekly,5,0,factor_topk,9.71445146547012e-17,True
XS018_AMIHUD_252,weekly,5,5,factor_topk,8.1601392309949e-15,True
XS018_AMIHUD_252,weekly,5,10,factor_topk,9.2148511043888e-15,True
XS018_AMIHUD_252,weekly,5,20,factor_topk,4.274358644806853e-15,True
XS018_AMIHUD_252,weekly,10,0,factor_topk,9.020562075079397e-17,True
XS018_AMIHUD_252,weekly,10,5,factor_topk,9.547918011776346e-15,True
XS018_AMIHUD_252,weekly,10,10,factor_topk,2.9531932455029164e-14,True
XS018_AMIHUD_252,weekly,10,20,factor_topk,7.605027718682322e-15,True
XS018_AMIHUD_252,weekly,20,0,factor_topk,8.326672684688674e-17,True
XS018_AMIHUD_252,weekly,20,5,factor_topk,3.064215547965432e-14,True
XS018_AMIHUD_252,weekly,20,10,factor_topk,3.552713678800501e-14,True
XS018_AMIHUD_252,weekly,20,20,factor_topk,3.241851231905457e-14,True
XS018_AMIHUD_252,weekly,50,0,factor_topk,8.326672684688674e-17,True
XS018_AMIHUD_252,weekly,50,5,factor_topk,1.6542323066914832e-14,True
XS018_AMIHUD_252,weekly,50,10,factor_topk,3.375077994860476e-14,True
XS018_AMIHUD_252,weekly,50,20,factor_topk,2.375877272697835e-14,True
XS019_PRICE_DELAY_52W,monthly,5,0,factor_topk,9.71445146547012e-17,True
XS019_PRICE_DELAY_52W,monthly,5,5,factor_topk,1.2490009027033011e-14,True
XS019_PRICE_DELAY_52W,monthly,5,10,factor_topk,1.049160758270773e-14,True
XS019_PRICE_DELAY_52W,monthly,5,20,factor_topk,1.3711254354120683e-14,True
XS019_PRICE_DELAY_52W,monthly,10,0,factor_topk,1.7763568394002505e-15,True
XS019_PRICE_DELAY_52W,monthly,10,5,factor_topk,1.915134717478395e-14,True
XS019_PRICE_DELAY_52W,monthly,10,10,factor_topk,1.9761969838327786e-14,True
XS019_PRICE_DELAY_52W,monthly,10,20,factor_topk,9.159339953157541e-15,True
XS019_PRICE_DELAY_52W,monthly,20,0,factor_topk,5.551115123125783e-17,True
XS019_PRICE_DELAY_52W,monthly,20,5,factor_topk,2.1538326677728037e-14,True
XS019_PRICE_DELAY_52W,monthly,20,10,factor_topk,2.3314683517128287e-14,True
XS019_PRICE_DELAY_52W,monthly,20,20,factor_topk,1.3156142841808105e-14,True
XS019_PRICE_DELAY_52W,monthly,50,0,factor_topk,0.0,True
XS019_PRICE_DELAY_52W,monthly,50,5,factor_topk,1.021405182655144e-14,True
XS019_PRICE_DELAY_52W,monthly,50,10,factor_topk,1.787459069646502e-14,True
XS019_PRICE_DELAY_52W,monthly,50,20,factor_topk,1.709743457922741e-14,True
XS019_PRICE_DELAY_52W,weekly,5,0,factor_topk,9.020562075079397e-17,True
XS019_PRICE_DELAY_52W,weekly,5,5,factor_topk,1.5987211554602254e-14,True
XS019_PRICE_DELAY_52W,weekly,5,10,factor_topk,2.1885271372923398e-14,True
XS019_PRICE_DELAY_52W,weekly,5,20,factor_topk,3.1363800445660672e-15,True
XS019_PRICE_DELAY_52W,weekly,10,0,factor_topk,3.552713678800501e-15,True
XS019_PRICE_DELAY_52W,weekly,10,5,factor_topk,3.042011087472929e-14,True
XS019_PRICE_DELAY_52W,weekly,10,10,factor_topk,2.0594637106796654e-14,True
XS019_PRICE_DELAY_52W,weekly,10,20,factor_topk,5.578870698741412e-15,True
XS019_PRICE_DELAY_52W,weekly,20,0,factor_topk,1.1102230246251565e-16,True
XS019_PRICE_DELAY_52W,weekly,20,5,factor_topk,3.197442310920451e-14,True
XS019_PRICE_DELAY_52W,weekly,20,10,factor_topk,1.532107773982716e-14,True
XS019_PRICE_DELAY_52W,weekly,20,20,factor_topk,3.214095656289828e-14,True
XS019_PRICE_DELAY_52W,weekly,50,0,factor_topk,1.7763568394002505e-15,True
XS019_PRICE_DELAY_52W,weekly,50,5,factor_topk,1.0880185641326534e-14,True
XS019_PRICE_DELAY_52W,weekly,50,10,factor_topk,9.43689570931383e-15,True
XS019_PRICE_DELAY_52W,weekly,50,20,factor_topk,4.085620730620576e-14,True
XS020_VOLUME_SHOCK_50D,monthly,5,0,factor_topk,2.7755575615628914e-17,True
XS020_VOLUME_SHOCK_50D,monthly,5,5,factor_topk,2.398081733190338e-14,True
XS020_VOLUME_SHOCK_50D,monthly,5,10,factor_topk,3.197442310920451e-14,True
XS020_VOLUME_SHOCK_50D,monthly,5,20,factor_topk,7.105427357601002e-15,True
XS020_VOLUME_SHOCK_50D,monthly,10,0,factor_topk,3.552713678800501e-15,True
XS020_VOLUME_SHOCK_50D,monthly,10,5,factor_topk,2.886579864025407e-14,True
XS020_VOLUME_SHOCK_50D,monthly,10,10,factor_topk,1.199040866595169e-14,True
XS020_VOLUME_SHOCK_50D,monthly,10,20,factor_topk,2.1316282072803006e-14,True
XS020_VOLUME_SHOCK_50D,monthly,20,0,factor_topk,8.326672684688674e-17,True
XS020_VOLUME_SHOCK_50D,monthly,20,5,factor_topk,3.6415315207705135e-14,True
XS020_VOLUME_SHOCK_50D,monthly,20,10,factor_topk,2.353672812205332e-14,True
XS020_VOLUME_SHOCK_50D,monthly,20,20,factor_topk,1.6653345369377348e-14,True
XS020_VOLUME_SHOCK_50D,monthly,50,0,factor_topk,2.220446049250313e-16,True
XS020_VOLUME_SHOCK_50D,monthly,50,5,factor_topk,3.108624468950438e-14,True
XS020_VOLUME_SHOCK_50D,monthly,50,10,factor_topk,1.7763568394002505e-14,True
XS020_VOLUME_SHOCK_50D,monthly,50,20,factor_topk,2.4646951146678475e-14,True
XS020_VOLUME_SHOCK_50D,weekly,5,0,factor_topk,5.551115123125783e-17,True
XS020_VOLUME_SHOCK_50D,weekly,5,5,factor_topk,2.042810365310288e-14,True
XS020_VOLUME_SHOCK_50D,weekly,5,10,factor_topk,1.419697692739419e-14,True
XS020_VOLUME_SHOCK_50D,weekly,5,20,factor_topk,7.993605777301127e-15,True
XS020_VOLUME_SHOCK_50D,weekly,10,0,factor_topk,4.440892098500626e-16,True
XS020_VOLUME_SHOCK_50D,weekly,10,5,factor_topk,2.886579864025407e-14,True
XS020_VOLUME_SHOCK_50D,weekly,10,10,factor_topk,1.7541523789077473e-14,True
XS020_VOLUME_SHOCK_50D,weekly,10,20,factor_topk,8.770761894538737e-15,True
XS020_VOLUME_SHOCK_50D,weekly,20,0,factor_topk,1.4210854715202004e-14,True
XS020_VOLUME_SHOCK_50D,weekly,20,5,factor_topk,1.4210854715202004e-14,True
XS020_VOLUME_SHOCK_50D,weekly,20,10,factor_topk,1.5931700403370996e-14,True
XS020_VOLUME_SHOCK_50D,weekly,20,20,factor_topk,1.4210854715202004e-14,True
XS020_VOLUME_SHOCK_50D,weekly,50,0,factor_topk,8.326672684688674e-17,True
XS020_VOLUME_SHOCK_50D,weekly,50,5,factor_topk,1.3100631690576847e-14,True
XS020_VOLUME_SHOCK_50D,weekly,50,10,factor_topk,2.325917236589703e-14,True
XS020_VOLUME_SHOCK_50D,weekly,50,20,factor_topk,8.659739592076221e-15,True
XS032_GROSS_PROFIT_AT,monthly,5,0,factor_topk,2.220446049250313e-16,True
XS032_GROSS_PROFIT_AT,monthly,5,5,factor_topk,6.661338147750939e-15,True
XS032_GROSS_PROFIT_AT,monthly,5,10,factor_topk,1.554312234475219e-14,True
XS032_GROSS_PROFIT_AT,monthly,5,20,factor_topk,6.328271240363392e-15,True
XS032_GROSS_PROFIT_AT,monthly,10,0,factor_topk,5.551115123125783e-17,True
XS032_GROSS_PROFIT_AT,monthly,10,5,factor_topk,1.4654943925052066e-14,True
XS032_GROSS_PROFIT_AT,monthly,10,10,factor_topk,3.397282455352979e-14,True
XS032_GROSS_PROFIT_AT,monthly,10,20,factor_topk,2.375877272697835e-14,True
XS032_GROSS_PROFIT_AT,monthly,20,0,factor_topk,8.326672684688674e-17,True
XS032_GROSS_PROFIT_AT,monthly,20,5,factor_topk,1.3322676295501878e-14,True
XS032_GROSS_PROFIT_AT,monthly,20,10,factor_topk,1.7763568394002505e-14,True
XS032_GROSS_PROFIT_AT,monthly,20,20,factor_topk,3.597122599785507e-14,True
XS032_GROSS_PROFIT_AT,monthly,50,0,factor_topk,6.938893903907228e-17,True
XS032_GROSS_PROFIT_AT,monthly,50,5,factor_topk,6.661338147750939e-15,True
XS032_GROSS_PROFIT_AT,monthly,50,10,factor_topk,3.042011087472929e-14,True
XS032_GROSS_PROFIT_AT,monthly,50,20,factor_topk,3.419486915845482e-14,True
XS032_GROSS_PROFIT_AT,weekly,5,0,factor_topk,5.551115123125783e-17,True
XS032_GROSS_PROFIT_AT,weekly,5,5,factor_topk,1.1324274851176597e-14,True
XS032_GROSS_PROFIT_AT,weekly,5,10,factor_topk,1.6653345369377348e-14,True
XS032_GROSS_PROFIT_AT,weekly,5,20,factor_topk,7.327471962526033e-15,True
XS032_GROSS_PROFIT_AT,weekly,10,0,factor_topk,2.220446049250313e-16,True
XS032_GROSS_PROFIT_AT,weekly,10,5,factor_topk,2.3314683517128287e-14,True
XS032_GROSS_PROFIT_AT,weekly,10,10,factor_topk,2.531308496145357e-14,True
XS032_GROSS_PROFIT_AT,weekly,10,20,factor_topk,1.2878587085651816e-14,True
XS032_GROSS_PROFIT_AT,weekly,20,0,factor_topk,5.551115123125783e-17,True
XS032_GROSS_PROFIT_AT,weekly,20,5,factor_topk,2.842170943040401e-14,True
XS032_GROSS_PROFIT_AT,weekly,20,10,factor_topk,1.176836406102666e-14,True
XS032_GROSS_PROFIT_AT,weekly,20,20,factor_topk,1.509903313490213e-14,True
XS032_GROSS_PROFIT_AT,weekly,50,0,factor_topk,8.326672684688674e-17,True
XS032_GROSS_PROFIT_AT,weekly,50,5,factor_topk,3.863576125695545e-14,True
XS032_GROSS_PROFIT_AT,weekly,50,10,factor_topk,1.554312234475219e-14,True
XS032_GROSS_PROFIT_AT,weekly,50,20,factor_topk,5.9396931817445875e-15,True
XS041_ASSET_GROWTH,monthly,5,0,factor_topk,8.326672684688674e-17,True
XS041_ASSET_GROWTH,monthly,5,5,factor_topk,3.9968028886505635e-14,True
XS041_ASSET_GROWTH,monthly,5,10,factor_topk,1.3322676295501878e-14,True
XS041_ASSET_GROWTH,monthly,5,20,factor_topk,6.661338147750939e-14,True
XS041_ASSET_GROWTH,monthly,10,0,factor_topk,4.440892098500626e-16,True
XS041_ASSET_GROWTH,monthly,10,5,factor_topk,6.838973831690964e-14,True
XS041_ASSET_GROWTH,monthly,10,10,factor_topk,6.261657858885883e-14,True
XS041_ASSET_GROWTH,monthly,10,20,factor_topk,3.8191672047105385e-14,True
XS041_ASSET_GROWTH,monthly,20,0,factor_topk,5.551115123125783e-17,True
XS041_ASSET_GROWTH,monthly,20,5,factor_topk,4.440892098500626e-14,True
XS041_ASSET_GROWTH,monthly,20,10,factor_topk,3.9968028886505635e-15,True
XS041_ASSET_GROWTH,monthly,20,20,factor_topk,3.2862601528904634e-14,True
XS041_ASSET_GROWTH,monthly,50,0,factor_topk,9.71445146547012e-17,True
XS041_ASSET_GROWTH,monthly,50,5,factor_topk,4.440892098500626e-15,True
XS041_ASSET_GROWTH,monthly,50,10,factor_topk,3.9968028886505635e-14,True
XS041_ASSET_GROWTH,monthly,50,20,factor_topk,3.241851231905457e-14,True
XS041_ASSET_GROWTH,weekly,5,0,factor_topk,4.440892098500626e-16,True
XS041_ASSET_GROWTH,weekly,5,5,factor_topk,4.218847493575595e-14,True
XS041_ASSET_GROWTH,weekly,5,10,factor_topk,2.842170943040401e-14,True
XS041_ASSET_GROWTH,weekly,5,20,factor_topk,1.2878587085651816e-14,True
XS041_ASSET_GROWTH,weekly,10,0,factor_topk,5.551115123125783e-17,True
XS041_ASSET_GROWTH,weekly,10,5,factor_topk,6.483702463810914e-14,True
XS041_ASSET_GROWTH,weekly,10,10,factor_topk,7.061018436615996e-14,True
XS041_ASSET_GROWTH,weekly,10,20,factor_topk,5.662137425588298e-15,True
XS041_ASSET_GROWTH,weekly,20,0,factor_topk,4.440892098500626e-16,True
XS041_ASSET_GROWTH,weekly,20,5,factor_topk,6.616929226765933e-14,True
XS041_ASSET_GROWTH,weekly,20,10,factor_topk,5.906386491005833e-14,True
XS041_ASSET_GROWTH,weekly,20,20,factor_topk,5.284661597215745e-14,True
XS041_ASSET_GROWTH,weekly,50,0,factor_topk,4.440892098500626e-16,True
XS041_ASSET_GROWTH,weekly,50,5,factor_topk,4.884981308350689e-15,True
XS041_ASSET_GROWTH,weekly,50,10,factor_topk,2.4424906541753444e-14,True
XS041_ASSET_GROWTH,weekly,50,20,factor_topk,1.7763568394002505e-14,True
XS056_CFO_ACCRUALS_PT,monthly,5,0,factor_topk,4.440892098500626e-16,True
XS056_CFO_ACCRUALS_PT,monthly,5,5,factor_topk,3.752553823233029e-14,True
XS056_CFO_ACCRUALS_PT,monthly,5,10,factor_topk,2.1760371282653068e-14,True
XS056_CFO_ACCRUALS_PT,monthly,5,20,factor_topk,2.220446049250313e-14,True
XS056_CFO_ACCRUALS_PT,monthly,10,0,factor_topk,5.551115123125783e-17,True
XS056_CFO_ACCRUALS_PT,monthly,10,5,factor_topk,3.9968028886505635e-15,True
XS056_CFO_ACCRUALS_PT,monthly,10,10,factor_topk,4.1744385725905886e-14,True
XS056_CFO_ACCRUALS_PT,monthly,10,20,factor_topk,3.774758283725532e-14,True
XS056_CFO_ACCRUALS_PT,monthly,20,0,factor_topk,5.551115123125783e-17,True
XS056_CFO_ACCRUALS_PT,monthly,20,5,factor_topk,4.796163466380676e-14,True
XS056_CFO_ACCRUALS_PT,monthly,20,10,factor_topk,3.952393967665557e-14,True
XS056_CFO_ACCRUALS_PT,monthly,20,20,factor_topk,3.4638958368304884e-14,True
XS056_CFO_ACCRUALS_PT,monthly,50,0,factor_topk,5.551115123125783e-17,True
XS056_CFO_ACCRUALS_PT,monthly,50,5,factor_topk,6.306066779870889e-14,True
XS056_CFO_ACCRUALS_PT,monthly,50,10,factor_topk,2.353672812205332e-14,True
XS056_CFO_ACCRUALS_PT,monthly,50,20,factor_topk,5.329070518200751e-15,True
XS056_CFO_ACCRUALS_PT,weekly,5,0,factor_topk,2.7755575615628914e-17,True
XS056_CFO_ACCRUALS_PT,weekly,5,5,factor_topk,2.5757174171303632e-14,True
XS056_CFO_ACCRUALS_PT,weekly,5,10,factor_topk,1.3877787807814457e-14,True
XS056_CFO_ACCRUALS_PT,weekly,5,20,factor_topk,2.55351295663786e-14,True
XS056_CFO_ACCRUALS_PT,weekly,10,0,factor_topk,4.163336342344337e-17,True
XS056_CFO_ACCRUALS_PT,weekly,10,5,factor_topk,1.509903313490213e-14,True
XS056_CFO_ACCRUALS_PT,weekly,10,10,factor_topk,1.509903313490213e-14,True
XS056_CFO_ACCRUALS_PT,weekly,10,20,factor_topk,2.6645352591003757e-15,True
XS056_CFO_ACCRUALS_PT,weekly,20,0,factor_topk,2.7755575615628914e-17,True
XS056_CFO_ACCRUALS_PT,weekly,20,5,factor_topk,2.842170943040401e-14,True
XS056_CFO_ACCRUALS_PT,weekly,20,10,factor_topk,3.3306690738754696e-14,True
XS056_CFO_ACCRUALS_PT,weekly,20,20,factor_topk,4.3520742565306136e-14,True
XS056_CFO_ACCRUALS_PT,weekly,50,0,factor_topk,8.326672684688674e-17,True
XS056_CFO_ACCRUALS_PT,weekly,50,5,factor_topk,6.927791673660977e-14,True
XS056_CFO_ACCRUALS_PT,weekly,50,10,factor_topk,3.952393967665557e-14,True
XS056_CFO_ACCRUALS_PT,weekly,50,20,factor_topk,5.906386491005833e-14,True
