factor_id,frequency,top_k,signal_date,selected_count,unique_sid_count,score_monotone,nested_passed
XS001_MOM_255_0,weekly,5,2023-07-28,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-08-04,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-08-11,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-08-18,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-08-25,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-09-01,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-09-08,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-09-15,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-09-22,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-09-29,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-10-06,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-10-13,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-10-20,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-10-27,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-11-03,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-11-10,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-11-17,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-11-24,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-12-01,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-12-08,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-12-15,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-12-22,5,5,True,True
XS001_MOM_255_0,weekly,5,2023-12-29,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-01-05,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-01-12,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-01-19,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-01-26,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-02-02,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-02-09,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-02-16,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-02-23,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-03-01,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-03-08,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-03-15,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-03-22,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-03-28,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-04-05,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-04-12,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-04-19,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-04-26,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-05-03,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-05-10,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-05-17,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-05-24,5,5,True,True
XS001_MOM_255_0,weekly,5,2024-05-31,5,5,True,True
