episode_id,removed_days,timing_value_without_event
E014,0,0.24160337326813752
E017,0,0.24160337326813752
E022,0,0.24160337326813752
E024,133,0.220489030930479
E025,141,0.16814968895872417
E028,121,0.1693859012584038
