transfer_id,frequency,top_k,path_type,cost_bps,peak_date,trough_date,recovery_date,depth,decline_sessions,recovery_sessions,duration_sessions,recovered
MONTHLY_TOP20,monthly,20,naked,20.0,2026-06-02,2026-06-10,2026-06-15,-0.12825543695283115,6,3,9,True
MONTHLY_TOP20,monthly,20,naked,20.0,2022-02-09,2022-03-08,2022-03-22,-0.12666497315135494,18,10,28,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2022-03-29,2022-05-11,2022-10-25,-0.22186917553280638,30,115,145,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2018-06-12,2018-12-24,2019-04-01,-0.21635507921797226,135,66,201,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2020-02-19,2020-03-23,2020-07-20,-0.18538216175075606,23,82,105,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2025-01-23,2025-04-08,2025-05-02,-0.15171367151590465,52,17,69,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2021-02-12,2021-03-08,2021-04-27,-0.14663458091139203,15,35,50,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2026-02-25,2026-03-30,2026-04-10,-0.14516457082033274,23,8,31,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2022-11-15,2023-03-17,2023-12-14,-0.13538047467383763,83,188,271,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2022-02-09,2022-03-08,2022-03-22,-0.12524804828012281,18,10,28,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2020-10-13,2020-10-30,2020-12-14,-0.09769752787856434,13,30,43,True
MONTHLY_TOP20,monthly,20,p00_overlay,0.0,2022-01-14,2022-01-21,2022-02-09,-0.09279950247561308,4,13,17,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2022-03-29,2022-05-11,2022-10-25,-0.2226299829470234,30,115,145,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2018-06-12,2018-12-24,2019-04-03,-0.21858718126046917,135,68,203,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2020-02-19,2020-03-23,2020-07-20,-0.1856180653671019,23,82,105,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2025-01-23,2025-04-08,2025-05-02,-0.15281834566698582,52,17,69,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2021-02-12,2021-03-08,2021-04-27,-0.14703125315202947,15,35,50,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2026-02-25,2026-03-30,2026-04-10,-0.14545494095287181,23,8,31,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2022-11-15,2023-03-17,2023-12-15,-0.1368136433947329,83,189,272,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2022-02-09,2022-03-08,2022-03-22,-0.12560227949793046,18,10,28,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2020-10-13,2020-10-30,2020-12-14,-0.0976975278785649,13,30,43,True
MONTHLY_TOP20,monthly,20,p00_overlay,5.0,2022-01-14,2022-01-21,2022-02-09,-0.09279950247561286,4,13,17,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2022-03-29,2022-05-11,2022-10-26,-0.22339041955614114,30,116,146,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2018-06-12,2018-12-24,2019-04-04,-0.22081359594714178,135,69,204,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2020-02-19,2020-03-23,2020-07-20,-0.18585395200908805,23,82,105,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2025-01-23,2025-04-08,2025-05-02,-0.1539219723824432,52,17,69,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2021-02-12,2021-03-08,2021-08-09,-0.1474279253926668,15,107,122,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2026-02-25,2026-03-30,2026-04-10,-0.14574531108541133,23,8,31,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2022-11-15,2023-03-17,2023-12-18,-0.13824510061502482,83,190,273,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2022-02-09,2022-03-08,2022-03-22,-0.12595651071573866,18,10,28,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2020-10-13,2020-10-30,2020-12-14,-0.09769752787856445,13,30,43,True
MONTHLY_TOP20,monthly,20,p00_overlay,10.0,2022-01-14,2022-01-21,2022-02-09,-0.0927995024756132,4,13,17,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2018-06-12,2018-12-24,2019-04-05,-0.2252494145666859,135,70,205,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2022-03-29,2022-05-11,2022-10-26,-0.22491018035907973,30,116,146,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2020-02-19,2020-03-23,2020-07-22,-0.18632567437270786,23,84,107,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2025-01-23,2025-04-08,2025-05-02,-0.15612608614560075,52,17,69,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2021-02-12,2021-03-08,2021-08-10,-0.14822126987394202,15,108,123,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2026-02-25,2026-03-30,2026-04-10,-0.14632605135049126,23,8,31,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2022-11-15,2023-03-17,2023-12-22,-0.1411028858318426,83,194,277,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2022-02-09,2022-03-08,2022-03-22,-0.1266649731513544,18,10,28,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2020-10-13,2020-10-30,2020-12-14,-0.09769752787856412,13,30,43,True
MONTHLY_TOP20,monthly,20,p00_overlay,20.0,2022-01-14,2022-01-21,2022-02-09,-0.09279950247561308,4,13,17,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2018-08-29,2018-12-24,2020-08-25,-0.34080903383933303,80,420,500,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2025-01-23,2025-04-04,2025-08-05,-0.22514579266577073,50,83,133,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2022-03-29,2022-05-11,2022-07-29,-0.1767381501375319,30,54,84,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2021-02-12,2021-03-08,2021-08-09,-0.16974764228945383,15,107,122,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2024-07-12,2024-08-07,2024-10-04,-0.16265367170659395,18,41,59,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2022-08-29,2022-09-26,2022-10-21,-0.16036499514387603,19,19,38,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2024-03-07,2024-04-19,2024-05-28,-0.13196246802666067,30,26,56,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2022-11-15,2022-12-09,2023-04-17,-0.12404134635355402,17,86,103,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2025-09-23,2025-11-20,2026-04-07,-0.11926830435251923,42,92,134,True
MONTHLY_TOP5,monthly,5,matched_static,0.0,2024-12-06,2024-12-18,2025-01-21,-0.11133966436317333,8,20,28,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2018-08-29,2018-12-24,2020-08-31,-0.34189767499046997,80,424,504,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2025-01-23,2025-04-04,2025-08-05,-0.22580397668048502,50,83,133,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2022-03-29,2022-05-11,2022-07-29,-0.1770468011818761,30,54,84,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2021-02-12,2021-03-08,2021-08-09,-0.1701470800734709,15,107,122,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2024-07-12,2024-08-07,2024-10-04,-0.16297795745881039,18,41,59,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2022-08-29,2022-09-26,2022-10-21,-0.16063757666962797,19,19,38,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2024-03-07,2024-04-19,2024-05-28,-0.13236029242855651,30,26,56,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2022-11-15,2022-12-09,2023-04-17,-0.12431866229421307,17,86,103,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2025-09-23,2025-11-20,2026-04-08,-0.11996579690207743,42,93,135,True
MONTHLY_TOP5,monthly,5,matched_static,5.0,2024-12-06,2024-12-18,2025-01-21,-0.11135488351723855,8,20,28,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2018-08-29,2018-12-24,2020-09-02,-0.3429849770833122,80,426,506,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2025-01-23,2025-04-04,2025-08-05,-0.2264618151397484,50,83,133,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2022-03-29,2022-05-11,2022-07-29,-0.17735538939221085,30,54,84,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2021-02-12,2021-03-08,2021-08-09,-0.17054650489293277,15,107,122,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2024-07-12,2024-08-07,2024-10-04,-0.16330222276117012,18,41,59,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2022-08-29,2022-09-26,2022-10-21,-0.1609101482515065,19,19,38,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2024-03-07,2024-04-19,2024-05-28,-0.13275810841979663,30,26,56,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2022-11-15,2022-12-09,2023-04-17,-0.1245959739814001,17,86,103,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2025-09-23,2026-02-05,2026-04-08,-0.12125557912153173,93,42,135,True
MONTHLY_TOP5,monthly,5,matched_static,10.0,2024-12-06,2024-12-18,2025-01-21,-0.11137010257816093,8,20,28,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2018-08-29,2018-12-24,2021-01-07,-0.3451555685595452,80,513,593,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2025-01-23,2025-04-04,2025-08-05,-0.227776455804245,50,83,133,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2022-03-29,2022-05-11,2022-07-29,-0.17797237732252058,30,54,84,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2021-02-12,2021-03-08,2021-10-18,-0.17134531563877387,15,156,171,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2024-07-12,2024-08-07,2024-10-04,-0.16395069201878076,18,41,59,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2022-08-29,2022-09-26,2022-10-21,-0.16145526158428292,19,19,38,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2024-03-07,2024-04-19,2024-05-28,-0.13355371517073433,30,26,56,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2022-11-15,2022-12-09,2023-04-17,-0.12515058459547979,17,86,103,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2025-09-23,2026-02-05,2026-04-08,-0.12445322695688388,93,42,135,True
MONTHLY_TOP5,monthly,5,matched_static,20.0,2024-12-06,2024-12-18,2025-01-21,-0.11140054042057512,8,20,28,True
MONTHLY_TOP5,monthly,5,naked,0.0,2018-08-29,2018-12-24,2020-09-02,-0.4345057263771108,80,426,506,True
MONTHLY_TOP5,monthly,5,naked,0.0,2025-01-23,2025-04-04,2025-08-05,-0.2969310113337934,50,83,133,True
MONTHLY_TOP5,monthly,5,naked,0.0,2022-03-29,2022-05-11,2022-07-29,-0.23170031132393643,30,54,84,True
MONTHLY_TOP5,monthly,5,naked,0.0,2021-02-12,2021-03-08,2021-10-08,-0.22305397577635333,15,150,165,True
MONTHLY_TOP5,monthly,5,naked,0.0,2024-07-12,2024-08-07,2024-10-04,-0.2180069942177686,18,41,59,True
MONTHLY_TOP5,monthly,5,naked,0.0,2022-08-29,2022-09-26,2022-10-21,-0.2115511419732904,19,19,38,True
MONTHLY_TOP5,monthly,5,naked,0.0,2024-03-07,2024-04-19,2024-06-20,-0.17643800902452467,30,42,72,True
MONTHLY_TOP5,monthly,5,naked,0.0,2022-11-15,2022-12-09,2023-04-17,-0.16566095333957254,17,86,103,True
MONTHLY_TOP5,monthly,5,naked,0.0,2025-09-23,2026-02-05,2026-04-08,-0.16368911025771127,93,42,135,True
MONTHLY_TOP5,monthly,5,naked,0.0,2024-12-06,2024-12-18,2025-01-21,-0.1493624006178973,8,20,28,True
MONTHLY_TOP5,monthly,5,naked,5.0,2018-08-29,2018-12-24,2020-12-17,-0.43570736285112177,80,500,580,True
MONTHLY_TOP5,monthly,5,naked,5.0,2025-01-23,2025-04-04,2025-08-05,-0.2976960066912063,50,83,133,True
MONTHLY_TOP5,monthly,5,naked,5.0,2022-03-29,2022-06-16,2022-07-29,-0.23225828469683873,55,29,84,True
MONTHLY_TOP5,monthly,5,naked,5.0,2021-02-12,2021-03-08,2021-10-18,-0.22354066962906605,15,156,171,True
MONTHLY_TOP5,monthly,5,naked,5.0,2024-07-12,2024-08-07,2024-10-07,-0.21837815739797095,18,42,60,True
MONTHLY_TOP5,monthly,5,naked,5.0,2022-08-29,2022-09-26,2022-10-21,-0.2118755916300542,19,19,38,True
MONTHLY_TOP5,monthly,5,naked,5.0,2024-03-07,2024-04-19,2024-06-20,-0.17693382994034146,30,42,72,True
MONTHLY_TOP5,monthly,5,naked,5.0,2022-11-15,2022-12-09,2023-04-17,-0.1660051906754062,17,86,103,True
MONTHLY_TOP5,monthly,5,naked,5.0,2025-08-12,2026-02-05,2026-04-08,-0.16568342783431877,122,42,164,True
MONTHLY_TOP5,monthly,5,naked,5.0,2024-12-06,2024-12-18,2025-01-21,-0.14936240061789718,8,20,28,True
MONTHLY_TOP5,monthly,5,naked,10.0,2018-08-29,2018-12-24,2021-01-07,-0.4369071522076897,80,513,593,True
MONTHLY_TOP5,monthly,5,naked,10.0,2025-01-23,2025-04-04,2025-08-05,-0.29846052255483246,50,83,133,True
MONTHLY_TOP5,monthly,5,naked,10.0,2022-03-29,2022-06-16,2022-07-29,-0.2329498714383631,55,29,84,True
MONTHLY_TOP5,monthly,5,naked,10.0,2021-02-12,2021-03-08,2021-10-18,-0.2240273634817792,15,156,171,True
MONTHLY_TOP5,monthly,5,naked,10.0,2024-07-12,2024-08-07,2024-10-07,-0.2187493205781733,18,42,60,True
MONTHLY_TOP5,monthly,5,naked,10.0,2022-08-29,2022-09-26,2022-10-21,-0.21220004128681846,19,19,38,True
MONTHLY_TOP5,monthly,5,naked,10.0,2024-03-07,2024-04-19,2024-06-25,-0.17742965085615814,30,45,75,True
MONTHLY_TOP5,monthly,5,naked,10.0,2025-08-12,2026-02-05,2026-04-08,-0.16801925678817542,122,42,164,True
MONTHLY_TOP5,monthly,5,naked,10.0,2022-11-15,2022-12-09,2023-04-18,-0.16634942801123975,17,87,104,True
MONTHLY_TOP5,monthly,5,naked,10.0,2024-12-06,2024-12-18,2025-01-21,-0.1493624006178973,8,20,28,True
MONTHLY_TOP5,monthly,5,naked,20.0,2018-08-29,2018-12-24,2021-01-08,-0.439301196731272,80,514,594,True
MONTHLY_TOP5,monthly,5,naked,20.0,2025-01-23,2025-04-04,2025-08-05,-0.2999881163578525,50,83,133,True
MONTHLY_TOP5,monthly,5,naked,20.0,2022-03-29,2022-06-16,2022-07-29,-0.23433184979595723,55,29,84,True
MONTHLY_TOP5,monthly,5,naked,20.0,2021-02-12,2021-03-08,2021-10-20,-0.22500075118720553,15,158,173,True
MONTHLY_TOP5,monthly,5,naked,20.0,2024-07-12,2024-08-07,2024-10-07,-0.2194916469385776,18,42,60,True
MONTHLY_TOP5,monthly,5,naked,20.0,2022-08-29,2022-09-26,2022-10-21,-0.21284894060034631,19,19,38,True
MONTHLY_TOP5,monthly,5,naked,20.0,2024-03-07,2024-04-19,2024-06-25,-0.17842129268779128,30,45,75,True
MONTHLY_TOP5,monthly,5,naked,20.0,2025-08-12,2026-02-05,2026-04-08,-0.17267464190603798,122,42,164,True
MONTHLY_TOP5,monthly,5,naked,20.0,2022-11-15,2022-12-09,2023-05-18,-0.16703790268290652,17,109,126,True
MONTHLY_TOP5,monthly,5,naked,20.0,2024-12-06,2024-12-18,2025-01-21,-0.14936240061789718,8,20,28,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2018-06-01,2018-12-24,2020-07-21,-0.3179082999150903,142,395,537,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2022-03-29,2022-05-11,2022-07-29,-0.2317003113239361,30,54,84,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2021-02-12,2021-03-08,2022-02-09,-0.22305397577635333,15,235,250,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2025-01-23,2025-04-04,2025-05-12,-0.20207723515119558,50,25,75,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2022-09-14,2022-09-26,2022-10-06,-0.19495985446267006,8,8,16,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2022-11-15,2022-12-09,2023-06-15,-0.1656609533395722,17,128,145,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2024-07-12,2024-09-06,2024-09-20,-0.1465765457379513,39,10,49,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2022-02-09,2022-03-08,2022-03-18,-0.12697801126731745,18,8,26,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2026-01-28,2026-02-05,2026-03-17,-0.12351123248920781,6,27,33,True
MONTHLY_TOP5,monthly,5,p00_overlay,0.0,2026-03-19,2026-03-30,2026-04-06,-0.11866827486430476,7,4,11,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2018-06-01,2018-12-24,2020-07-30,-0.3200918947410608,142,402,544,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2022-03-29,2022-06-16,2022-07-29,-0.23225828469683896,55,29,84,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2021-02-12,2021-03-08,2022-02-09,-0.22354066962906627,15,235,250,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2025-01-23,2025-04-04,2025-05-12,-0.20282648050715502,50,25,75,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2022-09-14,2022-09-26,2022-10-06,-0.19495985446267017,8,8,16,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2022-11-15,2022-12-09,2023-07-28,-0.16600519067540587,17,157,174,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2024-07-12,2024-09-06,2024-09-20,-0.14714418011840824,39,10,49,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2022-02-09,2022-03-08,2022-03-18,-0.12719701171797926,18,8,26,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2026-01-28,2026-02-05,2026-03-17,-0.12394581663209647,6,27,33,True
MONTHLY_TOP5,monthly,5,p00_overlay,5.0,2026-03-19,2026-03-30,2026-04-06,-0.11866827486430509,7,4,11,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2018-06-01,2018-12-24,2020-07-30,-0.32226927606116174,142,402,544,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2022-03-29,2022-06-16,2022-07-29,-0.23294987143836254,55,29,84,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2021-02-12,2021-03-08,2022-02-09,-0.22402736348177887,15,235,250,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2025-01-23,2025-04-04,2025-05-12,-0.20357520384000416,50,25,75,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2022-08-29,2022-09-26,2022-10-06,-0.19507116559458548,19,8,27,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2022-11-15,2022-12-09,2023-07-31,-0.16634942801123986,17,158,175,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2024-07-12,2024-09-06,2024-09-20,-0.1477115949543667,39,10,49,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2022-02-09,2022-03-08,2022-03-18,-0.1274160121686403,18,8,26,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2026-01-28,2026-02-05,2026-03-17,-0.12438040077498536,6,27,33,True
MONTHLY_TOP5,monthly,5,p00_overlay,10.0,2026-03-19,2026-03-30,2026-04-06,-0.1186682748643052,7,4,11,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2018-06-01,2018-12-24,2020-08-03,-0.3266054604192552,142,404,546,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2022-03-29,2022-06-16,2022-07-29,-0.234331849795958,55,29,84,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2021-02-12,2021-03-08,2022-03-18,-0.22500075118720542,15,261,276,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2025-01-23,2025-04-04,2025-05-12,-0.20507108541726415,50,25,75,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2022-08-29,2022-09-26,2022-10-06,-0.19580853015759436,19,8,27,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2022-11-15,2022-12-09,2023-08-31,-0.16703790268290664,17,181,198,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2024-07-12,2024-09-06,2024-09-20,-0.14884576613922096,39,10,49,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2026-01-28,2026-02-05,2026-03-17,-0.12524956906076234,6,27,33,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2026-03-19,2026-03-30,2026-04-06,-0.11866827486430498,7,4,11,True
MONTHLY_TOP5,monthly,5,p00_overlay,20.0,2018-01-24,2018-02-08,2018-02-26,-0.11367117119328884,11,11,22,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2020-02-19,2020-03-23,2020-08-28,-0.2720985142107468,23,111,134,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2018-08-29,2018-12-24,2019-11-19,-0.22091402574280494,80,228,308,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2021-11-08,2022-06-16,2022-11-01,-0.1629384616053805,152,95,247,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2025-02-19,2025-04-08,2025-05-13,-0.14152591897221134,34,24,58,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2026-02-25,2026-03-30,2026-04-09,-0.09552048746290764,23,7,30,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2021-02-12,2021-03-08,2021-04-16,-0.09514413821941736,15,28,43,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2023-07-18,2023-10-27,2023-11-20,-0.0944189697274096,72,16,88,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2022-11-22,2023-03-17,2023-06-13,-0.07573289352834933,78,60,138,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2018-01-26,2018-02-08,2018-03-09,-0.07482940143817618,9,20,29,True
MONTHLY_TOP50,monthly,50,matched_static,0.0,2026-06-02,2026-06-10,2026-06-15,-0.06935751057119954,6,3,9,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2020-02-19,2020-03-23,2020-09-01,-0.2723338231517669,23,113,136,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2018-08-29,2018-12-24,2019-11-26,-0.2219035092325916,80,233,313,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2021-11-08,2022-06-16,2022-11-04,-0.16493197156016237,152,98,250,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2025-02-19,2025-04-08,2025-05-13,-0.1420533501165857,34,24,58,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2026-02-25,2026-03-30,2026-04-09,-0.09576936920519663,23,7,30,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2021-02-12,2021-03-08,2021-04-26,-0.09540738335221155,15,34,49,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2023-07-18,2023-10-27,2023-11-22,-0.09518040856633092,72,18,90,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2022-11-22,2023-03-17,2023-06-15,-0.07667240425550415,78,62,140,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2018-01-26,2018-02-08,2018-03-09,-0.0751181215227611,9,20,29,True
MONTHLY_TOP50,monthly,50,matched_static,5.0,2026-06-02,2026-06-10,2026-06-15,-0.06935943590106708,6,3,9,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2020-02-19,2020-03-23,2020-09-01,-0.2725691183164358,23,113,136,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2018-08-29,2018-12-24,2019-11-27,-0.22289202663134844,80,234,314,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2021-11-08,2022-06-16,2022-11-07,-0.16692137110169247,152,99,251,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2025-02-19,2025-04-08,2025-05-13,-0.14258060828571684,34,24,58,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2026-02-25,2026-03-30,2026-04-09,-0.0960182467811872,23,7,30,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2023-07-18,2023-10-27,2023-11-22,-0.09594141293664682,72,18,90,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2021-02-12,2021-03-08,2021-04-26,-0.09567062323506992,15,34,49,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2022-11-22,2023-03-17,2023-06-15,-0.07761120704002333,78,62,140,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2018-01-26,2018-02-08,2018-03-09,-0.07540683901291922,9,20,29,True
MONTHLY_TOP50,monthly,50,matched_static,10.0,2026-06-02,2026-06-10,2026-06-15,-0.06936136123093473,6,3,9,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2020-02-19,2020-03-23,2020-09-02,-0.27303966731846374,23,114,137,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2018-08-29,2018-12-24,2020-01-08,-0.22486616582032948,80,261,341,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2021-11-08,2022-06-16,2022-11-08,-0.1708878676510428,152,100,252,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2025-02-19,2025-04-08,2025-05-13,-0.14363460574441766,34,24,58,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2023-07-18,2023-10-27,2023-12-01,-0.09746211880215949,72,24,96,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2026-02-25,2026-03-30,2026-04-09,-0.09651598943440876,23,7,30,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2021-02-12,2021-03-08,2021-04-27,-0.09619708725117848,15,35,50,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2022-11-22,2023-03-17,2023-06-15,-0.07948669022249288,78,62,140,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2018-01-26,2018-02-08,2018-03-09,-0.07598426620998999,9,20,29,True
MONTHLY_TOP50,monthly,50,matched_static,20.0,2026-06-02,2026-06-10,2026-06-15,-0.06936521189066924,6,3,9,True
MONTHLY_TOP50,monthly,50,naked,0.0,2020-02-19,2020-03-23,2020-09-02,-0.3508784338944131,23,114,137,True
MONTHLY_TOP50,monthly,50,naked,0.0,2018-08-29,2018-12-24,2019-12-20,-0.2892201092841188,80,250,330,True
MONTHLY_TOP50,monthly,50,naked,0.0,2021-11-08,2022-06-16,2022-11-07,-0.2186839665689353,152,99,251,True
MONTHLY_TOP50,monthly,50,naked,0.0,2025-02-19,2025-04-08,2025-05-15,-0.18969491857562037,34,26,60,True
MONTHLY_TOP50,monthly,50,naked,0.0,2023-07-18,2023-10-27,2023-12-01,-0.12952654004029784,72,24,96,True
MONTHLY_TOP50,monthly,50,naked,0.0,2026-02-25,2026-03-30,2026-04-09,-0.12716540234117257,23,7,30,True
MONTHLY_TOP50,monthly,50,naked,0.0,2021-02-12,2021-03-08,2021-04-16,-0.1262004610314017,15,28,43,True
MONTHLY_TOP50,monthly,50,naked,0.0,2022-11-22,2023-03-17,2023-06-15,-0.10610485318090135,78,62,140,True
