transfer_id,frequency,top_k,path_type,cost_bps,observations,terminal,cagr,annualized_volatility,sharpe,sortino,calmar,maximum_drawdown,maximum_drawdown_duration_sessions,maximum_recovery_sessions,underwater_fraction,average_drawdown,pain_index,ulcer_index,cdar_95,daily_var_95,daily_expected_shortfall_95,worst_day,worst_week,worst_month,skew,excess_kurtosis,mean_long_exposure,mdd_peak_date,mdd_trough_date,mdd_recovery_date,cumulative_l1_turnover,event_count
MONTHLY_TOP10,monthly,10,matched_static,0.0,2134,6.760897407421483,0.2520966021178457,0.23477756110304823,1.0793402764905555,1.7632270578173028,0.9074821453340373,-0.2777978645795294,306,226,0.8776944704779757,-0.05253970539286894,0.04611380890386294,0.06460512238870346,0.1743704946472295,-0.023013626147685668,-0.03413977041148605,-0.09276901751432143,-0.09527866253585338,-0.11778364279109832,-0.3014380141643952,3.3184825588193645,0.7452527002011718,2018-08-29,2018-12-24,2019-11-15,76.1537793385764,499
MONTHLY_TOP10,monthly,10,matched_static,5.0,2134,6.508255464443702,0.24653303299353513,0.23477682372309353,1.060172796706002,1.7307266636612197,0.883746416565661,-0.278963544714094,308,228,0.880506091846298,-0.05329221583573631,0.04692412069135358,0.06537446047639581,0.17552809242423617,-0.023070869566512046,-0.03416684421767329,-0.09277365099756185,-0.09528927512437124,-0.11800896428627672,-0.3017521405191289,3.3175924171979148,0.7452527002011717,2018-08-29,2018-12-24,2019-11-19,76.15377933857638,499
MONTHLY_TOP10,monthly,10,matched_static,10.0,2134,6.264962731165275,0.24099206411037,0.23478309223173133,1.0409741330971098,1.6982401501338742,0.8602933048274527,-0.2801277921821155,313,233,0.8828491096532334,-0.05408274175957833,0.04774690041004947,0.06616707898319851,0.176698908819439,-0.023082500836673448,-0.0341950547756104,-0.09277828448080216,-0.09529988771288966,-0.11823427932068797,-0.302050773662812,3.3163349111154883,0.7452527002011718,2018-08-29,2018-12-24,2019-11-26,76.15377933857638,499
MONTHLY_TOP10,monthly,10,matched_static,20.0,2134,5.8050669567056,0.22997759391113126,0.23481664404341587,1.0024901558737163,1.633249306881688,0.8142183407092652,-0.282451994032458,342,262,0.8912839737582006,-0.05561990101088488,0.04957312639301923,0.06785646630554167,0.1790533748572928,-0.02309717928924431,-0.03425713641388717,-0.09278755144728268,-0.09532111288992673,-0.11868489000754345,-0.30262011023823504,3.3127309567332723,0.7452527002011718,2018-08-29,2018-12-24,2020-01-09,76.1537793385764,499
MONTHLY_TOP10,monthly,10,naked,0.0,2134,10.787526878938902,0.3227373315271347,0.3151818599418966,1.049695307641538,1.7150907309355785,0.898948939139632,-0.3590163105771289,314,234,0.8889409559512652,-0.07246782790461612,0.06441962021324123,0.08834377557730658,0.23169343932156156,-0.03091381161804608,-0.04584535507977157,-0.1229497881398065,-0.12768275791642414,-0.15609723815026155,-0.2894829178375767,3.2937585764703323,0.9994037955361005,2018-08-29,2018-12-24,2019-11-27,98.80626653752512,101
MONTHLY_TOP10,monthly,10,naked,5.0,2134,10.26740466286842,0.31511867839603225,0.315179582418641,1.031169556247072,1.6837157300970447,0.8744667890427181,-0.3603552271447539,337,257,0.8912839737582006,-0.07360700337990483,0.06560474246887489,0.08941366682510214,0.23312329296811046,-0.030965548387634472,-0.0458810397028401,-0.12294978813980639,-0.1276827579164237,-0.15636875792852145,-0.28972540557019716,3.292560162794657,0.9994037955361005,2018-08-29,2018-12-24,2020-01-02,98.80626653752512,101
MONTHLY_TOP10,monthly,10,naked,10.0,2134,9.772103337973258,0.30753988674916166,0.3151867200772577,1.0126132876682161,1.652353914628218,0.8502809978423651,-0.3616920612474712,342,262,0.8964386129334583,-0.07467540262322636,0.06694191434781255,0.09059478941341628,0.23455072618003195,-0.031015749033226073,-0.04591744003183417,-0.12294978813980662,-0.12768275791642403,-0.15664027770678157,-0.289951937772104,3.290998092409688,0.9994037955361005,2018-08-29,2018-12-24,2020-01-09,98.80626653752512,101
MONTHLY_TOP10,monthly,10,naked,20.0,2134,8.851329219165978,0.29250113746769557,0.31522923753824916,0.9754158740479696,1.589601469463527,0.8027817169243322,-0.36435949063257733,347,267,0.901124648547329,-0.07737822887202891,0.06972742929752185,0.09311776456707055,0.23743069787660345,-0.03108230573600848,-0.04599743600545551,-0.12294978813980684,-0.12768275791642403,-0.15718331726330137,-0.290375774449473,3.2867955356784027,0.9994037955361005,2018-08-29,2018-12-24,2020-01-16,98.80626653752512,101
MONTHLY_TOP10,monthly,10,p00_overlay,0.0,2134,9.461060181864745,0.3024009510549579,0.24958069174653863,1.1887728785065044,1.933065973275611,1.178660191866877,-0.25656330224912893,269,252,0.8701968134957826,-0.0550687894339501,0.04792068508849359,0.06768093209998202,0.17861139409023405,-0.02404706043027194,-0.038086404975157986,-0.08466524297151301,-0.11774547816657799,-0.15609723815026144,-0.216601324412632,3.929077166068396,0.7452527002011716,2018-06-01,2018-12-24,2019-04-05,103.59929305015739,499
MONTHLY_TOP10,monthly,10,p00_overlay,5.0,2134,8.983370878481821,0.2945335646436331,0.2495513358973681,1.1643454258005614,1.8916060047574268,1.1373873628662001,-0.2589562485567034,269,252,0.8720712277413308,-0.056052231344744026,0.04888153820645203,0.06874278823082819,0.180314724790819,-0.024047060430272126,-0.038110123472136104,-0.0846652429715129,-0.11774547816657821,-0.15636875792852156,-0.21726254598804653,3.929802790962645,0.7452527002011716,2018-06-01,2018-12-24,2019-04-05,103.59929305015739,499
MONTHLY_TOP10,monthly,10,p00_overlay,10.0,2134,8.529636052344081,0.2867108178471709,0.24953051353886616,1.1398732424664373,1.8501733931272637,1.097070082433321,-0.2613422993098501,270,238,0.8758200562324273,-0.056927202094704525,0.049857985339738876,0.0698221351994649,0.1820198968936081,-0.024047060430272302,-0.038133841969114166,-0.08466524297151301,-0.11774547816657788,-0.15664027770678213,-0.21789195825084354,3.930124449531683,0.7452527002011716,2018-06-01,2018-12-24,2019-04-10,103.5992930501574,499
MONTHLY_TOP10,monthly,10,p00_overlay,20.0,2134,7.689316745401609,0.27119829495922354,0.2495144769639147,1.0908046582640127,1.7673854883098439,1.0191831252830326,-0.26609378455310506,270,238,0.8814432989690721,-0.05882583900313321,0.05185164159554526,0.072030103154246,0.18545119603644383,-0.024047060430272205,-0.03818127896307038,-0.08466524297151312,-0.11774547816657832,-0.15718331726330204,-0.21907547254922624,3.9295565880544743,0.7452527002011716,2018-06-01,2018-12-24,2019-04-26,103.59929305015739,499
