group_id,strategy_id,portfolio_mode,variant_id,cost_bps,borrow_fee_annual,reference_strategy_id,comparison_type,metric,estimate
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.03018365523047789
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.021028501160989643
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.10796214059490228
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.05080320796131771
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5822359651910585
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.029702166076518377
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.022275703077370812
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.1072207224960352
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.05081213509454813
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5822359651910585
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.02922393547992197
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.023525498327327865
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.10648384293524432
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.05082091288007912
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5822359651910567
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.028277184720361503
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.02603212290702872
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,0.10502360560319052
G11,G11__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.0508380185961681
