cik10,companyfacts_error_code,companyfacts_http_status,companyfacts_object_key,companyfacts_raw_record_id,companyfacts_raw_sha256,companyfacts_raw_size_bytes,exception_review_status,exception_reviewed_date,explicit_missing,fact_value_state,imputation_applied,imputation_policy,imputed_fact_rows,periodic_form_amendments_included,periodic_form_bases,periodic_form_count,reason_code,schema_version,source,status,submissions_cik10,ticker
0000106535,,200,,6bce4c4725f3f8e12cee9789bb1bdc1b834b57f4a624af3fdc7dd2ff097c76f0,40377ee96f03cc2b6800e1fb47934d4d07cb07e1c9175fab8fb72f47b381cbb5,252644,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000106535,
0000106640,,200,,ff1af0544805d077cef5ac837ee1743549637b40fe62031df294c9d608c90aec,78f93f8dc9dfc5ff02241ba1968d965cffdec0f1b4fbd3283cba150148e11f3c,270064,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000106640,
0000107263,,200,,bce8b8e4d94a72e0141f4fd6fa54bb575adb54d06c1fdc7ba29171272d8e9008,e625ef3ed3891a6ba4a91e2739ee6dbd898b4750f51b3936b746c77b5afcd0ac,329965,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000107263,
0000108772,,200,,9eead46826ae07aa713846161c8b7252bb1a7a0b9cc3f77406796c48cf5144a3,9ecf28a5134408fe8be1a2ed970f54dde9744f96664479a1e1aa4ad26d2efa14,229866,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000108772,
0000109198,,200,,e8d883949bea44a6be9d04660570e7692c50d6e79af2faf912748880d22a6e7e,ac07f6f8787a1376cfb8c78bffb41d399a83ae6143f29434ee469c6655c5cd6e,267742,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000109198,
0000109380,,200,,b9d580f1a16c54970b6c39419a66cc9d050e1aa2aedfb3aa60af87a08c1ea60a,eab6194497ede8f837c4e78275819b982166627d6331f247b1196b994e80fd31,444670,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000109380,
0000200406,,200,,ea9cd86bdb09060ec57963482d587cbe7f2081544d6fe95605aa340a0eddf98d,2bb4df52fccb1d7e88b2a5ef2a659491876655258006ab45044f462a8398e622,287812,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000200406,
0000202058,,200,,4ada6701bcb516e20d7db3a714c950b57e1a9e122f2d6ee9b76163b4bc7c0f1b,7ecda87e0b4254fea0e9606d6ebf626ddeddb004b366cb36e235a0d7a7a2f34a,301162,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000202058,
0000203077,,200,,c9e723efcada7278ea494d9a04a658bfd51dbf9bad1eec54ed6df39c4b50f354,e8b4e626e1b5a9decd33dd8394f17d555b92a27e0193987daadc54b80537cf91,119752,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000203077,
0000203527,,200,,7a4252e5dc01ec33e81f9f4fd45a5b0881a67de55aaf29c0380f42fa233a68ab,e8c3865649dc2db6e07bd7ccf71c9deaecdcbc0fdfdf92be4ba967244664d32e,243681,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000203527,
0000217346,,200,,981db05e91914c1089d5c53f3c91469f75fe2a48f0cd1733c32f0b0ebef7b8f4,a79817ef11bb71fd2fd603c7b870b4cfe3154a98f2a63fecaf0ed787e087288a,233314,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000217346,
0000277135,,200,,125f561099a9b507c613fae72e7e18e80c024edcfb4d77935d5e450a2c388c74,e250230bf09bab0e9ea04e4c116db2c8718da62faacc720457687f1a5e5a1605,257070,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000277135,
0000277948,,200,,546df2933baaa9972eb82fbd62b489c36737ad401883b92d1675b51ee299ad34,00c3376b71035803a93c9973f24adc89c314c63b742842fb2e12cc657904067d,210727,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000277948,
0000310158,,200,,26dce9108c3b41dba44f34146b246d4ec48b397e7d0c43901cbbee0911d1cdef,0cd96293179c24cbe0cdb853cfa5798662b534925eddfefd313038a260efbfc1,313795,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000310158,
0000310764,,200,,293c0cde9d0ab958ca31568b344ef6883f7a6583704e2d0056f01463dc487c5b,f34eb7c3ae3d0698289298d49b4a5722d163e7edc9f05c978dcca033c7adecd3,258135,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000310764,
0000313616,,200,,b12be00b905f9c309963434e03842504dc23b287f64fb679ed78427c769761f4,4b8ca564c1e24031536f63b4c2215c43e6a1c9566c61c8be6b74749aa0ec96ca,327448,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000313616,
0000313927,,200,,b35c3d31b9af221e41359f1a00cd41e9bb919a357ec7c893e995c89c2d9c7c15,f2b2ae15377a98d8c1ee2a7ad7656d63c89a78d3e32f9caaf70567de88660218,261663,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000313927,
0000314808,,200,,f7d88b85fdb9537cffa773028693277929702b3635693a22fc1c979a5e3131c8,f5707719d1d01b69d52e1b96d6e4c6abf3c9b3c525c76b4ea121a9964fd49f7a,331872,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000314808,
0000315189,,200,,674a92afe853b6505280e04c1afd53fe0e38db2e3744b80d98b95bc36db08234,572003e26ed11d81b12323c1b158e076b62a3d6b36d62c80958e9c2b957278e9,354246,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000315189,
0000315213,,200,,6fcd32f1cfa54faa519acd392d02e4e6e42169b097181351810902b44f282694,cd7d075e956f4a4f3842652f8fa5b76e422f45fdac77c31fa976ed24a224e08e,181327,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000315213,
0000315293,,200,,9ff7926d78c349f599ab3fda1ed9299ddc2768b60762d244776f96ab96fac0b3,65d86839f99f359f1fc6412083e9677f9a5f54bba8bf06377b17488590e89dc1,316660,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000315293,
0000315852,,200,,bcc8e1ebee9c37d11576fe477dcd900e320ee64541dadf308bf0f5e37aa102d8,e61316632d35e30d8b64d16f8593582f0ec222e7ea7558874aae748de6a3acee,341626,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000315852,
0000316206,,200,,cf67a85baca6cd0436c6ed556556d569033960df643c8b55b9cf59b442c82e14,cef98ee4b0e1284d9acb8eb1a2dd7ff6f486dc4ad0af0019524c57e5bfd63b02,136244,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000316206,
0000316709,,200,,aa4b5b96ee1b317f13f0608337d081a7ca7475e25ed0ff317469d08862d27cc9,a3b61112b9689e84daad99f999314def9ffc31a26af6b7bd7e4c44328e6df6ba,338024,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000316709,
0000318154,,200,,dc269beec66fe6702b61c5d1d7a0b49c92488b6122b73731dd2bfe83dce8b6e7,47fbfcfa2f219b04297334ccef185ef584cc152365a462848200bd682302d5ee,251789,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000318154,
0000319201,,200,,116f6c7bb3bb8b39973b2c09628d1a656ceddcdf94e080f966433022dd80ff46,ed20b50ec30ec6225084b4a9db3d7bdc5e152b483afc545f8b33f606099aa556,339116,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000319201,
0000320187,,200,,eef1faaf8077872f6bad03a75a32878e031c5fc28a2b2f79601064adf242f886,15125f9edaa586dd6e908476fda8d5150d7c03d05ee8b71c6a8ff4380eefda53,208544,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000320187,
0000320193,,200,,712329fdf9c693eabb315ca198bc2b6e0b1e433787e4b20e156253a77974edce,f0ffb4c2bc0c18b0f3cd96ebe91fd9d36a08aa1c0f4a692d61428b1e94bb721a,271819,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000320193,
0000320335,,200,,d87b44e591c0a81b5dfd3aa83d4305fd24bf0002d68cc01cf1e76180db5df079,f4677178bd42349e8205d540fee616bd437eed9e419c71905837f99c08ae954e,338406,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000320335,
0000350563,,200,,6b4a08d85aad509676f78060e633da8ee9dd34c630b213d9d767940167a0cba3,233645664760ebf7c0ef6b63deef53ec52d9add7613c5519f301884ef2e1672c,110043,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000350563,
0000350698,,200,,cfbc17cf5a0b990eb2ac6a80f1e79d1698b68bb015418dfb7933bd105d6ff5ee,f2f0e5a8a08938c9689c6902df3f5ec9569909c20ee8578f712188c0cb4a6f7e,210453,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000350698,
0000352541,,200,,78f0107420d7836e0b61d16ed04e8ea820aa71a89665d17172b949f3d466cb44,cf9b75d2ea32e9b090ccb58c97e16e1ad4cba584e469975391448a38413a1ecb,227048,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000352541,
0000352915,,200,,80267978a148ea6e072c04db51be4dcb844553282a59efad1cfc45274a29af44,195941c313c40c79f94c00211431c8bc02ae62bbbbfc7d3887feb493138fd040,254914,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000352915,
0000354190,,200,,f02b493f7e5728a5a0093326228509410d653fea4bac98605f5702338f02ad24,12b5552319ae2a5d539656c2b94a1f40e1c4314f7f34be20b245ece77c5d0314,267054,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000354190,
0000354908,,200,,7bb5d721def255db99275ff856a0bcf49551b57f792e510118861631fd81a379,a9e84926792cf01920bb3c94b81620eca42586d5d0e7d64d62837d39479190cb,187696,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000354908,
0000354950,,200,,4891dfc58457d721927ffcff3958c6565b24bc31fa7d8ea301af6e0330726c94,a3f4d07f936ff2ba20be17c0d70c5e53524cbbeccb0fc6751aa38bc074bd22ff,224081,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000354950,
0000356028,,200,,dc1e6ed815889f4038c7def15d13b723f36bea059ee6e0313c27a48205d5897d,d7576729458cf64ee71443b549f6f6ed42c9725d05f175f2de4600ede96af0df,138755,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000356028,
0000701221,,200,,d4c4f6aa857ed7f4bff515d0777638363d1e5ec1051b310fbb668ffa9cbb9a6e,784fa3671dc95e373c177bcded37e5e3a363f7bb03d0fe8a4d625cc74494bdba,168158,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000701221,
0000701985,,200,,e8de8c99e38ec3fbd9da80e700d90b2cf572daad163eb4549126aaefcb4705ad,de727bddccc96e7fdd9819ced9439c1600a9b73349394b978c9bcce2a89d66eb,258969,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000701985,
0000702165,,200,,5e48d284f0737b6dcfb5c5c9cfcb62afef993c0e0d43178b2fa277fac80723d1,db3002af8d9833c8754c746fed3e63dcb02bcfc59c23de4984b0ae9adee69bd6,203591,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000702165,
0000704051,,200,,a32645008e9cafe3ecec365403945bc2db56c0759992e84bee9966acd16c9e6d,fd1d26c392eb7f006a68a459f5728275d72d072ee01c2d2c175d3d2ee59bbcc6,115853,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000704051,
0000707549,,200,,befe1ce679827ff7a6942b34b0052db70a6562154f31132855779f8997a2bcdf,4dddc9d0ff38a646340c6d7f9508c532de671cf59c54fee443d9b08eb845fb1d,296773,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000707549,
0000711404,,200,,8a26ee3a072f6354c87836f05699b2dfe9aee467f9c33e95fb20d59cea62e339,48f23fb6a0ec5fdc3a625f72874f628d4347f0a2124e5552fbeb5bf1ff157f6e,264683,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000711404,
0000712515,,200,,ec17de564a994e12ebf62190a1b5b4d8719f1651eece5cc955653175719caa0d,0fa629ec4d670fe387b54849a49e686c2487fe62e115f2f8b858d88ea74d6d4c,253258,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000712515,
0000713676,,200,,0d45ef37fbb72d63da5533cfa0f768628b7ca9a14885f653096e72b4651b2257,51d83a8ffe7eec3235afb051ae2f1b48465975e32845d9d9345c9e467cfd5e2b,408648,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000713676,
0000715957,,200,,5cdbe1ad95782c73d3e6377dec636f25ae808a1ac7be67f9d51cac7a3d22b670,eb6a295e71558a247938a57726c2d5a8c000992462e4f75274aeb0f5092fa584,386278,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000715957,
0000717423,,200,,563c7198ab7004cecbda01b895ed1fe421b2f41e7b18ee1a3c834c4b304ff9e3,0cf32c4de21444395f7027c1de2414863eb582b755f561d05b48a3086e365ff6,326814,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000717423,
0000718877,,200,,b368e2cf41148383a825c6ea145a343fb74722b95e9178f8abbbe74580c215e7,5e6dfc40e3b081dc4717621a30f5dceef8c88b11fa4d2f6c08fb545baad094fe,191187,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000718877,
0000719739,,200,,8faafc933b476bd3b36a3453809382c2dbef3c669f285cc6c1f5a4430006c1ca,5bd248a6dd36c4ba7f0ccb57640eb0330c8dafd67dc65424e5d0f4185e3f6ff8,292143,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000719739,
0000719955,,200,,ffdce61ef3353ce33e84aa6d156eb68488d75ee5ed5b882e2b851544d7e94022,d64916610fe94f8b66a193a21feb14c7eababc14d0fdd6be015a28bf9c2eafed,207216,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000719955,
0000720005,,200,,3f33567410483947f06d6a0f328869604415b3960317b478c9d14c17b7e7f456,1f662b7a82415d0b451c74d9cd8bcf7e798d5fa0520cb05c2020417276f17421,364779,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000720005,
0000721371,,200,,bdb244b0c13ddcfcac2ca389c80892349894321d899dcf9859648ab231228ff4,d2fc227607a40cc45cde829f6fc5ec12df145dd8478845eee7bc4a2523ee86da,252707,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000721371,
0000721683,,200,,5ab77d47970a9ce8ac0e8ae3125ff47e6183d63e5d6214e755d32455c341e69a,68182a2a69a801c95e4bb0323412189334601052d047c0acbd38aa5976cfa0b6,146204,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000721683,
0000723125,,200,,71436074a846038dd3dc3a5a02139625788bbc56e1bf10901e7c34c76c1c364e,da017d95510ba711791e93ae0ac86f33a1ce5285c98a424aa93ecedf9926982c,284019,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000723125,
0000723254,,200,,e7ffddd35cd04d3b00d64270c86018782c277b2496b7bb8bd069ebc55883b843,f0e43dd6f0ed7b2787a937ca1ba4ba49c87e95ff8927d82c41a9bef104ed621d,238688,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000723254,
0000723531,,200,,952e5152aff2cee2e026d4d51ffb38716dd53d86aecdc33f9064d80fc05d8ba2,938191358aa11d3969765c7b2b867e65ee79175b334f71e0eebeb2ce9b0d1a31,232676,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000723531,
0000726728,,200,,aba5881ed1c533f2b28bd2b671b7b53814450c246acc6b91abae8529e7fc4a6f,746ffb92cad53f48b0fb036e35a2e1ae210b109d453d4d550265842a9a8e9aba,240959,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000726728,
0000726958,,200,,4446df0881a0a1fb8633f1e09396920d764131dfff095f6848afeb4f9be02f62,71dad5644450a2e6bce72e217327e8f3372220dd45ca644e68ba851c78fda030,179693,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000726958,
0000728535,,200,,5ffdb048381a63d8c575066aa994698e56dd6806a8de008db892495a794daf74,96bd60719c9266e2dbc73b7baefba678062c8ccbac859011626ce2de5d9c0741,174286,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000728535,
0000731766,,200,,ffbc341f50a676088540b4f7e990e70d5a52321bbd2ed23020323b1b98847737,1f240b997508730f301405d9559c05a997df61e858af001419735bfc453465de,290937,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000731766,
0000731802,,200,,ed1fd60c6f4ba298049e26bff2b10fbe06b956067ece264790eeb91620a4c43c,f262fddbdc4a9b73d180c1d5c5632669db0321075c2e534a5440f34d967fb2f2,254502,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000731802,
0000732712,,200,,a576d9a975aba5f2e8a4686e19d8cc5661668d5eb93172198a810ba683889ac7,ba2807c69fe414b289c35edd5878b2e5004ce9e2f14600235c7107e1c4202efe,310367,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000732712,
0000732717,,200,,923a3dd18b7279df247bd7ba9b51e7ea24bf3b2c8e32885f8e62bfb1826d131d,43604300a4f73da36f094efcd865d4f9b7424a0a2dda1ba1caa46a6635fc855b,336018,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000732717,
0000740260,,200,,0c4a44db72d34ea52ac5b1b91296218fc1c234b6ef0fab82b361ccdbd7a03b66,f4f177c82a736163062cccf38a2530d07fa0dc2fc6708ab99344a80dcc107a96,342465,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000740260,
0000743316,,200,,85a33aae8e3818de62ce585e29dc525288bb9ad052f406f930d447d5f0293c78,e27dedb471edabf6f997b78ebea9717562453bfb07564593916dd955e2907ad0,204266,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000743316,
0000743988,,200,,b74fff3590994f842806aee57b4057e5634ff6cbbda49d155db3c3227d5e649b,ca407c383b78482f0eb215999949648ef71d7534101ca7d33cacb3e201b5fba6,205720,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000743988,
0000745732,,200,,427d98e117b63782a0a7e598334545af73148aefa3767d42d9d4be4b58c3fc40,33eefb65cc71a7fcc2e0f45b36ebadfad07b6231bceab7d9e2895a6e6acd3e52,212011,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000745732,
0000746515,,200,,301b46edcd32309c0e80b78a628e896f51aec7fd9a0792a12c22360052d6e3d0,1dddffe86d3c163b8ff98c1c0a45f1b7f2e4d7a117e564254c73ed06a2d72fcb,227361,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000746515,
0000749251,,200,,34d1b03ca9587cee381c280cd289377fd653afc7d568c4e301474266628f61f9,c74dd22b3a562cd48a786cbac569c15c88d279f32ae55ee076d9b0e014554b60,258760,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000749251,
0000750556,,200,,4e53d51d418dba6ddefad99fc2e46e44e7702d371f98926360f9004dc23f4643,42bc09eeb7d5b8978f84a10fe461f835ddba21669111de65315f74ae1e266f9d,289915,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000750556,
0000753308,,200,,ade972ad3c8a5334326aa3aca772bbafe881d938580768db843709d4eaeffc0a,0ea97edce72d82ed8412a854b55874632b99ef2202ba3f5acbf83e046499599f,262608,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000753308,
0000754737,,200,,44ded2cbd1ead79b3db2702e1ee39d5e96fb6b8fa055aa1ad8279f7be0608112,aab5034803db4c29953ced4cabc95ded5dc7ac4c9a3025cff23eeb01cb26955a,132604,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000754737,
0000759944,,200,,cdbfbc5a6d2d12b75e70227e18b8385f879ebbda7f768db7b1ee29248c77b7b7,ec2f842a49114cd1a545d39c744b096a944ff4762d271882cb5528cd023ced35,292140,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000759944,
0000764180,,200,,342439f3e10b9017df1ce5db7341b2f81a402a6f01e5ea04100363635fbced25,d65a40921a7febfb7129eb59e39ab4415c4aa338e8d32706349e87898197ce2f,265284,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000764180,
0000764478,,200,,71dc00002a8ca545dcaf98808b69d51b84bdda981e724b2e2041273b79d56838,62ae29068bbd67410d9066286c9d2341456e52c066a44a8b3e8d381df8750d31,271280,,,False,observed_source_available,False,none,0,True,10-K|10-Q|20-F|40-F,,companyfacts_http_success,cross_sectional_alpha.sec_source_applicability.v1,sec_companyfacts,available,0000764478,
