group_id,strategy_id,portfolio_mode,variant_id,cost_bps,borrow_fee_annual,reference_strategy_id,comparison_type,metric,estimate
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.04930696955082697
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.10435180263673094
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.006795876850421156
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.020561613456224537
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5449352687771203
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.048767916349407414
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.10433226263406259
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.0063891451648099284
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.0205630546916844
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5449352687771203
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.048232253858414786
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.1043112886625055
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.00598850139655055
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.020564810019025992
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5449352687771185
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,cagr,-0.047171035133155736
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,sharpe_excess_rf,-0.10426504747429943
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,max_drawdown,-0.005205206690271635
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_volatility,-0.02056926262143549
G32,G32__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,G00__mom_12_1__top10__monthly__long_only,delta_vs_same_scenario_G00,annualized_l1_turnover,-0.5449352687771203
G32,G32__mom_12_1__top10__monthly__long_short,long_short,base,0.0,0.0,G00__mom_12_1__top10__monthly__long_short,delta_vs_same_scenario_G00,cagr,0.008464636431988498
