arm_id,execution_year,weeks,spearman_y5,mean_y5
R4B__SKEW63,2006,52,0.24661014842111997,0.002984599917893071
R4B__SKEW63,2007,53,-0.5864755895642563,0.02584813008932747
R4B__SKEW63,2008,52,0.24146274934158699,0.12931823574512333
R4B__SKEW63,2009,52,-0.15944717802247524,0.022722873260087564
R4B__SKEW63,2010,52,0.586672235537639,0.016551727226635424
R4B__SKEW63,2011,52,0.10208805910472733,0.027672446420283547
R4B__SKEW63,2012,53,-0.3922631188121908,0.005969915235752406
R4B__SKEW63,2013,52,0.14872401541567182,0.0002087209017016707
R4B__SKEW63,2014,52,0.12895208647765935,0.0019876333746807165
R4B__SKEW63,2015,52,0.34899836439348064,0.024943669765801153
R4B__SKEW63,2016,52,-0.15189285097140343,0.0007836235742103701
R4B__SKEW63,2017,52,,0.0
R4B__SKEW63,2018,53,0.03643176155289284,0.031709534323007625
R4B__SKEW63,2019,52,-0.023650853528862186,0.015981949045230485
R4B__SKEW63,2020,52,0.05649861282243574,0.049110596813630794
R4B__SKEW63,2021,39,-0.05765500605317538,2.699811489303342e-06
R4B__KURT126,2005,52,-0.22519770580577828,0.0011331545337626347
R4B__KURT126,2006,52,0.19224917961968535,0.002984599917893071
R4B__KURT126,2007,53,-0.5189919880542588,0.02584813008932747
R4B__KURT126,2008,52,0.5457520346692516,0.12931823574512333
R4B__KURT126,2009,52,0.429638265086272,0.022722873260087564
R4B__KURT126,2010,52,0.1736649823604288,0.016551727226635424
R4B__KURT126,2011,52,-0.4067873157653652,0.027672446420283547
R4B__KURT126,2012,53,0.13748425818718232,0.005969915235752406
R4B__KURT126,2013,52,0.1373162074150379,0.0002087209017016707
R4B__KURT126,2014,52,0.2825958953436418,0.0019876333746807165
R4B__KURT126,2015,52,-0.11727757578606646,0.024943669765801153
R4B__KURT126,2016,52,-0.006548926815178729,0.0007836235742103701
R4B__KURT126,2017,52,,0.0
R4B__KURT126,2018,53,-0.3017189305512096,0.031709534323007625
R4B__KURT126,2019,52,0.14346642446236452,0.015981949045230485
R4B__KURT126,2020,52,-0.26729796583923154,0.049110596813630794
R4B__KURT126,2021,39,-0.20179252118611385,2.699811489303342e-06
R4B__VIX_LEVEL,2005,52,-0.3170323672792248,0.0011331545337626347
R4B__VIX_LEVEL,2006,52,-0.07317015382525677,0.002984599917893071
R4B__VIX_LEVEL,2007,53,0.3225513413993251,0.02584813008932747
R4B__VIX_LEVEL,2008,52,-0.08272907780294766,0.12931823574512333
R4B__VIX_LEVEL,2009,52,0.4328725243880596,0.022722873260087564
R4B__VIX_LEVEL,2010,52,-0.16452978118421574,0.016551727226635424
R4B__VIX_LEVEL,2011,52,-0.21232744294761421,0.027672446420283547
R4B__VIX_LEVEL,2012,53,-0.43278150314772124,0.005969915235752406
R4B__VIX_LEVEL,2013,52,-0.16184605172783165,0.0002087209017016707
R4B__VIX_LEVEL,2014,52,-0.2903053489524408,0.0019876333746807165
R4B__VIX_LEVEL,2015,52,-0.31766452464070777,0.024943669765801153
R4B__VIX_LEVEL,2016,52,0.3097008616468393,0.0007836235742103701
R4B__VIX_LEVEL,2017,52,,0.0
R4B__VIX_LEVEL,2018,53,-0.030080553990343234,0.031709534323007625
R4B__VIX_LEVEL,2019,52,-0.5596983161512399,0.015981949045230485
R4B__VIX_LEVEL,2020,52,-0.4508923490958711,0.049110596813630794
R4B__VIX_LEVEL,2021,39,-0.15857534367808068,2.699811489303342e-06
R4B__VIX_RV_GAP,2005,52,-0.3031557385229022,0.0011331545337626347
R4B__VIX_RV_GAP,2006,52,-0.00043439130320781076,0.002984599917893071
R4B__VIX_RV_GAP,2007,53,0.07986744902826119,0.02584813008932747
R4B__VIX_RV_GAP,2008,52,-0.36737260552076967,0.12931823574512333
R4B__VIX_RV_GAP,2009,52,0.4611232066498461,0.022722873260087564
R4B__VIX_RV_GAP,2010,52,0.028367203652450993,0.016551727226635424
R4B__VIX_RV_GAP,2011,52,-0.10181189663645485,0.027672446420283547
R4B__VIX_RV_GAP,2012,53,-0.06353660339435956,0.005969915235752406
R4B__VIX_RV_GAP,2013,52,0.06189792118862476,0.0002087209017016707
R4B__VIX_RV_GAP,2014,52,0.03556301936491502,0.0019876333746807165
R4B__VIX_RV_GAP,2015,52,0.11077248045720381,0.024943669765801153
R4B__VIX_RV_GAP,2016,52,-0.055771505780876925,0.0007836235742103701
R4B__VIX_RV_GAP,2017,52,,0.0
R4B__VIX_RV_GAP,2018,53,0.13125530721134604,0.031709534323007625
R4B__VIX_RV_GAP,2019,52,0.21898724282102958,0.015981949045230485
R4B__VIX_RV_GAP,2020,52,-0.028405956908877115,0.049110596813630794
R4B__VIX_RV_GAP,2021,39,0.07206875756646922,2.699811489303342e-06
R4B__DOWN_VOLUME21,2005,52,-0.2570543105373605,0.0011331545337626347
R4B__DOWN_VOLUME21,2006,52,0.17146045296616869,0.002984599917893071
R4B__DOWN_VOLUME21,2007,53,-0.039368920657723294,0.02584813008932747
R4B__DOWN_VOLUME21,2008,52,-0.2563562333491858,0.12931823574512333
R4B__DOWN_VOLUME21,2009,52,0.3348554722542624,0.022722873260087564
R4B__DOWN_VOLUME21,2010,52,-0.10904545404026923,0.016551727226635424
R4B__DOWN_VOLUME21,2011,52,0.06011136392731014,0.027672446420283547
R4B__DOWN_VOLUME21,2012,53,-0.14604661821582493,0.005969915235752406
R4B__DOWN_VOLUME21,2013,52,-0.25350684445853144,0.0002087209017016707
R4B__DOWN_VOLUME21,2014,52,-0.194122042289463,0.0019876333746807165
R4B__DOWN_VOLUME21,2015,52,-0.15045356196326592,0.024943669765801153
R4B__DOWN_VOLUME21,2016,52,0.2640696296443036,0.0007836235742103701
R4B__DOWN_VOLUME21,2017,52,,0.0
R4B__DOWN_VOLUME21,2018,53,-0.13403186178697069,0.031709534323007625
R4B__DOWN_VOLUME21,2019,52,-0.3681206199626814,0.015981949045230485
R4B__DOWN_VOLUME21,2020,52,-0.07226809625346678,0.049110596813630794
R4B__DOWN_VOLUME21,2021,39,-0.1585512666462323,2.699811489303342e-06
R4B__VOLUME_SHOCK,2005,52,0.05218785246677898,0.0011331545337626347
R4B__VOLUME_SHOCK,2006,52,-0.02984888812042242,0.002984599917893071
R4B__VOLUME_SHOCK,2007,53,0.02895142730621097,0.02584813008932747
R4B__VOLUME_SHOCK,2008,52,-0.178293834412806,0.12931823574512333
R4B__VOLUME_SHOCK,2009,52,0.09511076097329685,0.022722873260087564
R4B__VOLUME_SHOCK,2010,52,-0.013173921696223003,0.016551727226635424
R4B__VOLUME_SHOCK,2011,52,0.12151148603989187,0.027672446420283547
R4B__VOLUME_SHOCK,2012,53,-0.27316847477743406,0.005969915235752406
R4B__VOLUME_SHOCK,2013,52,-0.07330572918925869,0.0002087209017016707
R4B__VOLUME_SHOCK,2014,52,-0.3243463018175746,0.0019876333746807165
R4B__VOLUME_SHOCK,2015,52,-0.6879138310272243,0.024943669765801153
R4B__VOLUME_SHOCK,2016,52,0.3418117286115866,0.0007836235742103701
R4B__VOLUME_SHOCK,2017,52,,0.0
R4B__VOLUME_SHOCK,2018,53,-0.18342087802611182,0.031709534323007625
R4B__VOLUME_SHOCK,2019,52,-0.33498629460317514,0.015981949045230485
R4B__VOLUME_SHOCK,2020,52,-0.10406814727829429,0.049110596813630794
R4B__VOLUME_SHOCK,2021,39,-0.21620627269940768,2.699811489303342e-06
R4B__YC_10Y3M,2005,52,-0.21354740837927982,0.0011331545337626347
R4B__YC_10Y3M,2006,52,-0.5368495155377345,0.002984599917893071
R4B__YC_10Y3M,2007,53,-0.7104429666742306,0.02584813008932747
R4B__YC_10Y3M,2008,52,-0.26619092193155214,0.12931823574512333
R4B__YC_10Y3M,2009,52,0.3031231042140531,0.022722873260087564
R4B__YC_10Y3M,2010,52,-0.6163639110223575,0.016551727226635424
R4B__YC_10Y3M,2011,52,-0.03567479286766164,0.027672446420283547
R4B__YC_10Y3M,2012,53,-0.4842900131033943,0.005969915235752406
R4B__YC_10Y3M,2013,52,-0.01838081555648494,0.0002087209017016707
R4B__YC_10Y3M,2014,52,-0.04535111152493018,0.0019876333746807165
R4B__YC_10Y3M,2015,52,-0.504927142708421,0.024943669765801153
R4B__YC_10Y3M,2016,52,-0.33761792943875796,0.0007836235742103701
R4B__YC_10Y3M,2017,52,,0.0
R4B__YC_10Y3M,2018,53,0.4146817802621953,0.031709534323007625
R4B__YC_10Y3M,2019,52,-0.30673393516536057,0.015981949045230485
R4B__YC_10Y3M,2020,52,0.5287871366875159,0.049110596813630794
R4B__YC_10Y3M,2021,39,0.10819077571257765,2.699811489303342e-06
R4B__YC_10Y2Y,2005,52,-0.3114586692718214,0.0011331545337626347
R4B__YC_10Y2Y,2006,52,-0.5682010839887188,0.002984599917893071
R4B__YC_10Y2Y,2007,53,-0.6358476530973961,0.02584813008932747
R4B__YC_10Y2Y,2008,52,0.10945156006036108,0.12931823574512333
R4B__YC_10Y2Y,2009,52,0.3212723257902932,0.022722873260087564
R4B__YC_10Y2Y,2010,52,-0.49945979277499913,0.016551727226635424
R4B__YC_10Y2Y,2011,52,-0.0472748545485013,0.027672446420283547
R4B__YC_10Y2Y,2012,53,-0.5152700114965441,0.005969915235752406
R4B__YC_10Y2Y,2013,52,0.0009508536367383995,0.0002087209017016707
R4B__YC_10Y2Y,2014,52,0.058556372720069624,0.0019876333746807165
R4B__YC_10Y2Y,2015,52,-0.2245961773487617,0.024943669765801153
R4B__YC_10Y2Y,2016,52,-0.27312962400965535,0.0007836235742103701
R4B__YC_10Y2Y,2017,52,,0.0
R4B__YC_10Y2Y,2018,53,0.39917382823964137,0.031709534323007625
R4B__YC_10Y2Y,2019,52,-0.3710717514027963,0.015981949045230485
R4B__YC_10Y2Y,2020,52,0.5532174300879238,0.049110596813630794
R4B__YC_10Y2Y,2021,39,0.07930774822551635,2.699811489303342e-06
R4B__RSP_SPY63,2005,52,-0.06241822553098628,0.0011331545337626347
R4B__RSP_SPY63,2006,52,-0.23171673231113787,0.002984599917893071
R4B__RSP_SPY63,2007,53,0.4979478147377499,0.02584813008932747
R4B__RSP_SPY63,2008,52,0.177095508113344,0.12931823574512333
R4B__RSP_SPY63,2009,52,0.1848100476153544,0.022722873260087564
R4B__RSP_SPY63,2010,52,-0.4935893435526472,0.016551727226635424
R4B__RSP_SPY63,2011,52,-0.06296504276612579,0.027672446420283547
R4B__RSP_SPY63,2012,53,0.014205733683884373,0.005969915235752406
R4B__RSP_SPY63,2013,52,0.20217170845567886,0.0002087209017016707
R4B__RSP_SPY63,2014,52,0.3720527912095337,0.0019876333746807165
R4B__RSP_SPY63,2015,52,0.7073361870805426,0.024943669765801153
R4B__RSP_SPY63,2016,52,0.3711762714280332,0.0007836235742103701
R4B__RSP_SPY63,2017,52,,0.0
R4B__RSP_SPY63,2018,53,0.5536281547760622,0.031709534323007625
R4B__RSP_SPY63,2019,52,0.18417596207683634,0.015981949045230485
R4B__RSP_SPY63,2020,52,0.13994111124226227,0.049110596813630794
R4B__RSP_SPY63,2021,39,0.2594475272392892,2.699811489303342e-06
