group_id,strategy_id,portfolio_mode,variant_id,cost_bps,borrow_fee_annual,reference_strategy_id,comparison_type,metric,estimate
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.996344030316351e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.996344030316351e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.985502008591496e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.985502008591496e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__monthly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__monthly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,10.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__weekly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top10__weekly__long_only,long_only,base,20.0,0.0,baseline__mom_12_1__top10__weekly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top20__monthly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top20__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,5.566370971512441e-06
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top20__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,0.000375878174835087
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top20__monthly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top20__monthly,engine_reproduction_legacy_zero_cash,max_abs_daily_return_diff,9.974659986866641e-17
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,0.0,0.0,baseline__mom_12_1__top20__monthly,engine_reproduction_legacy_zero_cash,max_abs_nav_diff,8.881784197001252e-16
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top20__monthly,cash_policy_delta_tbill_vs_legacy,date_index_equal,1.0
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top20__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_daily_return_diff,5.566370971623463e-06
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top20__monthly,cash_policy_delta_tbill_vs_legacy,max_abs_nav_diff,0.0003632673345421722
G00,G00__mom_12_1__top20__monthly__long_only,long_only,base,5.0,0.0,baseline__mom_12_1__top20__monthly,engine_reproduction_legacy_zero_cash,date_index_equal,1.0
