group_id,strategy_id,portfolio_mode,signal,top_n,frequency,variant_id,cost_bps,borrow_fee_annual,valid_scenario,invalid_reason,is_primary_scenario,target_gross_exposure,target_net_exposure,collateralized_total_return,signed_skipped_rebalance_count,terminal_last_close_count,observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,relative_observations,annualized_excess_return,geometric_excess_return,beta,annualized_alpha_zero_rf,annualized_alpha_excess_rf,tracking_error,information_ratio
G00,G00__mom_12_1__top10__weekly__long_short,long_short,mom_12_1,10,weekly,base,10.0,0.03,True,,False,1.0,0.0,True,4,0,2134.0,0.15368580889084504,0.01702540292133148,0.2296690117674916,0.18972566209990077,0.06839577324465677,0.09037045885488942,-0.5924108243197068,1568.0,0.028739182713081835,0.2235925095174296,11.72320464146493,0.07600112902672687,3.0,28.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00046918440683811456,0.5007686240789171,0.500299439672079,1.0010680637509959,0.00046918440683811456,0.0952105153961095,2134.0,-0.11137975733192643,-0.11270591187871043,-0.05505772263148581,0.05210551211206239,0.02273373859921001,0.30598192196226065,-0.36400764011693426
G00,G00__mom_12_1__top10__weekly__long_short,long_short,mom_12_1,10,weekly,base,20.0,0.0,True,,False,1.0,0.0,True,4,0,2134.0,0.18395358738852763,0.020140413086667808,0.2297851198169232,0.20306962000363496,0.08180371175572783,0.10808879251147957,-0.589363752093943,1561.0,0.034173145218231,0.2235373066635787,11.720310294271085,0.1535073022775645,3.0,28.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0004690199591127733,0.5006810010466674,0.5002119810875546,1.000892982134222,0.0004690199591127733,0.0,2134.0,-0.10829148568963136,-0.1099882510452606,-0.05476107774950385,0.05514781748405801,0.025784443260938265,0.3060333912428026,-0.3538551308073256
G00,G00__mom_12_1__top10__weekly__long_short,long_short,mom_12_1,10,weekly,base,20.0,0.01,True,,False,1.0,0.0,True,4,0,2134.0,0.13507311770817942,0.015073898169003508,0.2298001217962945,0.1814065410222575,0.06014430029169435,0.07940405361088028,-0.5952016373609247,1568.0,0.025325700103648804,0.22355573081970231,11.721276293324673,0.15069816367497058,3.0,28.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0004690752835965872,0.5007104919738307,0.500241416690234,1.0009519086640646,0.0004690752835965872,0.031755169376067705,2134.0,-0.1132666174317844,-0.11440848353985844,-0.05478806199599347,0.05017686705512931,0.02081274969824266,0.3060479022827928,-0.3700944087083608
G00,G00__mom_12_1__top10__weekly__long_short,long_short,mom_12_1,10,weekly,base,20.0,0.03,True,,False,1.0,0.0,True,4,0,2134.0,0.04455741209882058,0.00516111884124415,0.22982969575142378,0.13871713761526996,0.01746212379845927,0.023016363635666125,-0.606466536555422,1568.0,0.008510146117142773,0.2235925095174296,11.72320464146493,0.14537807320356994,3.0,28.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00046918440683811673,0.5007686240789171,0.5002994396720789,1.0010680637509959,0.00046918440683811673,0.09083935253697407,2134.0,-0.12307254511971777,-0.12305679307972311,-0.054841247598762785,0.04037918068178258,0.011013598623463901,0.3060765074343006,-0.40209732576792206
G00,G00__mom_12_1__top20__monthly__long_only,long_only,mom_12_1,20,monthly,base,0.0,0.0,True,,False,1.0,1.0,True,0,0,2134.0,3.634916107679577,0.19853747609442718,0.29713399980786287,0.7589379936895809,0.6651537043361186,0.9273592990246508,-0.38434466719908333,368.0,0.5165610272188023,0.671404414915178,8.087056738978319,0.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9996231051570884,0.9996231051570884,0.0,0.9996231051570884,0.9996231051570884,0.0,2134.0,0.07055241901779609,0.04565256076760865,1.2075643409156527,0.0383895226438202,0.04418300679476973,0.190210993391215,0.37091662137891235
G00,G00__mom_12_1__top20__monthly__long_only,long_only,mom_12_1,20,monthly,base,5.0,0.0,True,,True,1.0,1.0,True,0,0,2134.0,3.4788671323620113,0.19370004819826936,0.29712766954928926,0.7453287571133508,0.6515423581648367,0.9078798871657108,-0.38569051706595814,500.0,0.5022162579256365,0.671404414915178,8.087056738978319,0.04949086985138443,3.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9996231051570884,0.9996231051570884,0.0,0.9996231051570884,0.9996231051570884,0.0,2134.0,0.06650393399581452,0.041432193054427476,1.2075328090540802,0.03434592360558593,0.04013855028037325,0.19020720893958987,0.3496393978260639
G00,G00__mom_12_1__top20__monthly__long_only,long_only,mom_12_1,20,monthly,base,10.0,0.0,True,,False,1.0,1.0,True,0,0,2134.0,3.328017197363989,0.18888036587610157,0.29712616790181146,0.7317070494411031,0.6379200627915311,0.8884091256632636,-0.39035422057923475,504.0,0.4838691524734323,0.671404414915178,8.087056738978319,0.09703134850306509,3.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9996231051570884,0.9996231051570884,0.0,0.9996231051570884,0.9996231051570884,0.0,2134.0,0.06245544897383252,0.03722730729759375,1.207501277192507,0.030302324567351383,0.03609409376597654,0.19021096742447877,0.3283483061965383
G00,G00__mom_12_1__top20__monthly__long_only,long_only,mom_12_1,20,monthly,base,20.0,0.0,True,,False,1.0,1.0,True,0,0,2134.0,3.041234478205606,0.17929400340745683,0.2971376504975722,0.7044288774334349,0.6106452811848732,0.8494961847244021,-0.3995814752975312,505.0,0.4487044933050343,0.6714044149151781,8.08705673897832,0.18654331022891113,3.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9996231051570884,0.9996231051570884,0.0,0.9996231051570884,0.9996231051570884,0.0,2134.0,0.05435847892986938,0.02886377702530804,1.207438213469361,0.022215126490883003,0.028005180737183947,0.19024111051832346,0.28573465946328
G00,G00__mom_12_1__top20__monthly__long_short,long_short,mom_12_1,20,monthly,base,0.0,0.0,True,,False,1.0,0.0,True,0,0,2134.0,0.5715376043366767,0.05483278481043552,0.19496663354464905,0.3721898173090215,0.22929420862298516,0.3075042380469002,-0.4308133750329258,1512.0,0.12727735021282663,0.7082932655068768,8.531382425767928,0.0,7.0,33.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.001060067200528189,0.5039827941342455,0.5050428613347736,1.0090256554690191,-0.001060067200528189,0.0,2134.0,-0.08238926693300579,-0.07972122305856202,-0.02506490269523521,0.07644849920999479,0.0479033409661245,0.2769120011388633,-0.29752869718235864
G00,G00__mom_12_1__top20__monthly__long_short,long_short,mom_12_1,20,monthly,base,0.0,0.01,True,,False,1.0,0.0,True,0,0,2134.0,0.5062202686337272,0.049558168587123586,0.19500865913747253,0.3464428240186996,0.2035729142789912,0.27273892356985574,-0.4363460860368601,1512.0,0.11357537095666119,0.7084769683082811,8.533595123428332,0.0,7.0,33.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0010608764505530305,0.5040936452428268,0.5051545216933798,1.0092481669362068,-0.0010608764505530305,0.039821191262400156,2134.0,-0.08739451207365768,-0.0843230115474338,-0.025095639161954675,0.07144801680358537,0.0429020282612866,0.2769456786026596,-0.31556553803117693
G00,G00__mom_12_1__top20__monthly__long_short,long_short,mom_12_1,20,monthly,base,0.0,0.03,True,,False,1.0,0.0,True,0,0,2134.0,0.38526351881427257,0.03923386756913594,0.1950915661012105,0.2957041550814438,0.15288489790525542,0.20442888743949889,-0.4470999275866975,1528.0,0.08775189873303675,0.7088423107830273,8.537995668400624,0.0,7.0,33.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0010624740546557184,0.5043122932697092,0.5053747673243648,1.009687060594074,-0.0010624740546557184,0.11354917589206637,2134.0,-0.09726447593586955,-0.09333034925102476,-0.02515623646751732,0.061587442727936814,0.03303981729851294,0.2770121181369531,-0.3511199314673397
G00,G00__mom_12_1__top20__monthly__long_short,long_short,mom_12_1,20,monthly,base,5.0,0.0,True,,False,1.0,0.0,True,0,0,2134.0,0.5157716696140002,0.05034192293015738,0.19496129239892848,0.35030766582575773,0.20740383576104995,0.27789692130137605,-0.43562334478163767,1512.0,0.11556295945386484,0.7082932655068768,8.531382425767928,0.033837731316242126,7.0,33.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.001060067200528188,0.5039827941342455,0.5050428613347737,1.0090256554690191,-0.001060067200528188,0.0,2134.0,-0.086657427386702,-0.0836392325650057,-0.02507944137076751,0.07218259158023017,0.04363706463011239,0.27691017390091427,-0.3129441802947634
G00,G00__mom_12_1__top20__monthly__long_short,long_short,mom_12_1,20,monthly,base,5.0,0.01,True,,True,1.0,0.0,True,0,0,2134.0,0.4527585002892158,0.045088606254866104,0.19500332092103892,0.3245594390568617,0.1816813015545455,0.2431903496808462,-0.4411110335542189,1514.0,0.10221600192488513,0.7084769683082811,8.533595123428332,0.033164278268567965,7.0,33.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.001060876450553025,0.5040936452428268,0.5051545216933798,1.0092481669362063,-0.001060876450553025,0.03909446481190891,2134.0,-0.09166369420098609,-0.08822243846686963,-0.025110156073458276,0.06718108412776824,0.03863472752209238,0.2769438499452514,-0.33098295636139585
G00,G00__mom_12_1__top20__monthly__long_short,long_short,mom_12_1,20,monthly,base,5.0,0.03,True,,False,1.0,0.0,True,0,0,2134.0,0.33607008396085436,0.034805993708043825,0.19508623336044617,0.2738182517198794,0.13099075393681367,0.17499570290443223,-0.4517773610669832,1531.0,0.07704235915195247,0.7088423107830273,8.537995668400624,0.03189065423956622,7.0,33.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0010624740546557204,0.5043122932697093,0.5053747673243648,1.009687060594074,-0.0010624740546557204,0.111507053966096,2134.0,-0.1015356912999699,-0.09719340546241312,-0.025170711124614217,0.057318470267864234,0.02877047802614622,0.27701028655994253,-0.36654123051130266
