factor_id,frequency,state_id,state_bin,episode_id,start_signal,end_signal,observations,relative_log_contribution,episode_relative_mdd
XS004_HIGH_52W,weekly,MKT_TREND126,mid,71,2024-08-02,2024-08-09,2,-0.05510382160565395,-0.0182301702508888
XS004_HIGH_52W,weekly,MKT_TREND126,mid,73,2024-09-06,2024-09-27,4,-0.03446132481981978,-0.03173767002413597
XS004_HIGH_52W,weekly,MKT_TREND126,mid,75,2024-12-20,2025-01-17,5,-0.018401246128679667,-0.012978891019779781
XS004_HIGH_52W,weekly,MKT_TREND126,mid,77,2025-01-31,2025-01-31,1,0.012984843069976708,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,mid,79,2025-02-21,2025-03-07,3,-8.489773300861259e-05,-0.0197210206675823
XS004_HIGH_52W,weekly,MKT_TREND126,mid,81,2025-07-03,2025-07-25,4,0.0473170668190071,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,mid,83,2025-08-08,2025-08-29,4,-0.019138775713848536,-0.009582453041172112
XS004_HIGH_52W,weekly,MKT_TREND126,mid,85,2026-01-02,2026-01-02,1,-0.01180970769357399,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,mid,87,2026-01-23,2026-02-27,6,-0.04255069720565649,-0.04458304175854455
XS004_HIGH_52W,weekly,MKT_TREND126,mid,89,2026-04-17,2026-05-15,5,0.08045375093851877,-0.012658318345778685
XS004_HIGH_52W,weekly,MKT_TREND126,mid,91,2026-06-05,2026-06-12,2,0.011107174465673091,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,1,2017-12-29,2018-02-02,6,-0.006192304298014924,-0.00592232749481747
XS004_HIGH_52W,weekly,MKT_TREND126,high,3,2018-02-16,2018-03-16,5,-0.021842485446959922,-0.02173103308801716
XS004_HIGH_52W,weekly,MKT_TREND126,high,16,2018-09-21,2018-10-05,3,-0.008638614774108672,-0.019773320571124242
XS004_HIGH_52W,weekly,MKT_TREND126,high,21,2019-05-03,2019-05-03,1,0.011999734274087863,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,25,2019-06-14,2019-08-02,8,-0.03156063786612889,-0.026401748051158913
XS004_HIGH_52W,weekly,MKT_TREND126,high,29,2019-09-06,2019-09-06,1,-0.041307165302556764,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,33,2019-11-08,2019-12-27,8,-0.0254844015418135,-0.021065075457054605
XS004_HIGH_52W,weekly,MKT_TREND126,high,35,2020-01-10,2020-02-21,7,-0.015881511046626676,-0.04189504748684403
XS004_HIGH_52W,weekly,MKT_TREND126,high,38,2020-08-28,2021-02-26,27,-0.15168473653068235,-0.15773792885422
XS004_HIGH_52W,weekly,MKT_TREND126,high,40,2021-03-12,2021-09-24,29,-0.05756071609166108,-0.07066700799914882
XS004_HIGH_52W,weekly,MKT_TREND126,high,42,2021-10-29,2021-11-19,4,0.0031964078126557674,-0.014683800047283424
XS004_HIGH_52W,weekly,MKT_TREND126,high,44,2021-12-10,2021-12-10,1,-0.0015105656177770398,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,46,2021-12-23,2021-12-31,2,-0.04081752658191569,-0.03108268342898879
XS004_HIGH_52W,weekly,MKT_TREND126,high,54,2023-03-31,2023-03-31,1,-0.006248690385907463,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,56,2023-04-14,2023-05-12,5,0.01964302773578362,-0.02224383356342996
XS004_HIGH_52W,weekly,MKT_TREND126,high,58,2023-06-09,2023-07-28,8,-0.03968174549176998,-0.0611785602694509
XS004_HIGH_52W,weekly,MKT_TREND126,high,60,2023-08-11,2023-08-11,1,0.004320141860642508,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,62,2023-08-25,2023-09-22,5,-0.0064230938941010046,-0.016958690931146658
XS004_HIGH_52W,weekly,MKT_TREND126,high,66,2023-11-24,2023-11-24,1,-0.014926204259658439,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,68,2023-12-22,2023-12-22,1,-0.0059089081105421675,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,70,2024-02-02,2024-07-26,26,-0.08466193641058378,-0.12716097935976367
XS004_HIGH_52W,weekly,MKT_TREND126,high,72,2024-08-16,2024-08-30,3,0.018616367049295403,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,74,2024-10-04,2024-12-13,11,0.024986090389301968,-0.02858731170377171
XS004_HIGH_52W,weekly,MKT_TREND126,high,76,2025-01-24,2025-01-24,1,0.01496440351116432,0.0
XS004_HIGH_52W,weekly,MKT_TREND126,high,78,2025-02-07,2025-02-14,2,-0.011529803173062628,-0.022209042179548444
XS004_HIGH_52W,weekly,MKT_TREND126,high,84,2025-09-05,2025-12-26,17,0.049085600939489556,-0.024068184024645167
XS004_HIGH_52W,weekly,MKT_TREND126,high,86,2026-01-09,2026-01-16,2,-0.006991398429236757,-0.0004940811089158004
XS004_HIGH_52W,weekly,MKT_TREND126,high,90,2026-05-22,2026-05-29,2,0.04858048667499882,-0.013287490509734434
XS004_HIGH_52W,weekly,MKT_TREND126,high,92,2026-06-18,2026-06-18,1,-0.05577586868807097,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,4,2018-04-20,2018-04-20,1,-0.01954605253825824,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,15,2018-09-07,2018-09-07,1,-0.007469871585017103,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,23,2019-04-05,2019-04-05,1,-0.0073280386689420236,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,27,2019-06-21,2019-06-21,1,-0.01973024898600074,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,29,2019-07-05,2019-07-19,3,-0.006231941134764231,-0.004241335876905006
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,36,2019-10-04,2019-10-18,3,-0.021959089883730225,-0.010460880373737713
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,40,2019-12-27,2020-01-03,2,-0.01174095704309935,-0.0050145974503843505
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,50,2021-04-23,2021-04-23,1,-0.0055776965104278155,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,74,2022-12-30,2022-12-30,1,-0.002384713157213645,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,79,2023-04-14,2023-04-21,2,0.011899888384271883,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,84,2023-07-07,2023-07-21,3,-0.05271636743942116,-0.034917443850221
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,88,2023-09-08,2023-10-06,5,-0.006331857906556715,-0.009414020090487307
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,93,2024-01-05,2024-01-12,2,0.012018480229618222,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,97,2024-04-12,2024-04-12,1,-0.016339445662326795,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,103,2024-08-30,2024-09-13,3,-0.018416442997562413,-0.030554069340374523
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,106,2024-10-18,2024-10-18,1,0.01061229374000447,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,110,2024-12-13,2024-12-13,1,0.022504042608101977,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,112,2025-01-03,2025-01-10,2,0.008100297663804136,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,118,2025-06-20,2025-06-20,1,-0.006200528744106672,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,low,126,2025-09-12,2025-09-12,1,0.023396194495392465,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,1,2017-12-29,2018-01-05,2,-0.001370586517722025,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,3,2018-03-16,2018-04-13,5,-0.008345255568609709,-0.014364467025043015
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,6,2018-05-25,2018-05-25,1,0.016748235875157606,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,8,2018-06-08,2018-06-15,2,-0.00417528699526456,-0.01498558218933621
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,10,2018-07-20,2018-07-20,1,-0.021937789753978244,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,12,2018-08-10,2018-08-10,1,-0.0024513784968176466,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,14,2018-08-24,2018-08-31,2,0.0030359444472426384,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,16,2018-09-14,2018-10-12,5,-0.010195373456549181,-0.019773320571124242
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,18,2019-01-04,2019-01-04,1,-0.015314763723809088,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,20,2019-03-08,2019-03-15,2,0.004567605434347293,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,22,2019-03-29,2019-03-29,1,-0.017751338805408266,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,24,2019-04-12,2019-04-12,1,-0.00458730683488791,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,26,2019-06-14,2019-06-14,1,-0.019219408645675354,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,28,2019-06-28,2019-06-28,1,-0.00038035049446197506,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,30,2019-07-26,2019-08-02,2,0.014001311394773407,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,32,2019-09-06,2019-09-06,1,-0.041307165302556764,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,34,2019-09-20,2019-09-20,1,0.005624983436584146,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,37,2019-10-25,2019-10-25,1,0.004121000903478033,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,39,2019-11-29,2019-12-20,4,-0.006933748156604765,-0.006813316838475414
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,41,2020-01-10,2020-01-17,2,0.009628373560715404,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,43,2020-06-26,2020-06-26,1,-0.007023000911261658,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,45,2020-09-25,2020-10-02,2,-0.016212115590161648,-0.0067573276586821995
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,47,2020-12-24,2020-12-31,2,-0.017390079533705666,-0.013339282316602197
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,49,2021-04-01,2021-04-16,3,0.005719447939565956,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,51,2021-04-30,2021-04-30,1,-0.0026283429785367643,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,53,2021-05-28,2021-06-04,2,-0.0051703226956893965,-0.010156063532525184
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,55,2021-06-25,2021-06-25,1,0.008253602044012832,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,57,2021-07-23,2021-07-23,1,0.004829612484254257,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,59,2021-08-06,2021-08-06,1,0.006366556241333789,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,61,2021-09-03,2021-10-01,5,0.012463206061976364,-0.015197832285953616
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,63,2021-12-10,2021-12-10,1,-0.0015105656177770398,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,65,2021-12-23,2021-12-31,2,-0.04081752658191569,-0.03108268342898879
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,67,2022-06-03,2022-06-17,3,-0.037676891404681424,-0.07896318697122873
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,69,2022-07-22,2022-07-22,1,-0.016795681730605576,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,71,2022-08-26,2022-09-30,6,0.008026837061130665,-0.022373625309154543
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,73,2022-12-16,2022-12-23,2,-0.006834132106659176,-0.015999698990893818
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,75,2023-01-06,2023-01-13,2,-0.034734914794945025,-0.013649066476624894
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,77,2023-02-24,2023-03-10,3,0.025890169264040926,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,80,2023-04-28,2023-04-28,1,0.015837568366286234,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,82,2023-06-16,2023-06-23,2,0.011093208544583313,-0.004081894764665361
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,85,2023-07-28,2023-07-28,1,-0.0036067320119804354,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,87,2023-08-25,2023-09-01,2,0.010681042356024772,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,89,2023-10-13,2023-10-27,3,-0.023570873067371496,-0.02529859135004242
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,91,2023-12-08,2023-12-08,1,-0.009862230559569446,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,94,2024-01-19,2024-01-26,2,-0.009300630810288455,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,96,2024-03-08,2024-04-05,5,-0.01044626206828881,-0.010984997692782716
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,98,2024-04-19,2024-04-26,2,-0.011026634071653805,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,100,2024-05-31,2024-07-12,7,-0.04253663223009462,-0.04267351827991117
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,102,2024-08-23,2024-08-23,1,0.012772823416430518,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,104,2024-09-20,2024-10-04,3,-0.008959178112210718,-0.005513175838892659
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,107,2024-10-25,2024-10-25,1,-0.017986829169425497,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,109,2024-12-06,2024-12-06,1,0.007777411905538642,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,111,2024-12-20,2024-12-27,2,-0.013437691026497521,-0.004680194179857877
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,113,2025-01-17,2025-01-31,3,0.014885393815154746,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,115,2025-04-25,2025-05-02,2,-0.03347873548586333,-0.029483947707553693
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,117,2025-06-13,2025-06-13,1,0.0071209441435565275,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,119,2025-06-27,2025-06-27,1,-0.017063225540746737,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,121,2025-07-11,2025-07-11,1,0.011001523949048278,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,123,2025-08-22,2025-08-22,1,0.0073952019588102895,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,125,2025-09-05,2025-09-05,1,0.015094543186994007,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,127,2025-09-19,2025-09-26,2,-0.006293515054149874,-0.004689324660987704
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,129,2025-10-17,2025-10-17,1,-0.016050314778319138,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,131,2025-12-05,2025-12-05,1,0.009314587494132467,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,133,2026-01-02,2026-01-02,1,-0.01180970769357399,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,mid,135,2026-04-02,2026-04-02,1,-0.00827548406138496,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,2,2018-01-12,2018-03-09,9,-0.02214102069411593,-0.02299082592654278
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,5,2018-04-27,2018-05-18,4,-0.015299635682993891,-0.010260271686883704
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,7,2018-06-01,2018-06-01,1,-0.005167908439710453,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,9,2018-06-22,2018-07-13,4,-0.03342245478052472,-0.018273301050553137
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,11,2018-07-27,2018-08-03,2,-0.010572252994071378,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,13,2018-08-17,2018-08-17,1,-0.006853522004262226,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,17,2018-10-19,2018-12-28,11,-0.005484293925801957,-0.07875244213322774
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,19,2019-01-11,2019-03-01,8,-0.043935380697756224,-0.028607696500934865
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,21,2019-03-22,2019-03-22,1,-0.024699866929589028,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,25,2019-04-18,2019-06-07,8,0.0421755332860017,-0.02179799456404241
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,31,2019-08-09,2019-08-30,4,0.001750612362726365,-0.017295345471422863
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,33,2019-09-13,2019-09-13,1,-0.0074561967977155065,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,35,2019-09-27,2019-09-27,1,0.013468198244955808,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,38,2019-11-01,2019-11-22,4,-0.011251714236737263,-0.011767128469697186
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,42,2020-01-24,2020-06-19,22,-0.11341683572896419,-0.2583680776012077
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,44,2020-07-02,2020-09-18,12,-0.031212020561790028,-0.07150985241293384
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,46,2020-10-09,2020-12-18,11,-0.07917800114785997,-0.09858431163174752
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,48,2021-01-08,2021-03-26,12,-0.10617116412904842,-0.10334695610237266
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,52,2021-05-07,2021-05-21,3,-0.022727255547570314,-0.02036689916793677
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,54,2021-06-11,2021-06-18,2,0.0018596171703496624,-0.004599515893881301
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,56,2021-07-02,2021-07-16,3,0.011713186506690834,-0.015035395074407432
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,58,2021-07-30,2021-07-30,1,0.005082193476701363,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,60,2021-08-13,2021-08-27,3,-0.00870759001856428,-0.02159492718812628
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,62,2021-10-08,2021-12-03,9,-0.020975470872054185,-0.02709648595506453
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,64,2021-12-17,2021-12-17,1,-0.015226117476371884,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,66,2022-01-07,2022-05-27,21,-0.007883196057125685,-0.059522158039425066
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,68,2022-06-24,2022-07-15,4,-0.01939968580694787,-0.04750458254595413
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,70,2022-07-29,2022-08-19,4,-0.0027285845040893736,-0.015344475324569617
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,72,2022-10-07,2022-12-09,10,-0.07696605720742389,-0.08906904492574086
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,76,2023-01-20,2023-02-17,5,-0.008633727191209495,-0.02563389604494548
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,78,2023-03-17,2023-04-06,4,-0.026794142680921944,-0.03068135868035715
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,81,2023-05-05,2023-06-09,6,-0.019683108259960527,-0.04146424418458494
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,83,2023-06-30,2023-06-30,1,-0.0027166299991560703,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,86,2023-08-04,2023-08-18,3,0.008404259393303769,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,90,2023-11-03,2023-12-01,5,-0.017952561683818515,-0.03784344059468425
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,92,2023-12-15,2023-12-29,3,-0.008353756679443103,-0.009007664747424537
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,95,2024-02-02,2024-03-01,5,-0.02836667691753389,-0.039517359713159506
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,99,2024-05-03,2024-05-24,4,-0.014106576140553165,-0.02168966488811863
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,101,2024-07-19,2024-08-16,5,-0.023714120485623463,-0.05999906700009594
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,105,2024-10-11,2024-10-11,1,0.009037214620166135,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,108,2024-11-01,2024-11-29,5,-0.0014296138324287038,-0.01546027855588672
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,114,2025-02-07,2025-04-17,11,-0.011886982395677724,-0.06983243647260118
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,116,2025-05-09,2025-06-06,5,-0.005580695160159559,-0.026759331832427402
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,120,2025-07-03,2025-07-03,1,-0.008963773408593318,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,122,2025-07-18,2025-08-15,5,0.0038751953688272913,-0.04055867870730501
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,124,2025-08-29,2025-08-29,1,0.006093454515932142,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,128,2025-10-03,2025-10-10,2,0.0019139665044490706,-0.0020064360348927
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,130,2025-10-24,2025-11-28,6,0.010987087822992642,-0.024068184024645056
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,132,2025-12-12,2025-12-26,3,0.010723051267997913,0.0
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,134,2026-01-09,2026-03-27,12,-0.005619904039566463,-0.06009592938072983
XS004_HIGH_52W,weekly,MKT_XS_DISP21,high,136,2026-04-10,2026-06-18,11,0.08767076528374482,-0.056392754883099916
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,1,2017-12-29,2018-01-31,2,-0.01133135075784178,-0.02357177943694244
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,4,2018-06-29,2018-09-28,4,0.010626081349115558,-0.03728614715480427
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,7,2019-03-29,2019-07-31,5,0.0013583418662526797,-0.08219283662630006
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,11,2019-11-29,2020-01-31,3,0.04021349169903084,-0.0329924314749781
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,14,2021-01-29,2021-06-30,6,0.05206909289901886,-0.06490857181320342
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,16,2021-08-31,2021-08-31,1,0.031141845644262853,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,18,2021-10-29,2021-10-29,1,-0.05740437521150897,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,22,2023-06-30,2023-10-31,5,-0.1361938449150933,-0.12577669349943366
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,24,2024-01-31,2025-03-31,15,-0.19215785398132365,-0.2062367373327052
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,low,26,2025-07-31,2026-04-30,10,0.05146296217114669,-0.1434602984324651
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,3,2018-05-31,2018-05-31,1,0.04951116358108325,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,5,2018-10-31,2018-11-30,2,-0.012161134383243233,-0.006816434250176195
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,9,2019-09-30,2019-09-30,1,0.026639137556898076,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,13,2020-09-30,2020-12-31,4,-0.014939155014126244,-0.006586314397594495
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,15,2021-07-30,2021-07-30,1,0.007879921795617053,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,17,2021-09-30,2021-09-30,1,0.02908032245544804,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,19,2021-11-30,2022-03-31,5,-0.12195288648904616,-0.11823139562810969
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,21,2023-03-31,2023-05-31,3,-0.003811400142769261,-0.00901518987875316
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,mid,23,2023-11-30,2023-12-29,2,-0.006991292993941626,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,2,2018-02-28,2018-04-30,3,0.05871186495863179,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,6,2018-12-31,2019-02-28,3,0.0783933288393033,-0.007393212271485483
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,8,2019-08-30,2019-08-30,1,0.05443946381686795,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,10,2019-10-31,2019-10-31,1,-0.009942335346514994,0.0
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,12,2020-02-28,2020-08-31,7,-0.017944629097891428,-0.02886675254604587
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,20,2022-04-29,2023-02-28,11,-0.06381190330318225,-0.15754381125410122
XS007_ST_REV_21,monthly,MKT_AVG_CORR63,high,25,2025-04-30,2025-06-30,3,-0.023259488189053695,-0.0029353297050713767
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,2,2018-02-28,2018-02-28,1,0.019867393759488206,0.0
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,6,2018-06-29,2018-10-31,5,0.0053047192190971496,-0.042395489805412856
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,11,2019-04-30,2019-05-31,2,0.08018051194854889,0.0
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,13,2019-08-30,2019-10-31,3,0.07113626602725102,-0.009893073724141277
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,15,2019-12-31,2020-05-29,6,-0.022457171354583194,-0.30378876791298703
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,18,2020-08-31,2020-09-30,2,-0.036840935329749615,-0.03243365317800184
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,20,2021-06-30,2021-12-31,7,-0.14012699130488707,-0.1316132602844402
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,23,2022-08-31,2022-08-31,1,-0.025692865750972016,0.0
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,26,2023-03-31,2023-07-31,5,-0.04082134777714329,-0.04502108782104486
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,28,2023-09-29,2023-11-30,3,-0.06365022356300425,-0.007688083055318762
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,30,2024-03-28,2024-03-28,1,-0.05001934070192437,0.0
XS007_ST_REV_21,monthly,MKT_BREADTH_RSP63,low,32,2024-05-31,2024-07-31,3,-0.0248211823738948,-0.023036715472533276
