factor_id,frequency,pair_id,left_state,right_state,left_bin,right_bin,observations,calendar_years,mean_active_return,active_ir,mean_rank_ic,relative_log_contribution
XS002_MOM_12_1,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,mid,6,3,0.0043749708305813595,0.49161706766435487,-0.004248290115036152,0.025491046215210263
XS002_MOM_12_1,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,high,7,4,0.021895917820405435,2.4585098116080646,0.06552961490737665,0.14366927462122758
XS002_MOM_12_1,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,low,26,8,0.012792091314784631,0.9510998877080395,0.011735570553191828,0.307866172803642
XS002_MOM_12_1,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,mid,14,6,-0.01012167073886816,-0.9228857892725609,-0.05993389846220567,-0.14443228035444944
XS002_MOM_12_1,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,high,21,6,0.005020442850288909,0.3610177788089038,-0.015248602050294076,0.0800872326304014
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,low,9,3,0.0011285946241590653,0.3712671573414601,0.08941643929337673,0.00852817844898265
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,mid,28,6,0.0043825086954664095,1.2611094035614228,-0.01393046168456495,0.11455665020056019
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,high,123,7,0.0019641781651216325,0.4266107676412455,0.014895708331309217,0.18717841012487224
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,low,14,7,-0.002757281064056744,-0.9336524825286392,-0.011992792796964089,-0.040343085991387785
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,mid,44,8,0.0023020898395187824,0.5165564012159279,-0.013152654227580485,0.07126982717638328
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,high,36,8,0.012549337329223673,3.4834509545709427,0.09869309842212558,0.4297939203355068
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,low,68,9,0.001691753230153896,0.5592695783474598,0.03595123324597865,0.09419056601389172
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,mid,72,7,0.00023581161519170866,0.06516096486126273,0.012719646932144692,-0.01909073576742583
XS002_MOM_12_1,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,high,49,8,-0.008006875348978938,-1.8804339091575173,-0.0718576532024033,-0.4140053015369214
XS002_MOM_12_1,weekly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,low,low,71,8,8.299012334636786e-05,0.025991829379649466,0.036329042874145644,-0.014270223073312879
