process_id,frequency,top_k,expected_periods,engine_periods,maximum_abs_label_proxy_difference,mean_abs_label_proxy_difference,identity_passed
RAW__XS019_PRICE_DELAY_52W,weekly,20,443,443,0.00035601287390357196,1.0010954955825898e-06,True
RAW__XS019_PRICE_DELAY_52W,weekly,50,443,443,0.0005965463108319434,5.382553594902614e-06,True
RAW__XS020_VOLUME_SHOCK_50D,monthly,5,101,101,0.008862629246676398,0.00010321430649449679,True
RAW__XS020_VOLUME_SHOCK_50D,monthly,10,101,101,0.004431314623338033,5.999383344202567e-05,True
RAW__XS020_VOLUME_SHOCK_50D,monthly,20,101,101,0.002215657311669353,3.0629491036739625e-05,True
RAW__XS020_VOLUME_SHOCK_50D,monthly,50,101,101,0.0014401622718055451,2.9810627692873153e-05,True
RAW__XS020_VOLUME_SHOCK_50D,weekly,5,443,443,0.003053174515939408,1.074901937276682e-05,True
RAW__XS020_VOLUME_SHOCK_50D,weekly,10,443,443,0.004837199471094518,1.6406585244220963e-05,True
RAW__XS020_VOLUME_SHOCK_50D,weekly,20,443,443,0.013015565440377835,4.5304978709417436e-05,True
RAW__XS020_VOLUME_SHOCK_50D,weekly,50,443,443,0.015491567879004787,5.7795735604566455e-05,True
RAW__XS032_GROSS_PROFIT_AT,monthly,5,101,101,0.011414415386278562,0.00011301401372562578,True
RAW__XS032_GROSS_PROFIT_AT,monthly,10,101,101,0.005707207693139215,5.650700686285363e-05,True
RAW__XS032_GROSS_PROFIT_AT,monthly,20,101,101,0.002853603846569219,2.8253503431544464e-05,True
RAW__XS032_GROSS_PROFIT_AT,monthly,50,101,101,0.0011414415386278957,1.1541138537488732e-05,True
RAW__XS032_GROSS_PROFIT_AT,weekly,5,443,443,0.008161808447353015,3.316099143221054e-05,True
RAW__XS032_GROSS_PROFIT_AT,weekly,10,443,443,0.0040809042236764105,1.0510767766434338e-05,True
RAW__XS032_GROSS_PROFIT_AT,weekly,20,443,443,0.0020404521118379676,4.966921427027677e-06,True
RAW__XS032_GROSS_PROFIT_AT,weekly,50,443,443,0.0008161808447353508,3.39388192569331e-06,True
RAW__XS041_ASSET_GROWTH,monthly,5,101,101,0.001286615148562896,1.273876384725074e-05,True
RAW__XS041_ASSET_GROWTH,monthly,10,101,101,0.006895053013557868,7.46372335430694e-05,True
RAW__XS041_ASSET_GROWTH,monthly,20,101,101,0.003447526506778889,7.499324466871871e-05,True
RAW__XS041_ASSET_GROWTH,monthly,50,101,101,0.002210936177416814,7.751333908569821e-05,True
RAW__XS041_ASSET_GROWTH,weekly,5,443,443,0.0003462148785980503,7.815234280824758e-07,True
RAW__XS041_ASSET_GROWTH,weekly,10,443,443,0.0018199179615172867,4.498928670118675e-06,True
RAW__XS041_ASSET_GROWTH,weekly,20,443,443,0.0009099589807585462,3.1390148187846114e-06,True
RAW__XS041_ASSET_GROWTH,weekly,50,443,443,0.0009801833719798262,8.68012914213203e-06,True
RAW__XS056_CFO_ACCRUALS_PT,monthly,5,101,101,3.0531133177191805e-16,9.103648459386702e-17,True
RAW__XS056_CFO_ACCRUALS_PT,monthly,10,101,101,0.0031548397376115894,3.240775181078165e-05,True
RAW__XS056_CFO_ACCRUALS_PT,monthly,20,101,101,0.005527340443541279,9.218298074442744e-05,True
RAW__XS056_CFO_ACCRUALS_PT,monthly,50,101,101,0.0022109361774162485,8.08406349172413e-05,True
RAW__XS056_CFO_ACCRUALS_PT,weekly,5,443,443,3.7708551559045844e-16,9.433953923735213e-17,True
RAW__XS056_CFO_ACCRUALS_PT,weekly,10,443,443,0.00253456221198133,1.3407377319309761e-05,True
RAW__XS056_CFO_ACCRUALS_PT,weekly,20,443,443,0.0014913657770798255,1.3890958531212367e-05,True
RAW__XS056_CFO_ACCRUALS_PT,weekly,50,443,443,0.0016851136899635744,1.8639152192897982e-05,True
STATIC_DIM6_ALL14,monthly,5,101,101,0.008586196580762654,8.505577588601575e-05,True
STATIC_DIM6_ALL14,monthly,10,101,101,0.004293098290381315,7.222589830734039e-05,True
STATIC_DIM6_ALL14,monthly,20,101,101,0.0021465491451905863,3.9652040454961374e-05,True
STATIC_DIM6_ALL14,monthly,50,101,101,0.0013790106027116028,3.866130998641063e-05,True
STATIC_DIM6_ALL14,weekly,5,443,443,0.02062067070578393,5.283024944599719e-05,True
STATIC_DIM6_ALL14,weekly,10,443,443,0.00510978090463886,2.0670121866227843e-05,True
STATIC_DIM6_ALL14,weekly,20,443,443,0.002015924583857004,9.172628930725865e-06,True
STATIC_DIM6_ALL14,weekly,50,443,443,0.007062977336259345,3.644530718677904e-05,True
STATIC_EQ_ALL14,monthly,5,101,101,0.008586196580762567,8.930277034283963e-05,True
STATIC_EQ_ALL14,monthly,10,101,101,0.004293098290381346,4.4651385171487536e-05,True
STATIC_EQ_ALL14,monthly,20,101,101,0.0021465491451902394,4.280473632921009e-05,True
STATIC_EQ_ALL14,monthly,50,101,101,0.0008586196580762234,2.5533923785435274e-05,True
STATIC_EQ_ALL14,weekly,5,443,443,0.021721694678377146,6.374622434653871e-05,True
STATIC_EQ_ALL14,weekly,10,443,443,0.016037201364663592,4.355788423992e-05,True
STATIC_EQ_ALL14,weekly,20,443,443,0.0013910370216403064,1.1593034434545844e-05,True
STATIC_EQ_ALL14,weekly,50,443,443,0.00279220358847072,2.0432296075103267e-05,True
STATIC_EQ_ROLE5,monthly,5,101,101,0.00858619658076247,8.5055775886027e-05,True
STATIC_EQ_ROLE5,monthly,10,101,101,0.004293098290381547,7.010240107895046e-05,True
STATIC_EQ_ROLE5,monthly,20,101,101,0.0021465491451903573,3.505120053956945e-05,True
STATIC_EQ_ROLE5,monthly,50,101,101,0.0008586196580760222,1.5338040391307294e-05,True
STATIC_EQ_ROLE5,weekly,5,443,443,3.7816971776294395e-16,9.680579325363575e-17,True
STATIC_EQ_ROLE5,weekly,10,443,443,0.007225665958492812,1.93569026157209e-05,True
STATIC_EQ_ROLE5,weekly,20,443,443,0.0006720571248556295,2.069601499386502e-06,True
STATIC_EQ_ROLE5,weekly,50,443,443,0.005676936949181012,2.786628307649034e-05,True
UNI_LGBM__XS001_MOM_255_0,monthly,5,101,101,0.00038515778103986875,3.81344337672215e-06,True
UNI_LGBM__XS001_MOM_255_0,monthly,10,101,101,0.00019257889051993438,1.9067216884308046e-06,True
UNI_LGBM__XS001_MOM_255_0,monthly,20,101,101,0.00011011557703624652,2.043614082304766e-06,True
UNI_LGBM__XS001_MOM_255_0,monthly,50,101,101,0.00019833690151060263,3.3165474006183115e-06,True
UNI_LGBM__XS001_MOM_255_0,weekly,5,443,443,3.608224830031759e-16,1.0083312707967078e-16,True
UNI_LGBM__XS001_MOM_255_0,weekly,10,443,443,5.429684479807406e-16,1.3980774777155744e-16,True
UNI_LGBM__XS001_MOM_255_0,weekly,20,443,443,1.4007991371933455e-05,3.162074818905242e-08,True
UNI_LGBM__XS001_MOM_255_0,weekly,50,443,443,0.0018002812939522765,4.076488692009433e-06,True
UNI_LGBM__XS002_MOM_12_1,monthly,5,101,101,3.9898639947466563e-16,1.0269004774683993e-16,True
UNI_LGBM__XS002_MOM_12_1,monthly,10,101,101,0.00012106726822080222,1.1986858240868968e-06,True
UNI_LGBM__XS002_MOM_12_1,monthly,20,101,101,6.053363411037682e-05,5.993429121548829e-07,True
UNI_LGBM__XS002_MOM_12_1,monthly,50,101,101,0.0015047835053364766,3.320570498211872e-05,True
UNI_LGBM__XS002_MOM_12_1,weekly,5,443,443,0.17771517657228803,0.0006290671714798981,True
UNI_LGBM__XS002_MOM_12_1,weekly,10,443,443,0.10263927812786089,0.000404047366493595,True
UNI_LGBM__XS002_MOM_12_1,weekly,20,443,443,0.06053686888642384,0.0002224606224956637,True
UNI_LGBM__XS002_MOM_12_1,weekly,50,443,443,0.02503032813311855,0.00011456643500345024,True
UNI_LGBM__XS003_MOM_12_7,monthly,5,101,101,2.8796409701215e-16,8.643989676952748e-17,True
