process_id,frequency,window_type,window_id,periods,relative_log_sum,active_mean
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2019,12,-0.057480073592638826,-0.005615480105049207
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2020,12,-0.13515429397041948,-0.01485179735515485
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2021,12,-0.12509646072150699,-0.010362548458564927
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2022,12,0.08907901377493316,0.006143968881725119
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2023,12,-0.18380441204090558,-0.016098533953606064
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2024,12,-0.047218694745334855,-0.004160033644722043
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2025,12,-0.16654046330176087,-0.013781980526216828
RAW__XS013_LOW_BETA_FP,monthly,calendar_year,2026,5,-0.04004031295790482,-0.006810491603104785
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2018,53,0.10586337807683735,0.0019203187436160707
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2019,52,-0.017870979686954835,-0.0003973284470218279
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2020,52,-0.1628411738417048,-0.0037389456722101443
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2021,52,-0.13704662896627495,-0.002693503798615239
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2022,52,0.09066155226156507,0.0016006771812561266
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2023,52,-0.1864746977660008,-0.0037059058446048867
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2024,53,-0.06744950891777715,-0.0013028251889570545
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2025,52,-0.17475481578035995,-0.0035196310673765484
RAW__XS013_LOW_BETA_FP,weekly,calendar_year,2026,25,-0.014754199149675285,-0.00041921323632574834
RAW__XS015_MAX_21,monthly,calendar_year,2018,12,-0.03576667137146511,-0.003136963227137866
RAW__XS015_MAX_21,monthly,calendar_year,2019,12,-0.09606362776753313,-0.00881281453513109
RAW__XS015_MAX_21,monthly,calendar_year,2020,12,-0.03664327029608812,-0.005622978663744486
