comparison_id,candidate_process_id,parent_process_id,frequency,economic_mean_increment,economic_p,mean_rank_ic_increment,rank_ic_p,economic_q,rank_ic_q
RSP__FS_RIDGE__ROLE5_S2,FS_RIDGE__ROLE5_S2,AB_RIDGE__ROLE5_S1_NO_RSP,weekly,0.0003583365206198244,0.395120975804839,0.013271975714831819,0.10437912417516497,0.790241951609678,0.3375324935012997
RSP__FS_LGBM__ROLE5_S2,FS_LGBM__ROLE5_S2,AB_LGBM__ROLE5_S1_NO_RSP,weekly,,1.0,,1.0,1.0,1.0
RSP__FS_RIDGE__ALL14_S6,FS_RIDGE__ALL14_S6,AB_RIDGE__ALL14_S5_NO_RSP,weekly,0.0010226181771909783,0.11897620475904819,0.00575423962140239,0.16876624675064986,0.47590481903619275,0.3375324935012997
RSP__FS_LGBM__ALL14_S6,FS_LGBM__ALL14_S6,AB_LGBM__ALL14_S5_NO_RSP,weekly,,1.0,,1.0,1.0,1.0
RSP__FS_RIDGE__ROLE5_S2,FS_RIDGE__ROLE5_S2,AB_RIDGE__ROLE5_S1_NO_RSP,monthly,-3.9762266684071876e-05,0.5176964607078585,0.0010723836695250115,0.4843031393721256,1.0,0.9686062787442512
RSP__FS_LGBM__ROLE5_S2,FS_LGBM__ROLE5_S2,AB_LGBM__ROLE5_S1_NO_RSP,monthly,,1.0,,1.0,1.0,1.0
RSP__FS_RIDGE__ALL14_S6,FS_RIDGE__ALL14_S6,AB_RIDGE__ALL14_S5_NO_RSP,monthly,0.007054473295630543,0.01779644071185763,0.02291167667563059,0.0649870025994801,0.07118576284743051,0.2599480103979204
RSP__FS_LGBM__ALL14_S6,FS_LGBM__ALL14_S6,AB_LGBM__ALL14_S5_NO_RSP,monthly,,1.0,,1.0,1.0,1.0
