process_id,frequency,period,periods,relative_log_sum,active_mean
UNI_RIDGE__XS032_GROSS_PROFIT_AT,weekly,2018_2021,209,0.10049694196661929,0.0005153906685060509
UNI_RIDGE__XS032_GROSS_PROFIT_AT,weekly,2022_2026h1,234,-0.11955966026547417,-0.0004620626804153869
UNI_RIDGE__XS032_GROSS_PROFIT_AT,weekly,full,443,-0.01906271829885487,-9.165180574174216e-07
UNI_RIDGE__XS041_ASSET_GROWTH,monthly,2018_2021,48,0.0017609044356704275,0.0004720495717372315
UNI_RIDGE__XS041_ASSET_GROWTH,monthly,2022_2026h1,53,-0.010369596675945683,0.0003048491065615951
UNI_RIDGE__XS041_ASSET_GROWTH,monthly,full,101,-0.008608692240275231,0.0003843107137737787
UNI_RIDGE__XS041_ASSET_GROWTH,weekly,2018_2021,209,0.05007710014327994,0.00033975064980127886
UNI_RIDGE__XS041_ASSET_GROWTH,weekly,2022_2026h1,234,0.09620905443351194,0.0006324781157573173
UNI_RIDGE__XS041_ASSET_GROWTH,weekly,full,443,0.14628615457679187,0.00049437418712343
UNI_RIDGE__XS056_CFO_ACCRUALS_PT,monthly,2018_2021,48,-0.08708334377747842,0.0010908508353244643
UNI_RIDGE__XS056_CFO_ACCRUALS_PT,monthly,2022_2026h1,53,0.2172294948701345,0.004811218311864608
UNI_RIDGE__XS056_CFO_ACCRUALS_PT,monthly,full,101,0.13014615109265612,0.003043122877469292
UNI_RIDGE__XS056_CFO_ACCRUALS_PT,weekly,2018_2021,209,-0.08463337043294654,0.00013262453563152703
UNI_RIDGE__XS056_CFO_ACCRUALS_PT,weekly,2022_2026h1,234,0.2175390299819978,0.0011505909008659482
UNI_RIDGE__XS056_CFO_ACCRUALS_PT,weekly,full,443,0.13290565954905126,0.0006703313741526434
