matched_average_weight,matched_same_vol_weight,active_vs_symmetric,active_vs_r3a,timing_value_vs_average,timing_value_vs_same_vol
0.8479716116830787,0.7112043314823495,-0.21674933846445266,-0.08750084445003803,0.02363669499039789,0.2322309057620786
