factor_id,frequency,state_id,outcome,best_bin,worst_bin,bh_q,qualification_effect,standardized_range,cross_outcome_contrast,relationship_role,qualifies,leave_one_year_out_estimable,leave_one_year_out_direction_fraction,maximum_single_year_absolute_contribution_fraction,topk_widths_same_direction,top20_same_direction,twenty_bps_same_direction,all_stability_gates
XS008_SAME_MONTH_5Y,monthly,MKT_XS_DISP21,rank_ic,high,mid,1.0,0.0221308822720751,0.1607279949382639,0.009475693640825539,none,False,10,1.0,0.16853772602970774,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_AVG_CORR63,active_return,high,low,1.0,0.0971438008831823,0.0933926588091045,0.00801988342423365,none,False,10,1.0,0.21606312388856275,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_AVG_CORR63,rank_ic,high,low,1.0,0.0080198834242336,0.0577448397011479,0.0018681500169842758,none,False,10,0.9,0.32501813253407064,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_BREADTH_RSP63,active_return,high,low,1.0,0.1149297646630282,0.110491829644305,0.009285282708504726,none,False,10,1.0,0.20673051946394377,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_BREADTH_RSP63,rank_ic,high,mid,1.0,0.0124464451421548,0.0896170108172791,0.0008836590682702603,none,False,10,0.9,0.23859003668246626,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_DD252_SEVERITY,active_return,mid,low,1.0,0.0588018450236663,0.0565312516054931,-0.008148932743549192,none,False,10,0.9,0.2593184903396404,2,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_DD252_SEVERITY,rank_ic,high,mid,0.9097941903010358,0.0250313071442488,0.1802306520051407,-0.00041992038941963386,none,False,10,1.0,0.22199013274008325,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_LOG_RV21,active_return,mid,low,1.0,0.1717649284803129,0.1651323421061368,0.021356817168982252,none,False,10,1.0,0.3184810483220889,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_LOG_RV21,rank_ic,mid,low,0.9097941903010358,0.0213568171689822,0.1537735548902257,0.0033031717015444798,none,False,10,1.0,0.2580478111000997,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_TREND126,active_return,mid,high,1.0,0.1547328818619477,0.1487579764318663,0.02370815430622003,none,False,10,1.0,0.2452580432329264,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_TREND126,rank_ic,mid,high,0.9097941903010358,0.02370815430622,0.170703674555416,0.002975632343498994,none,False,10,1.0,0.27616785209398337,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_XS_DISP21,active_return,mid,low,1.0,0.1205052131708259,0.1158519859843132,0.016533811303787393,none,False,10,0.9,0.28990962035322143,3,True,True,True
XS008_SAME_MONTH_5Y,weekly,MKT_XS_DISP21,rank_ic,high,low,1.0,0.0277682880947246,0.1999374878642192,0.0022998500928180635,none,False,10,1.0,0.36012007979812877,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_AVG_CORR63,active_return,low,high,1.0,0.0804902361401142,0.1441450353515414,0.09280999818814122,none,False,10,1.0,0.23303296730628503,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_AVG_CORR63,rank_ic,low,high,0.6288601376029921,0.0928099981881412,0.3153560800158384,0.006707519678342853,none,False,10,1.0,0.30582205749852803,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_BREADTH_RSP63,active_return,mid,high,0.7208092784629152,0.2221089240076917,0.3977612719044524,0.09171440368256593,none,False,10,1.0,0.20516708258009514,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_BREADTH_RSP63,rank_ic,mid,high,0.6986758695913027,0.0917144036825659,0.3116333950108811,0.018509077000640976,none,False,10,1.0,0.22445736147426915,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_DD252_SEVERITY,active_return,mid,high,0.8739887976911281,0.1362727160878678,0.2440424630354228,0.10493834143780592,none,False,10,1.0,0.1992558066501635,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_DD252_SEVERITY,rank_ic,mid,high,0.6288601376029921,0.1049383414378059,0.3565665838297424,0.011356059673988984,none,False,10,1.0,0.338438342740617,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_LOG_RV21,active_return,low,high,0.705816258222053,0.3175455640700217,0.5686729068469782,0.1633874534681408,none,False,10,1.0,0.39157881231747754,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_LOG_RV21,rank_ic,low,high,0.5908630318324148,0.1633874534681408,0.5551689242039735,0.02646213033916848,exploratory_state_candidate,False,10,1.0,0.34359824172219156,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_TREND126,active_return,high,low,0.7744080774742489,0.1520963313127177,0.2723800066351793,0.11192344969523382,none,False,10,1.0,0.36369339520986,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_TREND126,rank_ic,mid,low,0.5908630318324148,0.1307139634864034,0.4441487332522402,0.011800601301254605,none,False,10,1.0,0.43125674384486923,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_XS_DISP21,active_return,mid,high,1.0,0.0808195916915437,0.1447348580416053,0.052558625291528466,none,False,10,1.0,0.20516149099761896,3,True,True,True
XS013_LOW_BETA_FP,monthly,MKT_XS_DISP21,rank_ic,mid,high,1.0,0.0525586252915284,0.1785872467032926,0.006734965974295315,none,False,10,1.0,0.17166587169786246,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_AVG_CORR63,active_return,low,high,1.0,0.2210015875767755,0.1659813823050134,0.07468410595534011,none,False,10,1.0,0.24575322739459993,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_AVG_CORR63,rank_ic,low,high,0.9097941903010358,0.0746841059553401,0.2372687770785758,0.004250030530322606,none,False,10,1.0,0.28181597132277947,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_BREADTH_RSP63,active_return,low,mid,1.0,0.0878996847142501,0.0660163184030416,0.004224458197806169,none,False,10,1.0,0.24949066904928474,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_BREADTH_RSP63,rank_ic,low,high,0.9508840970619472,0.0317771991765382,0.1009550437961751,0.001355824674856131,none,False,10,1.0,0.21198258086221602,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_DD252_SEVERITY,active_return,low,high,1.0,0.0637240173578392,0.0478593869078356,0.030873316563672072,none,False,10,0.9,0.21719717843858236,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_DD252_SEVERITY,rank_ic,low,mid,0.9508840970619472,0.0360968063058016,0.1146782836731192,0.0011576415479314464,none,False,10,0.9,0.5977307705196869,3,True,True,False
XS013_LOW_BETA_FP,weekly,MKT_LOG_RV21,active_return,low,high,1.0,0.2604905781186338,0.1956392562951279,0.0704157794556551,none,False,10,1.0,0.22479858935376346,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_LOG_RV21,rank_ic,low,high,0.9097941903010358,0.0704157794556551,0.2237084539576437,0.005009434194589112,none,False,10,1.0,0.26006249331022585,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_TREND126,active_return,high,low,1.0,0.0780961305891347,0.0586534415883066,0.04042313356907801,none,False,10,1.0,0.26616895028533905,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_TREND126,rank_ic,high,low,0.9508840970619472,0.040423133569078,0.1284228731793939,0.0015018486651756685,none,False,10,1.0,0.2792129712645617,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_XS_DISP21,active_return,mid,low,1.0,0.2663841418063618,0.2000655677000262,0.0788186045476818,none,False,10,1.0,0.47247138287427454,3,True,True,True
XS013_LOW_BETA_FP,weekly,MKT_XS_DISP21,rank_ic,high,low,1.0,0.0942573598262472,0.2994523159988349,0.004503064701300614,none,False,10,1.0,0.478274613008986,3,True,True,True
XS015_MAX_21,monthly,MKT_AVG_CORR63,active_return,low,high,0.9537739361917644,0.0656870198840958,0.2097152686536973,0.07895852169911118,none,False,10,1.0,0.23565362862512262,3,True,True,True
XS015_MAX_21,monthly,MKT_AVG_CORR63,rank_ic,low,high,0.6288601376029921,0.0789585216991111,0.4150592911897676,0.005473918323674651,none,False,10,1.0,0.2512114040203253,3,True,True,True
XS015_MAX_21,monthly,MKT_BREADTH_RSP63,active_return,low,high,0.70733155715991,0.1374495486207793,0.4388274740762803,0.041042259432910455,none,False,10,1.0,0.2293563442614326,3,True,True,True
XS015_MAX_21,monthly,MKT_BREADTH_RSP63,rank_ic,low,high,1.0,0.0410422594329104,0.2157458212549353,0.011454129051731607,none,False,10,1.0,0.20229465841219774,3,True,True,True
XS015_MAX_21,monthly,MKT_DD252_SEVERITY,active_return,mid,high,0.9537739361917644,0.0646218672045114,0.2063146153625238,0.04413373302443763,none,False,10,1.0,0.1749176689029205,3,True,True,True
XS015_MAX_21,monthly,MKT_DD252_SEVERITY,rank_ic,mid,high,0.6986758695913027,0.0441337330244376,0.2319966933586565,0.005385155600375958,none,False,10,1.0,0.26338176050552675,3,True,True,True
XS015_MAX_21,monthly,MKT_LOG_RV21,active_return,low,high,0.8526722103293096,0.1032935806218332,0.3297796284339424,0.08968493399192715,none,False,10,1.0,0.22599292588820447,3,True,True,True
XS015_MAX_21,monthly,MKT_LOG_RV21,rank_ic,low,high,0.6288601376029921,0.0896849339919271,0.4714445550911246,0.008607798385152769,none,False,10,1.0,0.3641908472685918,3,True,True,True
XS015_MAX_21,monthly,MKT_TREND126,active_return,mid,low,0.705816258222053,0.1465165191981519,0.4677750831147787,0.05983692608509738,none,False,10,1.0,0.35910478971995674,3,True,True,True
XS015_MAX_21,monthly,MKT_TREND126,rank_ic,mid,low,0.6336280875630949,0.0598369260850973,0.314543276563581,0.012209709933179326,none,False,10,1.0,0.3692695595227329,3,True,True,True
XS015_MAX_21,monthly,MKT_XS_DISP21,active_return,low,high,1.0,0.0869988155926832,0.277756244944072,0.014995438685973214,none,False,0,0.0,0.3995140531159484,3,True,True,False
XS015_MAX_21,monthly,MKT_XS_DISP21,rank_ic,mid,high,1.0,0.0153439209302036,0.0806580063597348,0.001901430668118976,none,False,10,1.0,0.19250713278318216,3,True,True,True
XS015_MAX_21,weekly,MKT_AVG_CORR63,active_return,mid,high,1.0,0.1083774656528549,0.1241220330595733,0.042732810817497406,none,False,10,1.0,0.27454622735225803,3,True,True,True
XS015_MAX_21,weekly,MKT_AVG_CORR63,rank_ic,low,high,0.9097941903010358,0.0500056613520675,0.2420361299768774,0.00119237281363664,none,False,10,1.0,0.3203523316563234,3,True,True,True
XS015_MAX_21,weekly,MKT_BREADTH_RSP63,active_return,low,mid,1.0,0.0717118439658974,0.0821298026658884,0.007321468275864516,none,False,10,1.0,0.223721836789352,3,True,True,True
XS015_MAX_21,weekly,MKT_BREADTH_RSP63,rank_ic,low,mid,1.0,0.0073214682758645,0.0354371844972201,0.0013790739224211043,none,False,10,1.0,0.29750424264582953,3,True,True,True
XS015_MAX_21,weekly,MKT_DD252_SEVERITY,active_return,low,mid,1.0,0.1324075646610653,0.1516431115933315,0.032561639362052655,none,False,10,1.0,0.44765950850341535,3,True,True,True
XS015_MAX_21,weekly,MKT_DD252_SEVERITY,rank_ic,low,mid,0.9508840970619472,0.0325616393620526,0.1576040185011598,0.0025462993204051028,none,False,10,0.9,0.766315288152245,3,True,True,False
XS015_MAX_21,weekly,MKT_LOG_RV21,active_return,low,mid,1.0,0.0896400891073083,0.1026625787622607,0.039106109891806545,none,False,10,1.0,0.3363105967684364,3,True,True,True
XS015_MAX_21,weekly,MKT_LOG_RV21,rank_ic,low,mid,0.9097941903010358,0.0391061098918065,0.1892803982737846,0.001723847867448238,none,False,10,1.0,0.26643699715391084,3,True,True,True
XS015_MAX_21,weekly,MKT_TREND126,active_return,mid,low,1.0,0.0570327409420786,0.0653181887401358,0.019089523009264097,none,False,10,0.9,0.2756286961430763,3,True,True,True
XS015_MAX_21,weekly,MKT_TREND126,rank_ic,high,low,0.9508840970619472,0.0200232919460891,0.0969162283027822,5.4647093259064866e-05,none,False,10,1.0,0.22669821259871828,3,True,True,True
XS015_MAX_21,weekly,MKT_XS_DISP21,active_return,low,mid,1.0,0.086682915646466,0.0992758010787405,0.0038500540568679603,none,False,10,0.9,0.2156351439214539,3,True,True,True
XS015_MAX_21,weekly,MKT_XS_DISP21,rank_ic,high,mid,1.0,0.031537691899257,0.1526479340400461,0.0010891877282606485,none,False,10,1.0,0.3045564837409123,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_AVG_CORR63,active_return,mid,low,1.0,0.0909331068800358,0.2447809806814795,0.07113344296936366,none,False,10,0.9,0.40209456205346644,2,True,True,True
XS018_AMIHUD_252,monthly,MKT_AVG_CORR63,rank_ic,mid,low,0.5908630318324148,0.0711334429693636,0.5643140737314952,0.007577758906669651,none,False,10,1.0,0.521355788057908,3,True,True,False
XS018_AMIHUD_252,monthly,MKT_BREADTH_RSP63,active_return,high,mid,0.9537739361917644,0.1274100060763554,0.3429724036279542,0.06672946045737525,none,False,10,1.0,0.3904762463074626,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_BREADTH_RSP63,rank_ic,high,mid,0.6288601376029921,0.0667294604573752,0.5293765083861371,0.010617500506362954,none,False,10,1.0,0.224231705655316,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_DD252_SEVERITY,active_return,high,mid,1.0,0.0379247955824017,0.1020889857755762,0.04327532236032287,none,False,10,0.9,0.41180588996796724,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_DD252_SEVERITY,rank_ic,low,mid,0.6288601376029921,0.0471157481740477,0.3737774902932131,0.0011552163029775204,none,False,10,1.0,0.30200316795672416,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_LOG_RV21,active_return,high,mid,0.8526722103293096,0.1173056888468057,0.3157727976161533,0.04324578958045507,none,False,10,1.0,0.26432438352829213,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_LOG_RV21,rank_ic,high,low,0.5908630318324148,0.0654592916924292,0.5193000368960412,0.008862009548812003,none,False,10,1.0,0.40423109592235423,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_TREND126,active_return,mid,low,0.8739887976911281,0.0979735801503506,0.2637330874630391,0.007496569014945596,none,False,10,1.0,0.21056567851004665,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_TREND126,rank_ic,high,low,1.0,0.0077670349190828,0.0616172496794533,0.002186657401538474,none,False,10,0.8,0.30496969869200236,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_XS_DISP21,active_return,high,mid,1.0,0.0554175356224184,0.1491773368582067,0.040910177295276844,none,False,10,1.0,0.3081998907050102,3,True,True,True
XS018_AMIHUD_252,monthly,MKT_XS_DISP21,rank_ic,high,mid,1.0,0.0409101772952768,0.3245476085913393,0.004618127968534873,none,False,10,1.0,0.23148862689585792,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_AVG_CORR63,active_return,high,low,1.0,0.0661194905870377,0.0829025129875186,0.022621186672022627,none,False,10,0.9,0.36346755773902834,2,True,True,True
XS018_AMIHUD_252,weekly,MKT_AVG_CORR63,rank_ic,high,low,0.9097941903010358,0.0226211866720226,0.1769996480809064,0.0012715286651353405,none,False,10,1.0,0.4077949260521799,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_BREADTH_RSP63,active_return,low,mid,1.0,0.1298642952098622,0.1628275766292908,0.021387101099959078,none,False,10,1.0,0.36419436191319815,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_BREADTH_RSP63,rank_ic,high,mid,0.9097941903010358,0.0224877478515256,0.1759555550096303,0.0021223393514740656,none,False,10,1.0,0.2997575383486677,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_DD252_SEVERITY,active_return,mid,low,1.0,0.11096696084816,0.139133557007524,0.009998607043777263,none,False,10,1.0,0.29492393964973174,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_DD252_SEVERITY,rank_ic,mid,low,1.0,0.0099986070437772,0.0782341772651845,0.0021339800163107693,none,False,10,1.0,0.2507874409039327,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_LOG_RV21,active_return,high,low,1.0,0.0804752628830929,0.1009021918817916,0.03337833436577802,none,False,10,0.9,0.4628085072479337,2,True,True,True
XS018_AMIHUD_252,weekly,MKT_LOG_RV21,rank_ic,high,low,0.9097941903010358,0.033378334365778,0.2611690324617832,0.0015476012092902496,none,False,10,1.0,0.37191495939999497,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_TREND126,active_return,high,mid,1.0,0.0716311993308519,0.089813251434845,0.017667108883718613,none,False,10,1.0,0.21542477555149084,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_TREND126,rank_ic,high,mid,0.9508840970619472,0.0176671088837186,0.1382364285465511,0.0013775230640548448,none,False,10,1.0,0.17761601958191067,3,True,True,True
XS018_AMIHUD_252,weekly,MKT_XS_DISP21,active_return,low,mid,1.0,0.0089927514789965,0.0112753696324937,-0.010801664125640938,none,False,10,0.6,0.2025628047476601,2,True,True,False
XS018_AMIHUD_252,weekly,MKT_XS_DISP21,rank_ic,mid,low,1.0,0.0108016641256409,0.0845177035425458,-0.00017293752844224142,none,False,10,1.0,0.231549878351865,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_AVG_CORR63,active_return,low,mid,1.0,0.0516748663151686,0.1136413371595793,-0.04521986496120306,none,False,10,0.9,0.28169314149904573,2,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_AVG_CORR63,rank_ic,mid,high,0.6986758695913027,0.0630543566657076,0.3937542024919434,-2.450196624889829e-05,none,False,10,1.0,0.30011428762360187,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_BREADTH_RSP63,active_return,mid,high,0.7744080774742489,0.1768077076114086,0.3888285688159078,0.05822865124466885,none,False,10,1.0,0.17638273958429704,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_BREADTH_RSP63,rank_ic,mid,high,0.6986758695913027,0.0582286512446688,0.3636192222938886,0.014733975634284052,none,False,10,1.0,0.21566721945915163,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_DD252_SEVERITY,active_return,mid,low,0.9537739361917644,0.1062738841752035,0.2337133535896011,0.03872356336643073,none,False,10,1.0,0.2748584954965859,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_DD252_SEVERITY,rank_ic,mid,low,0.9349507969298386,0.0387235633664307,0.241816214093381,0.008856157014600298,none,False,10,1.0,0.27265982538616135,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_LOG_RV21,active_return,low,high,0.843026715000024,0.1628470257025671,0.3581267852814512,0.03382528369128992,none,False,10,1.0,0.38235134876670157,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_LOG_RV21,rank_ic,low,high,1.0,0.0338252836912899,0.2112280309914113,0.01357058547521393,none,False,10,1.0,0.2516226641659387,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_TREND126,active_return,high,low,1.0,0.0663972489731923,0.1460182230760058,0.058334485365448795,none,False,10,0.9,0.3045669252474678,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_TREND126,rank_ic,mid,low,0.5908630318324148,0.0903880339391181,0.5644442366956743,0.003828757342385568,none,False,10,1.0,0.49946353763373114,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_XS_DISP21,active_return,mid,high,1.0,0.0873533182619861,0.1921039878859722,0.010396252976405446,none,False,10,1.0,0.17928279007854178,3,True,True,True
XS019_PRICE_DELAY_52W,monthly,MKT_XS_DISP21,rank_ic,low,high,1.0,0.018151291653881,0.1133489856579504,0.002785697884373421,none,False,0,0.0,0.28540324798063266,3,True,True,False
XS019_PRICE_DELAY_52W,weekly,MKT_AVG_CORR63,active_return,low,high,1.0,0.168621255261654,0.1632277302373763,0.030573016358765616,none,False,10,1.0,0.3849066882377109,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_AVG_CORR63,rank_ic,mid,high,0.9097941903010358,0.039116651110128,0.2304362922989687,0.0017124135649743907,none,False,10,1.0,0.29845665273033867,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_BREADTH_RSP63,active_return,low,high,1.0,0.1035536716489368,0.1002414004970722,0.020454311843740695,none,False,10,1.0,0.2491761144120831,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_BREADTH_RSP63,rank_ic,low,high,0.9508840970619472,0.0204543118437406,0.1204964036805822,0.0019914167624795545,none,False,10,1.0,0.3742642136879736,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_DD252_SEVERITY,active_return,low,mid,1.0,0.0747064749334052,0.0723169111657554,-0.011338074868892298,none,False,10,1.0,0.21133400395619023,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_DD252_SEVERITY,rank_ic,mid,high,0.9508840970619472,0.0198871506336042,0.1171552555329127,-0.0005569138455853808,none,False,10,1.0,0.30313579093685566,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_LOG_RV21,active_return,low,high,1.0,0.1265728932855462,0.1225243285522834,0.017808830979589355,none,False,10,1.0,0.41133500163941955,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_LOG_RV21,rank_ic,low,mid,0.9097941903010358,0.0298589455167936,0.1758991248375379,0.002365961609547436,none,False,10,1.0,0.24907595241148942,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_TREND126,active_return,high,mid,1.0,0.0756844176605859,0.0732635733846562,0.007327316865803926,none,False,10,1.0,0.2437364357688491,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_TREND126,rank_ic,high,low,0.9097941903010358,0.0274587870453541,0.1617597851090083,0.0013341336466279503,none,False,10,1.0,0.2052840769790096,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_XS_DISP21,active_return,high,low,1.0,0.119777109971232,0.1159459153868775,0.04168266966525475,none,False,10,1.0,0.35006519433994526,3,True,True,True
XS019_PRICE_DELAY_52W,weekly,MKT_XS_DISP21,rank_ic,high,low,1.0,0.0416826696652547,0.2455527142070969,0.0023034059609852307,none,False,10,1.0,0.33998745686249315,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_AVG_CORR63,active_return,high,low,0.7744080774742489,0.0779765195117145,0.3208407842199995,-0.018574241773721214,none,False,10,1.0,0.2282008455708141,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_AVG_CORR63,rank_ic,low,high,1.0,0.0185742417737212,0.2054213500751864,-0.006498043292642881,none,False,10,1.0,0.365411242406628,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_BREADTH_RSP63,active_return,low,mid,0.7744080774742489,0.0906483138258814,0.3729799211126259,0.013612523803968732,none,False,10,1.0,0.2814781427135877,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_BREADTH_RSP63,rank_ic,high,mid,1.0,0.0162233837737022,0.1794220963730962,0.006359533345010434,none,False,10,0.9,0.20756073714975426,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_DD252_SEVERITY,active_return,high,low,0.7744080774742489,0.1040056886277418,0.4279399351448695,0.03528339312102975,none,False,10,1.0,0.16101621204662125,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_DD252_SEVERITY,rank_ic,high,low,0.6288601376029921,0.0352833931210297,0.3902157804583913,0.008667140718978488,none,False,10,1.0,0.29887149587006673,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_LOG_RV21,active_return,low,mid,0.7744080774742489,0.0842159532080833,0.3465134458464381,0.027499881602382186,none,False,10,1.0,0.2480232484435976,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_LOG_RV21,rank_ic,low,mid,0.7531459993443937,0.0274998816023821,0.3041342346292385,0.007017996100673608,none,False,10,1.0,0.22894132623273095,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_TREND126,active_return,low,high,0.8368708272296795,0.0799317520377026,0.3288857487926516,-0.006851272336217182,none,False,10,1.0,0.1845605136086602,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_TREND126,rank_ic,mid,low,1.0,0.010795739467517,0.1193952035024596,-0.0016775202823256829,none,False,10,0.9,0.36564586027955975,3,True,True,True
XS020_VOLUME_SHOCK_50D,monthly,MKT_XS_DISP21,active_return,low,mid,1.0,0.2223518191777158,0.9148847946080024,0.01181273222824049,none,False,0,0.0,0.5003318950095443,3,True,True,False
XS020_VOLUME_SHOCK_50D,monthly,MKT_XS_DISP21,rank_ic,low,high,1.0,0.0156403619393282,0.1729741813626505,0.01761129254760704,none,False,0,0.0,0.29868813296062463,3,True,True,False
XS020_VOLUME_SHOCK_50D,weekly,MKT_AVG_CORR63,active_return,low,high,1.0,0.0241989384674114,0.0344077656778591,0.013245536143803938,none,False,10,0.8,0.22407284434906216,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_AVG_CORR63,rank_ic,low,high,0.9097941903010358,0.0132455361438039,0.1498437243408426,0.000465364201296374,none,False,10,1.0,0.25582147165123575,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_BREADTH_RSP63,active_return,high,low,1.0,0.1214735953842363,0.1727197666813594,0.008542454099243429,none,False,10,1.0,0.3164166688251729,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_BREADTH_RSP63,rank_ic,mid,low,0.9508840970619472,0.0113868110650967,0.1288163921667875,0.0001568346890033533,none,False,10,1.0,0.19107908487929587,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_DD252_SEVERITY,active_return,low,mid,1.0,0.0975750075258621,0.1387390607851048,0.002334182287000693,none,False,10,1.0,0.2326069928870254,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_DD252_SEVERITY,rank_ic,high,mid,1.0,0.0034433619320584,0.0389539668724147,0.001740367696144299,none,False,10,0.8,0.26564044029447287,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_LOG_RV21,active_return,mid,low,1.0,0.0560177499634618,0.0796500068438695,0.00880994853259429,none,False,10,0.9,0.4188504740098177,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_LOG_RV21,rank_ic,mid,low,1.0,0.0088099485325942,0.0996649350424822,0.0010772644223742663,none,False,10,1.0,0.18360443275976981,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_TREND126,active_return,low,high,1.0,0.0797704201367056,0.1134232366343029,-0.0042341733181442045,none,False,10,1.0,0.3122431704290668,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_TREND126,rank_ic,high,mid,0.9508840970619472,0.0110683282462894,0.1252134687976966,-0.00026367117359477553,none,False,10,1.0,0.26654034991819786,3,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_XS_DISP21,active_return,high,low,1.0,0.1032211066864157,0.14676708470739,0.01117639927208298,none,False,10,1.0,0.26811780341906716,2,True,True,True
XS020_VOLUME_SHOCK_50D,weekly,MKT_XS_DISP21,rank_ic,high,low,1.0,0.0111763992720829,0.1264360516227651,0.0019850212824310716,none,False,10,1.0,0.17920930922298636,3,True,True,True
XS032_GROSS_PROFIT_AT,monthly,MKT_AVG_CORR63,active_return,high,low,1.0,0.0029168532512131,0.0123740316593671,0.017966276500392432,none,False,10,0.6,0.36218080506802985,2,True,True,False
XS032_GROSS_PROFIT_AT,monthly,MKT_AVG_CORR63,rank_ic,high,low,1.0,0.0179662765003924,0.1608076639498757,0.00024307110426776215,none,False,10,1.0,0.33937103453997336,3,True,True,True
