frequency,factor_left,factor_right,median_date_score_spearman,median_top20_jaccard,active_return_pearson,active_return_spearman,thresholds_exceeded,empirically_redundant
weekly,XS002_MOM_12_1,XS056_CFO_ACCRUALS_PT,0.03499291895015307,0.05263157894736842,0.25576086725515523,0.32998050193641754,0,False
weekly,XS003_MOM_12_7,XS004_HIGH_52W,0.2855853451849096,0.02564102564102564,0.046576624868368846,0.04593611823727347,0,False
weekly,XS003_MOM_12_7,XS007_ST_REV_21,-0.02735335488085396,0.02564102564102564,0.036507998367068584,0.14973176704686464,0,False
weekly,XS003_MOM_12_7,XS008_SAME_MONTH_5Y,0.10615049043036322,0.08108108108108109,0.32357956686100814,0.3108628479761132,0,False
weekly,XS003_MOM_12_7,XS013_LOW_BETA_FP,0.035114927517304426,0.0,-0.2346740983835368,-0.282624611067049,0,False
weekly,XS003_MOM_12_7,XS015_MAX_21,0.07822078213548685,0.0,-0.12759414725396417,-0.1787850688395105,0,False
weekly,XS003_MOM_12_7,XS018_AMIHUD_252,-0.12488071287226876,0.0,-0.23341012511528794,-0.19412112540515147,0,False
weekly,XS003_MOM_12_7,XS019_PRICE_DELAY_52W,-0.10495884498870958,0.02564102564102564,-0.07532805664846108,-0.10988882818653103,0,False
weekly,XS003_MOM_12_7,XS020_VOLUME_SHOCK_50D,0.004766329677906025,0.02564102564102564,-0.07081325910487705,-0.01809637283013993,0,False
weekly,XS003_MOM_12_7,XS032_GROSS_PROFIT_AT,0.051675805934473226,0.02564102564102564,0.0037412507844524173,-0.007450562622518539,0,False
weekly,XS003_MOM_12_7,XS041_ASSET_GROWTH,-0.08731659738218676,0.02564102564102564,0.027628291014456213,-0.015944629143407527,0,False
weekly,XS003_MOM_12_7,XS056_CFO_ACCRUALS_PT,0.0228093089440541,0.05263157894736842,0.2636641778123222,0.30528507118601406,0,False
weekly,XS004_HIGH_52W,XS007_ST_REV_21,-0.4978439126275959,0.0,-0.5739296307867298,-0.3906616339228211,0,False
weekly,XS004_HIGH_52W,XS008_SAME_MONTH_5Y,0.02158244009686549,0.02564102564102564,-0.12735841434639233,-0.10395217439434676,0,False
weekly,XS004_HIGH_52W,XS013_LOW_BETA_FP,0.2734557285441024,0.02564102564102564,0.5451101910203829,0.4233035677067015,0,False
weekly,XS004_HIGH_52W,XS015_MAX_21,0.19281413855752114,0.02564102564102564,0.47320276889803214,0.3780212957613038,0,False
weekly,XS004_HIGH_52W,XS018_AMIHUD_252,-0.1379908717605353,0.0,-0.4468194864611566,-0.38219130849591615,0,False
weekly,XS004_HIGH_52W,XS019_PRICE_DELAY_52W,-0.0764237790606959,0.02564102564102564,0.5066000344120132,0.38557372424056796,0,False
weekly,XS004_HIGH_52W,XS020_VOLUME_SHOCK_50D,-0.02116482657111249,0.02564102564102564,-0.1339225051796173,0.03655038039581925,0,False
weekly,XS004_HIGH_52W,XS032_GROSS_PROFIT_AT,0.029746085469648947,0.02564102564102564,0.047149619006925415,0.10476144203404861,0,False
weekly,XS004_HIGH_52W,XS041_ASSET_GROWTH,-0.03357541884862027,0.02564102564102564,-0.19410064310160835,-0.096869874787814,0,False
weekly,XS004_HIGH_52W,XS056_CFO_ACCRUALS_PT,-0.03217358486521779,0.02564102564102564,-0.21951646063939306,-0.1734263450502994,0,False
weekly,XS007_ST_REV_21,XS008_SAME_MONTH_5Y,-0.022930494087979602,0.02564102564102564,0.3214760441978478,0.3136481476011419,0,False
weekly,XS007_ST_REV_21,XS013_LOW_BETA_FP,-0.012069476863588923,0.0,-0.49793995356005055,-0.36221331593792094,0,False
weekly,XS007_ST_REV_21,XS015_MAX_21,0.30073670232030325,0.02564102564102564,-0.39710912070941956,-0.2534158879265771,0,False
weekly,XS007_ST_REV_21,XS018_AMIHUD_252,0.021396465725562475,0.02564102564102564,0.38629122843115643,0.2044079205810716,0,False
weekly,XS007_ST_REV_21,XS019_PRICE_DELAY_52W,0.011147886133713208,0.02564102564102564,-0.4489955543689216,-0.3567761913267159,0,False
weekly,XS007_ST_REV_21,XS020_VOLUME_SHOCK_50D,0.08578194103560344,0.05263157894736842,0.2646143362857798,0.0829604923350774,0,False
weekly,XS007_ST_REV_21,XS032_GROSS_PROFIT_AT,-0.006653164253006668,0.02564102564102564,-0.11582931921629475,-0.0745116995282976,0,False
weekly,XS007_ST_REV_21,XS041_ASSET_GROWTH,0.011019996192386637,0.02564102564102564,0.22903599650167675,0.11073909062224029,0,False
weekly,XS007_ST_REV_21,XS056_CFO_ACCRUALS_PT,-0.0030117744691505817,0.02564102564102564,0.4001563809668845,0.2538370162855623,0,False
weekly,XS008_SAME_MONTH_5Y,XS013_LOW_BETA_FP,-0.05670717228442187,0.0,-0.40737823386412564,-0.38858359805113224,0,False
weekly,XS008_SAME_MONTH_5Y,XS015_MAX_21,-0.01774390529429111,0.0,-0.33178078412503403,-0.30073740942151517,0,False
weekly,XS008_SAME_MONTH_5Y,XS018_AMIHUD_252,-0.0753598413152472,0.0,0.11473415611493029,0.06739806719889048,0,False
weekly,XS008_SAME_MONTH_5Y,XS019_PRICE_DELAY_52W,-0.08452633953482849,0.0,-0.33961134348102706,-0.3277215092379082,0,False
weekly,XS008_SAME_MONTH_5Y,XS020_VOLUME_SHOCK_50D,0.010343643410662759,0.02564102564102564,0.12420534119189469,0.10567533612281986,0,False
weekly,XS008_SAME_MONTH_5Y,XS032_GROSS_PROFIT_AT,0.06443767455624809,0.02564102564102564,-0.14248855362674412,-0.17738696685715677,0,False
weekly,XS008_SAME_MONTH_5Y,XS041_ASSET_GROWTH,-0.09557980929362117,0.02564102564102564,0.11894983694979314,0.07665019237187609,0,False
weekly,XS008_SAME_MONTH_5Y,XS056_CFO_ACCRUALS_PT,0.011689344898852396,0.02631578947368421,0.38082344757390996,0.3476452561567421,0,False
weekly,XS013_LOW_BETA_FP,XS015_MAX_21,0.48348243437377564,0.08108108108108109,0.7824438744454076,0.7208356533811322,1,False
weekly,XS013_LOW_BETA_FP,XS018_AMIHUD_252,-0.14358198696497126,0.0,-0.47836024328525106,-0.3947786432848178,0,False
weekly,XS013_LOW_BETA_FP,XS019_PRICE_DELAY_52W,0.34007889394137275,0.17647058823529413,0.783075571981786,0.744816642838154,1,False
weekly,XS013_LOW_BETA_FP,XS020_VOLUME_SHOCK_50D,0.010619777836599733,0.02564102564102564,-0.09686126375516983,0.04473484648760177,0,False
weekly,XS013_LOW_BETA_FP,XS032_GROSS_PROFIT_AT,-0.0262834251982046,0.02564102564102564,0.19231280954918087,0.16390437197766905,0,False
weekly,XS013_LOW_BETA_FP,XS041_ASSET_GROWTH,0.056994310708357504,0.0,-0.28808337998530903,-0.19864504607566622,0,False
weekly,XS013_LOW_BETA_FP,XS056_CFO_ACCRUALS_PT,-0.013109204502519001,0.0,-0.5301494599854631,-0.47256592363483885,0,False
weekly,XS015_MAX_21,XS018_AMIHUD_252,-0.10644114341990324,0.0,-0.5185315869150314,-0.41159258295096834,0,False
weekly,XS015_MAX_21,XS019_PRICE_DELAY_52W,0.03163551198783108,0.05263157894736842,0.6176007609263334,0.5841970996664929,0,False
weekly,XS015_MAX_21,XS020_VOLUME_SHOCK_50D,-0.008031694850638,0.02564102564102564,-0.1367852289528387,0.05640621674348936,0,False
weekly,XS015_MAX_21,XS032_GROSS_PROFIT_AT,-0.014091896115705289,0.02564102564102564,0.2480875276606388,0.21520073232993167,0,False
weekly,XS015_MAX_21,XS041_ASSET_GROWTH,0.02442136967421694,0.02564102564102564,-0.32196421766360656,-0.21876796973065732,0,False
weekly,XS015_MAX_21,XS056_CFO_ACCRUALS_PT,-0.07861244322038927,0.0,-0.4994537574042761,-0.4445845598414979,0,False
weekly,XS018_AMIHUD_252,XS019_PRICE_DELAY_52W,0.032061920247680994,0.0,-0.3792974443214206,-0.30021234476154146,0,False
weekly,XS018_AMIHUD_252,XS020_VOLUME_SHOCK_50D,-0.0017690454448533418,0.02564102564102564,0.1495245593703829,0.03527622900880105,0,False
weekly,XS018_AMIHUD_252,XS032_GROSS_PROFIT_AT,-0.18157075008976567,0.0,-0.26133167218115405,-0.22210221313926004,0,False
weekly,XS018_AMIHUD_252,XS041_ASSET_GROWTH,0.07276804997285961,0.02564102564102564,0.48179042480910106,0.31683676976466785,0,False
weekly,XS018_AMIHUD_252,XS056_CFO_ACCRUALS_PT,-0.038165012833759206,0.02564102564102564,0.38927492858402685,0.2330816409292044,0,False
weekly,XS019_PRICE_DELAY_52W,XS020_VOLUME_SHOCK_50D,-0.00235534690205772,0.02564102564102564,-0.12651342377207628,0.03319184377476769,0,False
weekly,XS019_PRICE_DELAY_52W,XS032_GROSS_PROFIT_AT,-0.0002954682169318244,0.02564102564102564,0.08516722362435786,0.10727882617405923,0,False
weekly,XS019_PRICE_DELAY_52W,XS041_ASSET_GROWTH,0.032229726220568744,0.0,-0.13705706690321903,-0.12994494550728783,0,False
weekly,XS019_PRICE_DELAY_52W,XS056_CFO_ACCRUALS_PT,0.11658607721021073,0.02564102564102564,-0.3332054133934257,-0.2978608722201871,0,False
weekly,XS020_VOLUME_SHOCK_50D,XS032_GROSS_PROFIT_AT,-0.004310216305527795,0.02564102564102564,0.034269448456170346,0.07874644815290148,0,False
weekly,XS020_VOLUME_SHOCK_50D,XS041_ASSET_GROWTH,-0.001509275916062279,0.02564102564102564,0.0646322986220078,0.05947047422283116,0,False
weekly,XS020_VOLUME_SHOCK_50D,XS056_CFO_ACCRUALS_PT,-0.0060628521248642245,0.02564102564102564,0.0550110218722935,-0.01379606013784742,0,False
weekly,XS032_GROSS_PROFIT_AT,XS041_ASSET_GROWTH,-0.07522311387115095,0.02564102564102564,-0.32028404053591214,-0.22669307817362527,0,False
weekly,XS032_GROSS_PROFIT_AT,XS056_CFO_ACCRUALS_PT,0.09284096793628346,0.02564102564102564,-0.29324780328143235,-0.21435847561196125,0,False
weekly,XS041_ASSET_GROWTH,XS056_CFO_ACCRUALS_PT,0.07632595037157447,0.14285714285714285,0.4458963563106742,0.27615543901561695,0,False
monthly,XS001_MOM_255_0,XS002_MOM_12_1,0.950897101190685,0.6666666666666666,0.9414702279925067,0.9292952824694234,3,True
monthly,XS001_MOM_255_0,XS003_MOM_12_7,0.710973727884158,0.2903225806451613,0.7520499826798608,0.7540943506115316,1,False
monthly,XS001_MOM_255_0,XS004_HIGH_52W,0.7593625665807081,0.05263157894736842,0.258973197889917,0.34505532906231795,0,False
monthly,XS001_MOM_255_0,XS007_ST_REV_21,-0.290532484328187,0.0,-0.13293719312923594,-0.09968549796156084,0,False
monthly,XS001_MOM_255_0,XS008_SAME_MONTH_5Y,0.1343823465954351,0.08108108108108109,0.15292833739269973,0.1005591147350029,0,False
monthly,XS001_MOM_255_0,XS013_LOW_BETA_FP,0.04762832750026513,0.0,-0.11249340696075842,-0.10611531741409434,0,False
monthly,XS001_MOM_255_0,XS015_MAX_21,0.0580853953882643,0.0,-0.07867770701105728,-0.037845078625509614,0,False
monthly,XS001_MOM_255_0,XS018_AMIHUD_252,-0.1468157519858995,0.0,-0.2967861286530198,-0.2702737332556785,0,False
monthly,XS001_MOM_255_0,XS019_PRICE_DELAY_52W,-0.06733811226230123,0.0,-0.022844766998015246,-0.00920209668025626,0,False
monthly,XS001_MOM_255_0,XS020_VOLUME_SHOCK_50D,0.004759737934112272,0.02564102564102564,-0.2989979029144209,-0.25961560861968547,0,False
monthly,XS001_MOM_255_0,XS032_GROSS_PROFIT_AT,0.05518023941118917,0.02564102564102564,-0.05439768461724942,-0.07120559114735002,0,False
monthly,XS001_MOM_255_0,XS041_ASSET_GROWTH,-0.08388413675254684,0.02564102564102564,0.06456421966149746,0.04772277227722772,0,False
monthly,XS001_MOM_255_0,XS056_CFO_ACCRUALS_PT,0.04191844649942067,0.05405405405405406,0.34028629594353443,0.3489807804309843,0,False
monthly,XS002_MOM_12_1,XS003_MOM_12_7,0.737657758201052,0.3333333333333333,0.7738066776937389,0.7492020966802563,1,False
monthly,XS002_MOM_12_1,XS004_HIGH_52W,0.6455488221952886,0.02564102564102564,0.14592555234889512,0.2673383808969132,0,False
monthly,XS002_MOM_12_1,XS007_ST_REV_21,-0.033149529475815856,0.02564102564102564,0.011600085939826994,0.06470588235294118,0,False
monthly,XS002_MOM_12_1,XS008_SAME_MONTH_5Y,0.13903076326974553,0.08108108108108109,0.20236054673598836,0.18228305183459523,0,False
monthly,XS002_MOM_12_1,XS013_LOW_BETA_FP,0.04763921703650057,0.0,-0.15407191959992084,-0.1536051252184042,0,False
monthly,XS002_MOM_12_1,XS015_MAX_21,0.13595862383449533,0.0,-0.11397273631554031,-0.08783925451368664,0,False
monthly,XS002_MOM_12_1,XS018_AMIHUD_252,-0.15074881972062582,0.0,-0.2602825025336405,-0.22976121141525915,0,False
monthly,XS002_MOM_12_1,XS019_PRICE_DELAY_52W,-0.07728493651493715,0.0,-0.06037667610027766,-0.06468258590564939,0,False
monthly,XS002_MOM_12_1,XS020_VOLUME_SHOCK_50D,0.03588061514821332,0.0,-0.3036266899462184,-0.2815142690739662,0,False
monthly,XS002_MOM_12_1,XS032_GROSS_PROFIT_AT,0.0538815402589848,0.02564102564102564,-0.03781324387847978,-0.05813628421665696,0,False
monthly,XS002_MOM_12_1,XS041_ASSET_GROWTH,-0.08000901875476163,0.02564102564102564,0.09806250682669612,0.13422248107163656,0,False
monthly,XS002_MOM_12_1,XS056_CFO_ACCRUALS_PT,0.029773065685784843,0.05405405405405406,0.38778614207794715,0.42299359347699467,0,False
monthly,XS003_MOM_12_7,XS004_HIGH_52W,0.2886321420801145,0.02564102564102564,0.04980497005669242,0.07050669772859638,0,False
monthly,XS003_MOM_12_7,XS007_ST_REV_21,-0.04045379381517526,0.02564102564102564,-0.10255798314139068,0.04732673267326733,0,False
monthly,XS003_MOM_12_7,XS008_SAME_MONTH_5Y,0.18675533159858468,0.08108108108108109,0.15761971433297736,0.09141525917297612,0,False
monthly,XS003_MOM_12_7,XS013_LOW_BETA_FP,0.033563089914040584,0.0,-0.04517624188192983,-0.12651135701805472,0,False
monthly,XS003_MOM_12_7,XS015_MAX_21,0.08125057209544265,0.0,-0.023839424248903684,-0.06977285963890506,0,False
monthly,XS003_MOM_12_7,XS018_AMIHUD_252,-0.12651668774005775,0.0,-0.30796810358252485,-0.20732673267326732,0,False
